time,Vvrain,Vvgate,IM1
1.343063208506266e-05,5.089984e+01,4.734767e-01,2.181627e-08
1.343063599131266e-05,5.089984e+01,4.734767e-01,2.181618e-08
1.343064380381265e-05,5.089984e+01,4.734766e-01,2.181120e-08
1.344198587970562e-05,5.089975e+01,4.733657e-01,1.603862e-08
1.345332795559859e-05,5.089966e+01,4.732551e-01,1.030814e-08
1.346467003149155e-05,5.089957e+01,4.731448e-01,4.619738e-09
1.347601210738452e-05,5.089948e+01,4.730348e-01,-1.026571e-09
1.348735418327749e-05,5.089938e+01,4.729250e-01,-6.630791e-09
1.349869625917045e-05,5.089929e+01,4.728156e-01,-1.219292e-08
1.351003833506342e-05,5.089920e+01,4.727064e-01,-1.771296e-08
1.351004782167056e-05,5.089920e+01,4.727063e-01,-1.771739e-08
1.351005730827770e-05,5.089920e+01,4.727062e-01,-1.772188e-08
1.351006679488483e-05,5.089920e+01,4.727061e-01,-1.772642e-08
1.351007628149197e-05,5.089920e+01,4.727060e-01,-1.773103e-08
1.351008576809911e-05,5.089920e+01,4.727059e-01,-1.773569e-08
1.351009525470625e-05,5.089920e+01,4.727058e-01,-1.774041e-08
1.351010474131339e-05,5.089920e+01,4.727058e-01,-1.774520e-08
1.351012036631338e-05,5.089920e+01,4.727056e-01,-1.775453e-08
1.351012085459461e-05,5.089920e+01,4.727056e-01,-1.775515e-08
1.351012183115714e-05,5.089920e+01,4.727056e-01,-1.775617e-08
1.351012378428214e-05,5.089920e+01,4.727056e-01,-1.775619e-08
1.351012769053214e-05,5.089920e+01,4.727055e-01,-1.775619e-08
1.351013550303213e-05,5.089920e+01,4.727055e-01,-1.775872e-08
1.351015894053213e-05,5.089920e+01,4.727052e-01,-1.777075e-08
1.351018237803212e-05,5.089920e+01,4.727050e-01,-1.778262e-08
1.351020581553212e-05,5.089920e+01,4.727048e-01,-1.779434e-08
1.351022925303211e-05,5.089920e+01,4.727046e-01,-1.780590e-08
1.351025269053211e-05,5.089920e+01,4.727043e-01,-1.781732e-08
1.351027612803210e-05,5.089920e+01,4.727041e-01,-1.782857e-08
1.351029956553210e-05,5.089920e+01,4.727039e-01,-1.783968e-08
1.359935090481918e-05,5.089849e+01,4.718580e-01,-5.943178e-08
1.368840224410626e-05,5.089778e+01,4.710268e-01,-9.907518e-08
1.377745358339334e-05,5.089707e+01,4.702102e-01,-1.367699e-07
1.386650492268042e-05,5.089636e+01,4.694083e-01,-1.725159e-07
1.395555626196750e-05,5.089566e+01,4.686210e-01,-2.063132e-07
1.404460760125459e-05,5.089496e+01,4.678483e-01,-2.381617e-07
1.413365894054167e-05,5.089426e+01,4.670903e-01,-2.680616e-07
1.413465894054168e-05,5.089426e+01,4.670819e-01,-2.683923e-07
1.428080179768684e-05,5.089311e+01,4.658667e-01,-3.139854e-07
1.442694465483200e-05,5.089198e+01,4.646786e-01,-3.566897e-07
1.457308751197716e-05,5.089085e+01,4.635175e-01,-3.965050e-07
1.471923036912231e-05,5.088972e+01,4.623835e-01,-4.334314e-07
1.486537322626747e-05,5.088860e+01,4.612765e-01,-4.674690e-07
1.501151608341263e-05,5.088749e+01,4.601966e-01,-4.986176e-07
1.515765894055779e-05,5.088638e+01,4.591437e-01,-5.268773e-07
1.515865894055781e-05,5.088638e+01,4.591366e-01,-5.270680e-07
1.530480179770296e-05,5.088527e+01,4.581042e-01,-5.535983e-07
1.545094465484812e-05,5.088418e+01,4.570902e-01,-5.785927e-07
1.559708751199328e-05,5.088309e+01,4.560946e-01,-6.020510e-07
1.574323036913844e-05,5.088200e+01,4.551174e-01,-6.239733e-07
1.588937322628360e-05,5.088092e+01,4.541586e-01,-6.443597e-07
1.603551608342875e-05,5.087984e+01,4.532181e-01,-6.632100e-07
1.618165894057391e-05,5.087877e+01,4.522960e-01,-6.805243e-07
1.618265894057393e-05,5.087877e+01,4.522898e-01,-6.806407e-07
1.632880179771909e-05,5.087770e+01,4.513826e-01,-6.969286e-07
1.647494465486425e-05,5.087664e+01,4.504887e-01,-7.123212e-07
1.662108751200940e-05,5.087559e+01,4.496083e-01,-7.268183e-07
1.676723036915456e-05,5.087454e+01,4.487412e-01,-7.404201e-07
1.691337322629972e-05,5.087349e+01,4.478875e-01,-7.531264e-07
1.705951608344488e-05,5.087245e+01,4.470471e-01,-7.649374e-07
1.720565894059004e-05,5.087141e+01,4.462201e-01,-7.758530e-07
1.720665894059005e-05,5.087141e+01,4.462145e-01,-7.759263e-07
1.735280179773521e-05,5.087038e+01,4.453988e-01,-7.862024e-07
1.749894465488037e-05,5.086935e+01,4.445933e-01,-7.959235e-07
1.764508751202553e-05,5.086833e+01,4.437980e-01,-8.050896e-07
1.779123036917069e-05,5.086731e+01,4.430129e-01,-8.137007e-07
1.793737322631584e-05,5.086630e+01,4.422380e-01,-8.217568e-07
1.808351608346100e-05,5.086529e+01,4.414733e-01,-8.292579e-07
1.822965894060616e-05,5.086429e+01,4.407189e-01,-8.362041e-07
1.823065894060617e-05,5.086428e+01,4.407137e-01,-8.362506e-07
1.837680179775133e-05,5.086328e+01,4.399681e-01,-8.427829e-07
1.852294465489649e-05,5.086229e+01,4.392305e-01,-8.489565e-07
1.866908751204165e-05,5.086130e+01,4.385010e-01,-8.547714e-07
1.881523036918681e-05,5.086031e+01,4.377796e-01,-8.602276e-07
1.896137322633196e-05,5.085933e+01,4.370663e-01,-8.653250e-07
1.910751608347712e-05,5.085835e+01,4.363610e-01,-8.700638e-07
1.925365894062228e-05,5.085738e+01,4.356637e-01,-8.744438e-07
1.925465894062230e-05,5.085737e+01,4.356590e-01,-8.744731e-07
2.000096852458009e-05,5.085246e+01,4.322041e-01,-8.929010e-07
2.000096915138745e-05,5.085246e+01,4.322041e-01,-8.930356e-07
2.000096917097519e-05,5.085246e+01,4.322041e-01,-8.931112e-07
2.000096917587210e-05,5.085246e+01,4.322041e-01,-8.931409e-07
2.000096918566597e-05,5.085246e+01,4.322041e-01,-8.930472e-07
2.000096920525370e-05,5.085246e+01,4.322041e-01,-8.927850e-07
2.000096924442918e-05,5.085246e+01,4.322041e-01,-8.928097e-07
2.000096932278008e-05,5.085246e+01,4.322041e-01,-8.929326e-07
2.000096947948194e-05,5.085246e+01,4.322041e-01,-8.928675e-07
2.000096979288559e-05,5.085246e+01,4.322041e-01,-8.928976e-07
2.000096987123649e-05,5.085246e+01,4.322041e-01,-8.929053e-07
2.000097002793834e-05,5.085246e+01,4.322041e-01,-8.929090e-07
2.000097034134200e-05,5.085246e+01,4.322041e-01,-8.929032e-07
2.000097096814936e-05,5.085246e+01,4.322041e-01,-8.929086e-07
2.000097222176409e-05,5.085246e+01,4.322041e-01,-8.929117e-07
2.000097974345233e-05,5.085246e+01,4.322040e-01,-8.928999e-07
2.000098977237002e-05,5.085246e+01,4.322040e-01,-8.928995e-07
2.000100000000001e-05,5.085246e+01,4.322059e-01,-1.000716e-06
2.000100547537998e-05,5.085246e+01,4.322112e-01,-1.337899e-06
2.000100961149689e-05,5.085246e+01,4.322199e-01,-2.018286e-06
2.000101492890188e-05,5.085246e+01,4.322368e-01,-3.602120e-06
2.000102064568906e-05,5.085246e+01,4.322633e-01,-6.518977e-06
2.000103207926347e-05,5.085246e+01,4.323448e-01,-1.706712e-05
2.000105494641229e-05,5.085246e+01,4.326202e-01,-5.762205e-05
2.000109999999999e-05,5.085246e+01,4.334237e-01,-1.851635e-04
2.000112902425196e-05,5.085247e+01,4.340694e-01,-2.940550e-04
2.000116172613803e-05,5.085247e+01,4.348702e-01,-4.333518e-04
2.000119586779812e-05,5.085248e+01,4.357271e-01,-5.804801e-04
2.000126415111836e-05,5.085249e+01,4.374754e-01,-8.682038e-04
2.000140071775879e-05,5.085251e+01,4.409643e-01,-1.396640e-03
2.000167385103965e-05,5.085254e+01,4.476510e-01,-2.274451e-03
2.000198675796539e-05,5.085257e+01,4.546434e-01,-2.996445e-03
2.000239081970150e-05,5.085259e+01,4.627249e-01,-3.572965e-03
2.000276969737027e-05,5.085260e+01,4.696255e-01,-3.873876e-03
2.000324551335004e-05,5.085260e+01,4.777393e-01,-4.058635e-03
2.000387661467369e-05,5.085261e+01,4.880958e-01,-4.165410e-03
2.000464222216391e-05,5.085261e+01,5.003542e-01,-4.202856e-03
2.000549647992019e-05,5.085260e+01,5.138033e-01,-4.194741e-03
2.000646598290633e-05,5.085260e+01,5.288822e-01,-4.164223e-03
2.000746598290634e-05,5.085260e+01,5.442995e-01,-4.129602e-03
2.000846598290636e-05,5.085259e+01,5.596520e-01,-4.103827e-03
2.000946598290637e-05,5.085259e+01,5.755972e-01,-4.172079e-03
2.001046598290639e-05,5.085261e+01,5.950158e-01,-4.680449e-03
2.001146598290640e-05,5.085266e+01,6.231321e-01,-6.122434e-03
2.001246598290642e-05,5.085276e+01,6.640601e-01,-8.586831e-03
2.001346598290644e-05,5.085288e+01,7.183317e-01,-1.161833e-02
2.001446598290645e-05,5.085300e+01,7.842765e-01,-1.468953e-02
2.001546598290647e-05,5.085313e+01,8.600330e-01,-1.752045e-02
2.001646598290648e-05,5.085323e+01,9.442270e-01,-2.004506e-02
2.001746598290650e-05,5.085334e+01,1.035862e+00,-2.228494e-02
2.001846598290651e-05,5.085343e+01,1.134077e+00,-2.426939e-02
2.001946598290653e-05,5.085352e+01,1.238050e+00,-2.601797e-02
2.002046598290655e-05,5.085359e+01,1.347000e+00,-2.754544e-02
2.002146598290656e-05,5.085367e+01,1.460199e+00,-2.886640e-02
2.002246598290658e-05,5.085373e+01,1.576982e+00,-2.999624e-02
2.002346598290659e-05,5.085379e+01,1.696739e+00,-3.095047e-02
2.002446598290661e-05,5.085384e+01,1.818920e+00,-3.174414e-02
2.002546598290662e-05,5.085389e+01,1.943022e+00,-3.239154e-02
2.002646598290664e-05,5.085394e+01,2.068591e+00,-3.290608e-02
2.002746598290666e-05,5.085397e+01,2.195219e+00,-3.330028e-02
2.002846598290667e-05,5.085400e+01,2.322536e+00,-3.358579e-02
2.002946598290669e-05,5.085403e+01,2.450211e+00,-3.377337e-02
2.003046598290670e-05,5.085406e+01,2.577947e+00,-3.387294e-02
2.003146598290672e-05,5.085408e+01,2.705480e+00,-3.389363e-02
2.003246598290673e-05,5.085410e+01,2.832572e+00,-3.384381e-02
2.003346598290675e-05,5.085411e+01,2.959015e+00,-3.373113e-02
2.003446598290677e-05,5.085413e+01,3.084622e+00,-3.356259e-02
2.003546598290678e-05,5.085413e+01,3.209229e+00,-3.334454e-02
2.003646598290680e-05,5.085414e+01,3.332693e+00,-3.308281e-02
2.003746598290681e-05,5.085415e+01,3.454887e+00,-3.278261e-02
2.003846598290683e-05,5.085415e+01,3.575702e+00,-3.244810e-02
2.003946598290685e-05,5.085415e+01,3.695043e+00,-3.207685e-02
2.004046598290686e-05,5.085415e+01,3.812825e+00,-3.160562e-02
2.004146598290688e-05,5.085411e+01,3.928954e+00,-3.047314e-02
2.004246598290689e-05,5.085392e+01,4.043221e+00,-2.530550e-02
2.004346598290691e-05,5.085311e+01,4.155046e+00,-4.319097e-03
2.004446598290692e-05,5.085080e+01,4.263400e+00,5.453692e-02
2.004546598290694e-05,5.084613e+01,4.367294e+00,1.723546e-01
2.004646598290696e-05,5.083875e+01,4.466374e+00,3.562776e-01
2.004746598290697e-05,5.082879e+01,4.560863e+00,6.008241e-01
2.004846598290699e-05,5.081657e+01,4.651169e+00,8.965747e-01
2.004946598290700e-05,5.080233e+01,4.737672e+00,1.234837e+00
2.005046598290702e-05,5.078629e+01,4.820683e+00,1.608443e+00
2.005146598290703e-05,5.076861e+01,4.900454e+00,2.011472e+00
2.005246598290705e-05,5.074937e+01,4.977186e+00,2.438904e+00
2.005346598290707e-05,5.072864e+01,5.051041e+00,2.886340e+00
2.005446598290708e-05,5.070638e+01,5.122136e+00,3.349784e+00
2.005546598290710e-05,5.068250e+01,5.190537e+00,3.825407e+00
2.005646598290711e-05,5.065678e+01,5.256245e+00,4.309244e+00
2.005746598290713e-05,5.062875e+01,5.319140e+00,4.796644e+00
2.005846598290714e-05,5.059742e+01,5.378867e+00,5.280966e+00
2.005946598290716e-05,5.056033e+01,5.434378e+00,5.749169e+00
2.006046598290718e-05,5.050579e+01,5.480407e+00,6.147517e+00
2.006146598290719e-05,5.029595e+01,5.454224e+00,5.821871e+00
2.006178520891426e-05,4.972421e+01,5.215259e+00,3.131149e+00
2.006188225234603e-05,4.922797e+01,4.981294e+00,1.671103e+00
2.006195504762061e-05,4.887217e+01,4.801329e+00,1.396434e+00
2.006198036888431e-05,4.881456e+01,4.774270e+00,1.216644e+00
2.006200346352531e-05,4.877893e+01,4.758283e+00,1.112831e+00
2.006202119807140e-05,4.875667e+01,4.746874e+00,1.144928e+00
2.006204010838975e-05,4.873592e+01,4.737482e+00,1.083766e+00
2.006206239744176e-05,4.871534e+01,4.727802e+00,1.088680e+00
2.006209149116219e-05,4.869323e+01,4.717891e+00,1.066009e+00
2.006214148485985e-05,4.866394e+01,4.705483e+00,1.053064e+00
2.006221784663602e-05,4.863246e+01,4.693804e+00,1.036698e+00
2.006237057018841e-05,4.859040e+01,4.682208e+00,1.024141e+00
2.006254522548130e-05,4.855589e+01,4.677178e+00,1.018818e+00
2.006289453606707e-05,4.849854e+01,4.675341e+00,1.017317e+00
2.006327685998639e-05,4.843783e+01,4.676058e+00,1.016917e+00
2.006392580311843e-05,4.833422e+01,4.678443e+00,1.016951e+00
2.006489604662967e-05,4.817695e+01,4.680939e+00,1.016740e+00
2.006589604662968e-05,4.801307e+01,4.682129e+00,1.016448e+00
2.006689604662970e-05,4.784837e+01,4.682614e+00,1.016091e+00
2.006789604662971e-05,4.768342e+01,4.682981e+00,1.015745e+00
2.006889604662973e-05,4.751832e+01,4.683372e+00,1.015416e+00
2.006989604662974e-05,4.735304e+01,4.683784e+00,1.015110e+00
2.007089604662976e-05,4.718758e+01,4.684192e+00,1.014817e+00
2.007189604662978e-05,4.702197e+01,4.684585e+00,1.014539e+00
2.007289604662979e-05,4.685619e+01,4.684965e+00,1.014271e+00
2.007389604662981e-05,4.669029e+01,4.685332e+00,1.014017e+00
2.007489604662982e-05,4.652428e+01,4.685689e+00,1.013771e+00
2.007589604662984e-05,4.635817e+01,4.686038e+00,1.013537e+00
2.007689604662985e-05,4.619198e+01,4.686379e+00,1.013310e+00
2.007789604662987e-05,4.602571e+01,4.686714e+00,1.013093e+00
2.007889604662989e-05,4.585938e+01,4.687042e+00,1.012882e+00
2.007989604662990e-05,4.569299e+01,4.687365e+00,1.012681e+00
2.008089604662992e-05,4.552657e+01,4.687683e+00,1.012485e+00
2.008189604662993e-05,4.536010e+01,4.687997e+00,1.012297e+00
2.008289604662995e-05,4.519360e+01,4.688307e+00,1.012113e+00
2.008389604662997e-05,4.502708e+01,4.688615e+00,1.011937e+00
2.008489604662998e-05,4.486054e+01,4.688920e+00,1.011766e+00
2.008589604663000e-05,4.469398e+01,4.689222e+00,1.011601e+00
2.008689604663001e-05,4.452742e+01,4.689523e+00,1.011439e+00
2.008789604663003e-05,4.436086e+01,4.689823e+00,1.011284e+00
2.008889604663004e-05,4.419429e+01,4.690120e+00,1.011132e+00
2.008989604663006e-05,4.402773e+01,4.690417e+00,1.010986e+00
2.009089604663008e-05,4.386116e+01,4.690713e+00,1.010843e+00
2.009189604663009e-05,4.369461e+01,4.691009e+00,1.010705e+00
2.009289604663011e-05,4.352807e+01,4.691303e+00,1.010569e+00
2.009389604663012e-05,4.336155e+01,4.691598e+00,1.010439e+00
2.009489604663014e-05,4.319503e+01,4.691892e+00,1.010311e+00
2.009589604663015e-05,4.302853e+01,4.692186e+00,1.010187e+00
2.009689604663017e-05,4.286206e+01,4.692481e+00,1.010066e+00
2.009789604663019e-05,4.269560e+01,4.692775e+00,1.009949e+00
2.009889604663020e-05,4.252917e+01,4.693069e+00,1.009834e+00
2.009989604663022e-05,4.236275e+01,4.693365e+00,1.009722e+00
2.010089604663023e-05,4.219637e+01,4.693660e+00,1.009613e+00
2.010189604663025e-05,4.203001e+01,4.693956e+00,1.009508e+00
2.010289604663026e-05,4.186367e+01,4.694252e+00,1.009404e+00
2.010389604663028e-05,4.169736e+01,4.694550e+00,1.009304e+00
2.010589604663031e-05,4.136483e+01,4.695145e+00,1.009110e+00
2.010789604663034e-05,4.103242e+01,4.695744e+00,1.008926e+00
2.010989604663037e-05,4.070013e+01,4.696345e+00,1.008750e+00
2.011189604663041e-05,4.036797e+01,4.696949e+00,1.008584e+00
2.011389604663044e-05,4.003594e+01,4.697557e+00,1.008425e+00
2.011689604663048e-05,3.953815e+01,4.698475e+00,1.008201e+00
2.011989604663053e-05,3.904069e+01,4.699400e+00,1.007995e+00
2.012218176091628e-05,3.866188e+01,4.700110e+00,1.007848e+00
2.012446747520203e-05,3.828327e+01,4.700825e+00,1.007710e+00
2.012675318948778e-05,3.790487e+01,4.701544e+00,1.007579e+00
2.012903890377353e-05,3.752668e+01,4.702268e+00,1.007456e+00
2.013132461805928e-05,3.714868e+01,4.702997e+00,1.007342e+00
2.013361033234503e-05,3.677090e+01,4.703730e+00,1.007235e+00
2.013589604663078e-05,3.639331e+01,4.704467e+00,1.007135e+00
2.014075318948800e-05,3.559159e+01,4.706050e+00,1.006949e+00
2.014561033234522e-05,3.479101e+01,4.707654e+00,1.006790e+00
2.015046747520244e-05,3.399156e+01,4.709277e+00,1.006657e+00
2.015532461805966e-05,3.319324e+01,4.710921e+00,1.006551e+00
2.016018176091688e-05,3.239605e+01,4.712585e+00,1.006471e+00
2.016503890377410e-05,3.160000e+01,4.714269e+00,1.006419e+00
2.016989604663132e-05,3.080509e+01,4.715973e+00,1.006393e+00
2.017675318948857e-05,2.968466e+01,4.718414e+00,1.006395e+00
2.018361033234582e-05,2.856759e+01,4.720894e+00,1.006440e+00
2.019046747520307e-05,2.745388e+01,4.723414e+00,1.006527e+00
2.019732461806032e-05,2.634353e+01,4.725974e+00,1.006655e+00
2.020418176091757e-05,2.523654e+01,4.728573e+00,1.006826e+00
2.021103890377482e-05,2.413290e+01,4.731212e+00,1.007039e+00
2.021789604663207e-05,2.303262e+01,4.733891e+00,1.007294e+00
2.021889604663209e-05,2.287263e+01,4.734284e+00,1.007334e+00
2.022861033234653e-05,2.131656e+01,4.738173e+00,1.007772e+00
2.023832461806097e-05,1.977719e+01,4.742121e+00,1.008277e+00
2.024803890377541e-05,1.825449e+01,4.746128e+00,1.008849e+00
2.025775318948984e-05,1.674849e+01,4.750194e+00,1.009488e+00
2.026746747520428e-05,1.525917e+01,4.754319e+00,1.010193e+00
2.027718176091872e-05,1.378653e+01,4.758502e+00,1.010966e+00
2.028689604663316e-05,1.233058e+01,4.762745e+00,1.011805e+00
2.029118176091894e-05,1.169884e+01,4.764625e+00,1.012192e+00
2.029546747520472e-05,1.107853e+01,4.766476e+00,1.012582e+00
2.029975318949051e-05,1.046966e+01,4.768300e+00,1.012977e+00
2.030403890377629e-05,9.872235e+00,4.770095e+00,1.013377e+00
2.030832461806207e-05,9.286243e+00,4.771862e+00,1.013781e+00
2.031261033234785e-05,8.711688e+00,4.773600e+00,1.014189e+00
2.031689604663363e-05,8.148571e+00,4.775311e+00,1.014602e+00
2.031932461806224e-05,7.838569e+00,4.776242e+00,1.014832e+00
2.032175318949085e-05,7.537851e+00,4.777128e+00,1.015059e+00
2.032418176091946e-05,7.246416e+00,4.777970e+00,1.015282e+00
2.032661033234807e-05,6.964265e+00,4.778767e+00,1.015501e+00
2.032903890377668e-05,6.691397e+00,4.779519e+00,1.015715e+00
2.033146747520529e-05,6.427813e+00,4.780226e+00,1.015926e+00
2.033389604663390e-05,6.173512e+00,4.780889e+00,1.016134e+00
2.033561033234821e-05,6.003079e+00,4.781303e+00,1.016274e+00
2.033732461806253e-05,5.839592e+00,4.781692e+00,1.016415e+00
2.033903890377684e-05,5.683051e+00,4.782057e+00,1.016557e+00
2.034075318949115e-05,5.533458e+00,4.782396e+00,1.016701e+00
2.034246747520546e-05,5.390810e+00,4.782710e+00,1.016845e+00
2.034418176091978e-05,5.255110e+00,4.783000e+00,1.016991e+00
2.034589604663409e-05,5.126356e+00,4.783264e+00,1.017139e+00
2.034889604663414e-05,4.916200e+00,4.783723e+00,1.017417e+00
2.035189604663418e-05,4.723167e+00,4.784176e+00,1.017718e+00
2.035489604663423e-05,4.544251e+00,4.784638e+00,1.018043e+00
2.035789604663428e-05,4.376542e+00,4.785115e+00,1.018388e+00
2.036089604663433e-05,4.217534e+00,4.785607e+00,1.018751e+00
2.036332461806294e-05,4.095056e+00,4.786018e+00,1.019058e+00
2.036575318949155e-05,3.974727e+00,4.786434e+00,1.019369e+00
2.036818176092016e-05,3.856547e+00,4.786856e+00,1.019686e+00
2.037061033234876e-05,3.740515e+00,4.787284e+00,1.020008e+00
2.037303890377738e-05,3.626632e+00,4.787718e+00,1.020335e+00
2.037546747520598e-05,3.514898e+00,4.788157e+00,1.020667e+00
2.037789604663459e-05,3.405312e+00,4.788603e+00,1.021004e+00
2.038261033234895e-05,3.194320e+00,4.789475e+00,1.021664e+00
2.038732461806332e-05,2.984387e+00,4.790359e+00,1.022331e+00
2.039203890377767e-05,2.775516e+00,4.791255e+00,1.023003e+00
2.039675318949203e-05,2.567704e+00,4.792163e+00,1.023682e+00
2.040146747520639e-05,2.360953e+00,4.793083e+00,1.024367e+00
2.040618176092075e-05,2.155262e+00,4.794016e+00,1.025057e+00
2.041089604663511e-05,1.950632e+00,4.794960e+00,1.025754e+00
2.041475318949232e-05,1.782767e+00,4.795740e+00,1.026326e+00
2.041861033234952e-05,1.615000e+00,4.796535e+00,1.026901e+00
2.042246747520672e-05,1.447330e+00,4.797346e+00,1.027479e+00
2.042632461806393e-05,1.279757e+00,4.798173e+00,1.028059e+00
2.043018176092113e-05,1.112281e+00,4.799016e+00,1.028643e+00
2.043403890377834e-05,9.449021e-01,4.799875e+00,1.029229e+00
2.043789604663554e-05,7.776207e-01,4.800750e+00,1.029818e+00
2.043889604663555e-05,7.344221e-01,4.801120e+00,1.029965e+00
2.043989604663557e-05,6.922257e-01,4.802325e+00,1.030087e+00
2.044089604663559e-05,6.523960e-01,4.805487e+00,1.030182e+00
2.044189604663560e-05,6.156941e-01,4.811210e+00,1.030275e+00
2.044289604663562e-05,5.820477e-01,4.819414e+00,1.030373e+00
2.044389604663563e-05,5.512311e-01,4.829898e+00,1.030475e+00
2.044489604663565e-05,5.230447e-01,4.842482e+00,1.030582e+00
2.044589604663566e-05,4.972736e-01,4.856976e+00,1.030692e+00
2.044689604663568e-05,4.737127e-01,4.873198e+00,1.030807e+00
2.044789604663570e-05,4.521629e-01,4.890972e+00,1.030925e+00
2.044889604663571e-05,4.324375e-01,4.910135e+00,1.031047e+00
2.044989604663573e-05,4.143626e-01,4.930533e+00,1.031172e+00
2.045089604663574e-05,3.977787e-01,4.952026e+00,1.031300e+00
2.045189604663576e-05,3.825401e-01,4.974484e+00,1.031431e+00
2.045289604663578e-05,3.685153e-01,4.997792e+00,1.031564e+00
2.045389604663579e-05,3.555854e-01,5.021844e+00,1.031699e+00
2.045489604663581e-05,3.436441e-01,5.046547e+00,1.031837e+00
2.045589604663582e-05,3.325959e-01,5.071815e+00,1.031976e+00
2.045689604663584e-05,3.223556e-01,5.097574e+00,1.032117e+00
2.045789604663585e-05,3.128470e-01,5.123755e+00,1.032259e+00
2.045889604663587e-05,3.040022e-01,5.150297e+00,1.032403e+00
2.045989604663589e-05,2.957604e-01,5.177148e+00,1.032547e+00
2.046089604663590e-05,2.880673e-01,5.204257e+00,1.032693e+00
2.046189604663592e-05,2.808744e-01,5.231584e+00,1.032839e+00
2.046289604663593e-05,2.741382e-01,5.259087e+00,1.032986e+00
2.046389604663595e-05,2.678199e-01,5.286733e+00,1.033134e+00
2.046489604663596e-05,2.618845e-01,5.314490e+00,1.033283e+00
2.046589604663598e-05,2.563005e-01,5.342332e+00,1.033432e+00
2.046689604663600e-05,2.510397e-01,5.370233e+00,1.033582e+00
2.046789604663601e-05,2.460765e-01,5.398169e+00,1.033732e+00
2.046889604663603e-05,2.413879e-01,5.426121e+00,1.033883e+00
2.046989604663604e-05,2.369530e-01,5.454071e+00,1.034034e+00
2.047089604663606e-05,2.327530e-01,5.482002e+00,1.034185e+00
2.047189604663607e-05,2.287706e-01,5.509900e+00,1.034337e+00
2.047289604663609e-05,2.249904e-01,5.537750e+00,1.034489e+00
2.047389604663611e-05,2.213980e-01,5.565541e+00,1.034641e+00
2.047489604663612e-05,2.179805e-01,5.593263e+00,1.034794e+00
2.047589604663614e-05,2.147262e-01,5.620904e+00,1.034947e+00
2.047689604663615e-05,2.116240e-01,5.648456e+00,1.035100e+00
2.047789604663617e-05,2.086642e-01,5.675911e+00,1.035253e+00
2.047889604663618e-05,2.058375e-01,5.703263e+00,1.035406e+00
2.047989604663620e-05,2.031357e-01,5.730503e+00,1.035559e+00
2.048089604663622e-05,2.005509e-01,5.757627e+00,1.035713e+00
2.048189604663623e-05,1.980762e-01,5.784628e+00,1.035867e+00
2.048289604663625e-05,1.957048e-01,5.811502e+00,1.036020e+00
2.048389604663626e-05,1.934308e-01,5.838245e+00,1.036174e+00
2.048489604663628e-05,1.912485e-01,5.864852e+00,1.036328e+00
2.048589604663629e-05,1.891528e-01,5.891321e+00,1.036483e+00
2.048689604663631e-05,1.871388e-01,5.917647e+00,1.036637e+00
2.048789604663633e-05,1.852020e-01,5.943829e+00,1.036791e+00
2.048889604663634e-05,1.833382e-01,5.969863e+00,1.036946e+00
2.048989604663636e-05,1.815436e-01,5.995747e+00,1.037100e+00
2.049089604663637e-05,1.798146e-01,6.021479e+00,1.037254e+00
2.049189604663639e-05,1.781478e-01,6.047058e+00,1.037409e+00
2.049289604663640e-05,1.765399e-01,6.072481e+00,1.037564e+00
2.049389604663642e-05,1.749882e-01,6.097748e+00,1.037718e+00
2.049489604663644e-05,1.734898e-01,6.122858e+00,1.037873e+00
2.049589604663645e-05,1.720421e-01,6.147808e+00,1.038028e+00
2.049689604663647e-05,1.706427e-01,6.172598e+00,1.038183e+00
2.049789604663648e-05,1.692894e-01,6.197229e+00,1.038338e+00
2.049889604663650e-05,1.679800e-01,6.221698e+00,1.038492e+00
2.049989604663652e-05,1.667124e-01,6.246006e+00,1.038647e+00
2.050089604663653e-05,1.654849e-01,6.270152e+00,1.038802e+00
2.050189604663655e-05,1.642956e-01,6.294136e+00,1.038957e+00
2.050289604663656e-05,1.631428e-01,6.317957e+00,1.039112e+00
2.050389604663658e-05,1.620250e-01,6.341617e+00,1.039267e+00
2.050489604663659e-05,1.609407e-01,6.365113e+00,1.039422e+00
2.050589604663661e-05,1.598884e-01,6.388448e+00,1.039577e+00
2.050789604663664e-05,1.578748e-01,6.434630e+00,1.039888e+00
2.050989604663667e-05,1.559743e-01,6.480165e+00,1.040198e+00
2.051189604663670e-05,1.541781e-01,6.525057e+00,1.040508e+00
2.051489604663675e-05,1.516623e-01,6.591193e+00,1.040974e+00
2.051789604663680e-05,1.493398e-01,6.655903e+00,1.041439e+00
2.052046747520827e-05,1.475085e-01,6.710210e+00,1.041839e+00
2.052303890377974e-05,1.457711e-01,6.763527e+00,1.042238e+00
2.052561033235120e-05,1.441278e-01,6.815853e+00,1.042637e+00
2.052818176092268e-05,1.425784e-01,6.867187e+00,1.043036e+00
2.053075318949414e-05,1.411231e-01,6.917531e+00,1.043435e+00
2.053332461806561e-05,1.397617e-01,6.966884e+00,1.043835e+00
2.053589604663708e-05,1.384943e-01,7.015245e+00,1.044234e+00
2.053903890377999e-05,1.370341e-01,7.073052e+00,1.044722e+00
2.054218176092290e-05,1.356512e-01,7.129551e+00,1.045209e+00
2.054532461806580e-05,1.343455e-01,7.184743e+00,1.045697e+00
2.054846747520871e-05,1.331169e-01,7.238627e+00,1.046185e+00
