time,VN001,N002,ID1,IL1
0.000000000000000e+00,-4.608346e+00,2.602259e-01,2.602259e-01
8.385675773561752e-10,-4.608324e+00,2.602083e-01,2.602083e-01
8.833169534358531e-10,-1.574537e+00,-6.233217e+01,2.602075e-01
9.105012481816499e-10,5.361090e-01,-1.471565e+02,2.602074e-01
9.414531229254286e-10,3.143168e+00,-1.997414e+02,2.602078e-01
9.503696267454398e-10,3.150076e+00,-1.962048e+02,2.602079e-01
9.609892196241199e-10,3.289379e+00,-1.406254e+02,2.602081e-01
9.646033503202256e-10,4.534489e+00,-7.128723e+01,2.602081e-01
9.665795282221001e-10,4.891370e+00,-2.969104e+01,2.602082e-01
9.683052823103444e-10,5.032345e+00,-1.315973e+01,2.602082e-01
9.702487285823125e-10,5.100981e+00,-5.361476e+00,2.602082e-01
9.725334313911982e-10,5.130167e+00,-1.894330e+00,2.602083e-01
9.758156583120070e-10,5.141167e+00,-4.431970e-01,2.602084e-01
9.803187116241840e-10,5.142817e+00,-4.773115e-02,2.602085e-01
9.878301076432505e-10,5.142753e+00,9.765095e-04,2.602087e-01
1.000000000341006e-09,5.142773e+00,4.703465e-04,2.602090e-01
1.001216989524045e-09,5.142771e+00,4.598781e-04,2.602090e-01
1.003650967890124e-09,5.142768e+00,1.996996e-04,2.602090e-01
1.008518924622281e-09,5.142766e+00,3.493042e-05,2.602091e-01
1.018254838953958e-09,5.142766e+00,-1.590353e-06,2.602094e-01
1.037726667617311e-09,5.142765e+00,1.754174e-07,2.602098e-01
1.076670324076656e-09,5.142765e+00,-2.450429e-07,2.602108e-01
1.154557636995346e-09,5.142763e+00,-9.495051e-08,2.602126e-01
1.310332263700087e-09,5.142760e+00,-1.587237e-07,2.602162e-01
1.621881517109569e-09,5.142755e+00,-1.292948e-07,2.602235e-01
2.244980023061172e-09,5.142744e+00,-1.423050e-07,2.602381e-01
3.244980023402178e-09,5.142726e+00,-1.387718e-07,2.602614e-01
9.962449803620210e-07,5.124633e+00,-1.388316e-07,2.834332e-01
2.020244980711211e-06,5.105457e+00,-1.388696e-07,3.072416e-01
3.044244981060401e-06,5.085761e+00,-1.389086e-07,3.309595e-01
4.068244981409591e-06,5.065550e+00,-1.389486e-07,3.545846e-01
4.187816410021794e-06,5.063157e+00,-1.389533e-07,3.573371e-01
4.307387838633997e-06,5.060757e+00,-1.389581e-07,3.600883e-01
4.426959267246201e-06,5.058350e+00,-1.389628e-07,3.628382e-01
4.546530695858404e-06,5.055936e+00,-1.389676e-07,3.655868e-01
4.666102124470607e-06,5.053515e+00,-1.389724e-07,3.683341e-01
4.785673553082810e-06,5.051087e+00,-1.389772e-07,3.710800e-01
4.905244981695013e-06,5.048652e+00,-1.389820e-07,3.738247e-01
5.092244981758781e-06,5.044831e+00,-1.389896e-07,3.781144e-01
6.116244982107971e-06,5.023610e+00,-1.390316e-07,4.015466e-01
7.140244982457161e-06,5.001893e+00,-1.390747e-07,4.248789e-01
8.164244982806351e-06,4.979685e+00,-1.391186e-07,4.481089e-01
9.188244983155541e-06,4.956995e+00,-1.391636e-07,4.712345e-01
9.675000000000655e-06,4.946040e+00,-1.391853e-07,4.821898e-01
9.675600000000860e-06,4.946027e+00,-1.391854e-07,4.822033e-01
9.675785354349049e-06,4.674333e+00,1.117250e-01,4.822074e-01
9.676000000000996e-06,3.778210e+00,4.822118e-01,4.822118e-01
9.676064393697101e-06,3.127465e+00,4.822127e-01,4.822127e-01
9.676150251957706e-06,2.308723e+00,4.822136e-01,4.822136e-01
9.676321968478917e-06,8.374672e-01,4.822145e-01,4.822145e-01
9.676665401522205e-06,-1.404428e+00,4.822128e-01,4.822128e-01
9.677352267608783e-06,-3.863492e+00,4.822031e-01,4.822031e-01
9.678068161139870e-06,-4.626176e+00,4.821893e-01,4.821893e-01
9.680258817203538e-06,-4.718429e+00,4.821426e-01,4.821426e-01
9.692222199367670e-06,-4.758608e+00,4.818828e-01,4.818828e-01
9.704185581531801e-06,-4.790891e+00,4.816224e-01,4.816224e-01
9.716148963695933e-06,-4.815276e+00,4.813614e-01,4.813614e-01
9.728112345860063e-06,-4.831763e+00,4.810998e-01,4.810998e-01
9.740075728024195e-06,-4.840353e+00,4.808377e-01,4.808377e-01
9.752039110188327e-06,-4.841046e+00,4.805749e-01,4.805749e-01
9.764002492352458e-06,-4.833841e+00,4.803116e-01,4.803116e-01
1.020200249250182e-05,-4.832788e+00,4.706827e-01,4.706827e-01
1.122600249285101e-05,-4.811978e+00,4.482365e-01,4.482365e-01
1.225000249320020e-05,-4.790573e+00,4.258885e-01,4.258885e-01
1.327400249354939e-05,-4.768569e+00,4.036416e-01,4.036416e-01
1.429800249389858e-05,-4.745957e+00,3.814984e-01,3.814984e-01
1.444414535109127e-05,-4.742680e+00,3.783468e-01,3.783468e-01
1.459028820828396e-05,-4.739390e+00,3.751974e-01,3.751974e-01
1.473643106547666e-05,-4.736088e+00,3.720502e-01,3.720502e-01
1.488257392266935e-05,-4.732773e+00,3.689052e-01,3.689052e-01
1.502871677986204e-05,-4.729446e+00,3.657624e-01,3.657624e-01
1.517485963705474e-05,-4.726105e+00,3.626218e-01,3.626218e-01
1.532100249424743e-05,-4.722753e+00,3.594834e-01,3.594834e-01
1.532200249424777e-05,-4.722730e+00,3.594620e-01,3.594620e-01
1.634600249459696e-05,-4.698874e+00,3.375351e-01,3.375351e-01
1.737000249494615e-05,-4.674376e+00,3.157207e-01,3.157207e-01
1.839400249529534e-05,-4.649215e+00,2.940219e-01,2.940219e-01
1.941800249564453e-05,-4.623365e+00,2.724418e-01,2.724418e-01
2.000000000000005e-05,-4.608356e+00,2.602307e-01,2.602308e-01
2.000084033663887e-05,-4.608334e+00,2.602132e-01,2.602132e-01
2.000088522247177e-05,-1.476390e+00,-6.436564e+01,2.602124e-01
2.000091022833373e-05,4.113889e-01,-1.446164e+02,2.602123e-01
2.000094178842161e-05,3.143050e+00,-1.997594e+02,2.602126e-01
2.000095057097355e-05,3.149750e+00,-1.902831e+02,2.602127e-01
2.000096347170872e-05,3.600187e+00,-1.115172e+02,2.602130e-01
2.000096756359961e-05,4.866545e+00,-4.612691e+01,2.602130e-01
2.000097020087889e-05,5.072929e+00,-9.803528e+00,2.602131e-01
2.000097188893744e-05,5.112387e+00,-3.676253e+00,2.602131e-01
2.000097396366758e-05,5.132312e+00,-1.475686e+00,2.602132e-01
2.000097721278384e-05,5.141382e+00,-3.924409e-01,2.602133e-01
2.000098264843490e-05,5.142931e+00,-3.373801e-02,2.602134e-01
2.000099078154193e-05,5.142703e+00,2.316780e-03,2.602136e-01
2.000100000000039e-05,5.142778e+00,1.993821e-03,2.602138e-01
2.000100161058966e-05,5.142769e+00,1.255826e-03,2.602138e-01
2.000100483176819e-05,5.142759e+00,4.483025e-04,2.602139e-01
2.000101127412612e-05,5.142757e+00,3.768467e-05,2.602141e-01
2.000102415884199e-05,5.142758e+00,-4.614940e-06,2.602144e-01
2.000104992827371e-05,5.142757e+00,1.078807e-06,2.602150e-01
2.000110146713630e-05,5.142757e+00,-5.931815e-07,2.602162e-01
2.000120454486234e-05,5.142754e+00,5.781415e-08,2.602186e-01
2.000141070031356e-05,5.142750e+00,-2.302719e-07,2.602234e-01
2.000182301121600e-05,5.142743e+00,-9.467249e-08,2.602330e-01
2.000264763302086e-05,5.142728e+00,-1.465271e-07,2.602523e-01
2.000364763302120e-05,5.142711e+00,-1.386472e-07,2.602757e-01
2.041664763316204e-05,5.135246e+00,-1.388151e-07,2.699230e-01
2.144064763351123e-05,5.116366e+00,-1.388480e-07,2.937815e-01
2.246464763386042e-05,5.096964e+00,-1.388864e-07,3.175509e-01
2.348864763420961e-05,5.077044e+00,-1.389258e-07,3.412288e-01
2.451264763455880e-05,5.056612e+00,-1.389663e-07,3.648127e-01
2.465879049175149e-05,5.053654e+00,-1.389721e-07,3.681708e-01
2.480493334894418e-05,5.050687e+00,-1.389780e-07,3.715269e-01
2.495107620613688e-05,5.047709e+00,-1.389839e-07,3.748810e-01
2.509721906332957e-05,5.044720e+00,-1.389898e-07,3.782331e-01
2.524336192052226e-05,5.041722e+00,-1.389958e-07,3.815832e-01
2.538950477771496e-05,5.038714e+00,-1.390017e-07,3.849314e-01
2.553564763490765e-05,5.035696e+00,-1.390077e-07,3.882776e-01
2.553664763490799e-05,5.035674e+00,-1.390078e-07,3.883004e-01
2.656064763525718e-05,5.014237e+00,-1.390502e-07,4.116895e-01
2.758464763560637e-05,4.992307e+00,-1.390937e-07,4.349777e-01
2.860864763595556e-05,4.969888e+00,-1.391381e-07,4.581626e-01
2.963264763630475e-05,4.946989e+00,-1.391834e-07,4.812421e-01
2.967500000000071e-05,4.946031e+00,-1.391853e-07,4.821943e-01
2.967525352676800e-05,4.946025e+00,-1.391854e-07,4.822000e-01
2.967554327164452e-05,4.616113e+00,1.407980e-01,4.822064e-01
2.967574969144765e-05,3.743281e+00,4.447423e-01,4.822106e-01
2.967578767216865e-05,3.433531e+00,4.822112e-01,4.822112e-01
2.967586363361065e-05,2.688204e+00,4.822122e-01,4.822122e-01
