time	V(vdrain)	V(vgate)	Id(M1)
1.045854285284305e-06	9.413237e-02	1.441294e+01	1.158460e+00
1.046854285284321e-06	9.414387e-02	1.441316e+01	1.158608e+00
1.047854285284337e-06	9.415537e-02	1.441338e+01	1.158755e+00
1.048854285284353e-06	9.416688e-02	1.441360e+01	1.158903e+00
1.049854285284368e-06	9.417839e-02	1.441382e+01	1.159051e+00
1.050854285284384e-06	9.418990e-02	1.441404e+01	1.159199e+00
1.051854285284400e-06	9.420140e-02	1.441425e+01	1.159347e+00
1.052854285284416e-06	9.421292e-02	1.441447e+01	1.159494e+00
1.053854285284431e-06	9.422442e-02	1.441468e+01	1.159642e+00
1.054854285284447e-06	9.423594e-02	1.441489e+01	1.159790e+00
1.055854285284463e-06	9.424745e-02	1.441511e+01	1.159938e+00
1.056854285284479e-06	9.425897e-02	1.441532e+01	1.160085e+00
1.057854285284494e-06	9.427049e-02	1.441553e+01	1.160233e+00
1.058854285284510e-06	9.428201e-02	1.441574e+01	1.160381e+00
1.059854285284526e-06	9.429353e-02	1.441595e+01	1.160529e+00
1.060854285284542e-06	9.430505e-02	1.441615e+01	1.160676e+00
1.061854285284557e-06	9.431657e-02	1.441636e+01	1.160824e+00
1.062854285284573e-06	9.432809e-02	1.441656e+01	1.160972e+00
1.063854285284589e-06	9.433962e-02	1.441677e+01	1.161119e+00
1.064854285284605e-06	9.435114e-02	1.441697e+01	1.161267e+00
1.065854285284620e-06	9.436268e-02	1.441718e+01	1.161415e+00
1.066854285284636e-06	9.437420e-02	1.441738e+01	1.161562e+00
1.067854285284652e-06	9.438574e-02	1.441758e+01	1.161710e+00
1.068854285284668e-06	9.439726e-02	1.441778e+01	1.161858e+00
1.069854285284683e-06	9.440880e-02	1.441798e+01	1.162005e+00
1.070854285284699e-06	9.442033e-02	1.441818e+01	1.162153e+00
1.071854285284715e-06	9.443187e-02	1.441837e+01	1.162300e+00
1.072854285284731e-06	9.444340e-02	1.441857e+01	1.162448e+00
1.073854285284746e-06	9.445494e-02	1.441877e+01	1.162596e+00
1.074854285284762e-06	9.446648e-02	1.441896e+01	1.162743e+00
1.075854285284778e-06	9.447802e-02	1.441916e+01	1.162891e+00
1.076854285284794e-06	9.448956e-02	1.441935e+01	1.163038e+00
1.077854285284809e-06	9.450110e-02	1.441954e+01	1.163186e+00
1.078854285284825e-06	9.451265e-02	1.441973e+01	1.163333e+00
1.079854285284841e-06	9.452419e-02	1.441992e+01	1.163481e+00
1.080854285284857e-06	9.453574e-02	1.442011e+01	1.163628e+00
1.081854285284872e-06	9.454729e-02	1.442030e+01	1.163776e+00
1.082854285284888e-06	9.455883e-02	1.442049e+01	1.163923e+00
1.083854285284904e-06	9.457038e-02	1.442068e+01	1.164071e+00
1.084854285284919e-06	9.458192e-02	1.442087e+01	1.164218e+00
1.085854285284935e-06	9.459347e-02	1.442105e+01	1.164366e+00
1.086854285284951e-06	9.460503e-02	1.442124e+01	1.164513e+00
1.087854285284967e-06	9.461658e-02	1.442142e+01	1.164661e+00
1.088854285284982e-06	9.462813e-02	1.442161e+01	1.164808e+00
1.089854285284998e-06	9.463969e-02	1.442179e+01	1.164955e+00
1.090854285285014e-06	9.465124e-02	1.442197e+01	1.165103e+00
1.091854285285030e-06	9.466280e-02	1.442215e+01	1.165250e+00
1.092854285285045e-06	9.467435e-02	1.442233e+01	1.165398e+00
1.093854285285061e-06	9.468591e-02	1.442251e+01	1.165545e+00
1.094854285285077e-06	9.469748e-02	1.442269e+01	1.165692e+00
1.095854285285093e-06	9.470903e-02	1.442287e+01	1.165840e+00
1.096854285285108e-06	9.472059e-02	1.442305e+01	1.165987e+00
1.097854285285124e-06	9.473215e-02	1.442323e+01	1.166134e+00
1.115282856713970e-06	9.493387e-02	1.442616e+01	1.168701e+00
1.132711428142816e-06	9.513569e-02	1.442894e+01	1.171264e+00
1.150139999571662e-06	9.533762e-02	1.443156e+01	1.173824e+00
1.167568571000508e-06	9.553965e-02	1.443403e+01	1.176381e+00
1.184997142429353e-06	9.574180e-02	1.443634e+01	1.178935e+00
1.202425713858199e-06	9.594405e-02	1.443850e+01	1.181486e+00
1.219854285287045e-06	9.614640e-02	1.444050e+01	1.184034e+00
1.241282856715954e-06	9.639516e-02	1.444282e+01	1.187162e+00
1.262711428144863e-06	9.664380e-02	1.444503e+01	1.190286e+00
1.284139999573772e-06	9.689234e-02	1.444713e+01	1.193405e+00
1.305568571002681e-06	9.714075e-02	1.444911e+01	1.196520e+00
1.326997142431589e-06	9.738906e-02	1.445097e+01	1.199630e+00
1.348425713860498e-06	9.763725e-02	1.445272e+01	1.202735e+00
1.369854285289407e-06	9.788533e-02	1.445435e+01	1.205836e+00
1.397282856718410e-06	9.820255e-02	1.445634e+01	1.209799e+00
1.424711428147413e-06	9.851938e-02	1.445823e+01	1.213754e+00
1.452139999576417e-06	9.883580e-02	1.446002e+01	1.217702e+00
1.479568571005420e-06	9.915182e-02	1.446173e+01	1.221642e+00
1.506997142434423e-06	9.946744e-02	1.446334e+01	1.225575e+00
1.534425713863427e-06	9.978266e-02	1.446486e+01	1.229501e+00
1.561854285292430e-06	1.000975e-01	1.446628e+01	1.233419e+00
1.598425713864434e-06	1.005165e-01	1.446809e+01	1.238632e+00
1.634997142436439e-06	1.009346e-01	1.446982e+01	1.243831e+00
1.671568571008443e-06	1.013519e-01	1.447146e+01	1.249018e+00
1.708139999580448e-06	1.017683e-01	1.447303e+01	1.254192e+00
1.744711428152452e-06	1.021837e-01	1.447451e+01	1.259353e+00
1.781282856724457e-06	1.025983e-01	1.447592e+01	1.264500e+00
1.817854285296461e-06	1.030120e-01	1.447724e+01	1.269635e+00
1.845139999582605e-06	1.033201e-01	1.447820e+01	1.273458e+00
1.872425713868749e-06	1.036276e-01	1.447914e+01	1.277274e+00
1.899711428154892e-06	1.039346e-01	1.448005e+01	1.281082e+00
1.926997142441036e-06	1.042410e-01	1.448093e+01	1.284883e+00
1.954282856727180e-06	1.045470e-01	1.448179e+01	1.288678e+00
1.981568571013324e-06	1.048524e-01	1.448262e+01	1.292465e+00
2.008854285299468e-06	1.051573e-01	1.448343e+01	1.296245e+00
2.009854285299484e-06	1.051685e-01	1.448346e+01	1.296384e+00
2.070568571014725e-06	1.058449e-01	1.448517e+01	1.304768e+00
2.131282856729967e-06	1.065187e-01	1.448680e+01	1.313119e+00
2.191997142445209e-06	1.071899e-01	1.448836e+01	1.321435e+00
2.252711428160450e-06	1.078584e-01	1.448986e+01	1.329716e+00
2.313425713875692e-06	1.085242e-01	1.449127e+01	1.337964e+00
2.374139999590934e-06	1.091874e-01	1.449262e+01	1.346176e+00
2.434854285306176e-06	1.098479e-01	1.449390e+01	1.354355e+00
2.519139999593217e-06	1.107604e-01	1.449559e+01	1.365651e+00
2.603425713880259e-06	1.116678e-01	1.449721e+01	1.376883e+00
2.687711428167300e-06	1.125702e-01	1.449876e+01	1.388051e+00
2.771997142454341e-06	1.134674e-01	1.450025e+01	1.399155e+00
2.856282856741383e-06	1.143596e-01	1.450166e+01	1.410195e+00
2.940568571028424e-06	1.152467e-01	1.450301e+01	1.421171e+00
3.024854285315465e-06	1.161288e-01	1.450429e+01	1.432083e+00
3.033854285315607e-06	1.162227e-01	1.450442e+01	1.433244e+00
3.151139999603168e-06	1.174409e-01	1.450612e+01	1.448313e+00
3.268425713890729e-06	1.186496e-01	1.450774e+01	1.463263e+00
3.385711428178290e-06	1.198488e-01	1.450930e+01	1.478095e+00
3.502997142465851e-06	1.210386e-01	1.451080e+01	1.492809e+00
3.620282856753412e-06	1.222188e-01	1.451222e+01	1.507405e+00
3.737568571040973e-06	1.233896e-01	1.451359e+01	1.521882e+00
3.854854285328534e-06	1.245510e-01	1.451488e+01	1.536241e+00
4.057854285331730e-06	1.265395e-01	1.451703e+01	1.560827e+00
4.203997142476889e-06	1.279537e-01	1.451849e+01	1.578311e+00
4.350139999622047e-06	1.293543e-01	1.451991e+01	1.595626e+00
4.496282856767204e-06	1.307411e-01	1.452127e+01	1.612770e+00
4.642425713912363e-06	1.321143e-01	1.452259e+01	1.629745e+00
4.788568571057522e-06	1.334737e-01	1.452385e+01	1.646549e+00
4.934711428202680e-06	1.348194e-01	1.452507e+01	1.663184e+00
5.080854285347837e-06	1.361514e-01	1.452624e+01	1.679648e+00
5.081854285347853e-06	1.361605e-01	1.452625e+01	1.679760e+00
5.227997142493012e-06	1.374792e-01	1.452738e+01	1.696060e+00
5.374139999638170e-06	1.387851e-01	1.452849e+01	1.712200e+00
5.520282856783328e-06	1.400781e-01	1.452957e+01	1.728183e+00
5.666425713928486e-06	1.413584e-01	1.453061e+01	1.744006e+00
5.812568571073645e-06	1.426258e-01	1.453163e+01	1.759672e+00
5.958711428218803e-06	1.438805e-01	1.453262e+01	1.775178e+00
6.104854285363961e-06	1.451223e-01	1.453357e+01	1.790527e+00
6.105854285363976e-06	1.451308e-01	1.453358e+01	1.790631e+00
6.251997142509135e-06	1.463602e-01	1.453451e+01	1.805826e+00
6.398139999654293e-06	1.475776e-01	1.453543e+01	1.820872e+00
6.544282856799451e-06	1.487832e-01	1.453632e+01	1.835771e+00
6.690425713944609e-06	1.499767e-01	1.453719e+01	1.850522e+00
6.836568571089768e-06	1.511583e-01	1.453805e+01	1.865125e+00
6.982711428234926e-06	1.523280e-01	1.453888e+01	1.879581e+00
7.128854285380084e-06	1.534857e-01	1.453969e+01	1.893888e+00
7.129854285380099e-06	1.534936e-01	1.453970e+01	1.893986e+00
7.275997142525258e-06	1.546397e-01	1.454049e+01	1.908150e+00
7.422139999670416e-06	1.557746e-01	1.454127e+01	1.922177e+00
7.568282856815574e-06	1.568985e-01	1.454204e+01	1.936065e+00
7.714425713960732e-06	1.580112e-01	1.454279e+01	1.949816e+00
7.860568571105891e-06	1.591127e-01	1.454352e+01	1.963430e+00
8.006711428251048e-06	1.602031e-01	1.454424e+01	1.976905e+00
8.152854285396207e-06	1.612823e-01	1.454495e+01	1.990243e+00
8.153854285396223e-06	1.612897e-01	1.454495e+01	1.990334e+00
8.299997142541381e-06	1.623581e-01	1.454565e+01	2.003538e+00
8.446139999686540e-06	1.634161e-01	1.454633e+01	2.016613e+00
8.592282856831697e-06	1.644638e-01	1.454700e+01	2.029561e+00
8.738425713976856e-06	1.655010e-01	1.454765e+01	2.042380e+00
8.884568571122014e-06	1.665279e-01	1.454830e+01	2.055070e+00
9.030711428267171e-06	1.675444e-01	1.454893e+01	2.067632e+00
9.176854285412330e-06	1.685504e-01	1.454956e+01	2.080065e+00
9.177854285412346e-06	1.685573e-01	1.454956e+01	2.080150e+00
9.274991429172083e-06	1.692206e-01	1.454997e+01	2.088347e+00
9.275099999999975e-06	1.692145e-01	1.454885e+01	2.088359e+00
9.275199999999955e-06	1.691865e-01	1.454474e+01	2.088372e+00
9.275340767092870e-06	1.691169e-01	1.453577e+01	2.088387e+00
9.275442742861736e-06	1.690681e-01	1.453000e+01	2.088394e+00
9.275590321129702e-06	1.690194e-01	1.452396e+01	2.088403e+00
9.275809629827640e-06	1.689769e-01	1.451739e+01	2.088419e+00
9.276058733129482e-06	1.689533e-01	1.451198e+01	2.088439e+00
9.276336012176806e-06	1.689458e-01	1.450753e+01	2.088461e+00
9.276819054331422e-06	1.689520e-01	1.450139e+01	2.088501e+00
9.277324292797883e-06	1.689688e-01	1.449584e+01	2.088543e+00
9.277951512673584e-06	1.689955e-01	1.448946e+01	2.088596e+00
9.278585083539873e-06	1.690197e-01	1.448258e+01	2.088649e+00
9.279283542285954e-06	1.690259e-01	1.447211e+01	2.088709e+00
9.280089723414807e-06	1.689891e-01	1.445314e+01	2.088778e+00
9.281089723414823e-06	1.688967e-01	1.441962e+01	2.088862e+00
9.282089723414838e-06	1.687904e-01	1.437759e+01	2.088946e+00
9.283089723414854e-06	1.686981e-01	1.432889e+01	2.089030e+00
9.284089723414870e-06	1.686358e-01	1.427519e+01	2.089113e+00
9.285089723414886e-06	1.686103e-01	1.421769e+01	2.089197e+00
9.286089723414901e-06	1.686236e-01	1.415724e+01	2.089280e+00
9.287089723414917e-06	1.686741e-01	1.409442e+01	2.089363e+00
9.288089723414933e-06	1.687589e-01	1.402965e+01	2.089447e+00
9.289089723414949e-06	1.688747e-01	1.396321e+01	2.089530e+00
9.290089723414964e-06	1.690181e-01	1.389530e+01	2.089614e+00
9.291089723414980e-06	1.691861e-01	1.382611e+01	2.089697e+00
9.292089723414996e-06	1.693762e-01	1.375578e+01	2.089781e+00
9.293089723415012e-06	1.695861e-01	1.368442e+01	2.089865e+00
9.294089723415027e-06	1.698140e-01	1.361214e+01	2.089948e+00
9.295089723415043e-06	1.700585e-01	1.353905e+01	2.090032e+00
9.296089723415059e-06	1.703183e-01	1.346522e+01	2.090116e+00
9.297089723415075e-06	1.705924e-01	1.339074e+01	2.090199e+00
9.298089723415090e-06	1.708798e-01	1.331569e+01	2.090283e+00
9.299089723415106e-06	1.711800e-01	1.324012e+01	2.090367e+00
9.300089723415122e-06	1.714924e-01	1.316410e+01	2.090451e+00
9.301089723415137e-06	1.718163e-01	1.308769e+01	2.090534e+00
9.302089723415153e-06	1.721514e-01	1.301093e+01	2.090618e+00
9.303089723415169e-06	1.724975e-01	1.293388e+01	2.090702e+00
9.304089723415185e-06	1.728540e-01	1.285658e+01	2.090786e+00
9.305089723415200e-06	1.732210e-01	1.277907e+01	2.090869e+00
9.306089723415216e-06	1.735981e-01	1.270138e+01	2.090953e+00
9.307089723415232e-06	1.739852e-01	1.262356e+01	2.091037e+00
9.308089723415248e-06	1.743823e-01	1.254563e+01	2.091120e+00
9.309089723415263e-06	1.747891e-01	1.246763e+01	2.091204e+00
9.310089723415279e-06	1.752057e-01	1.238959e+01	2.091288e+00
9.311089723415295e-06	1.756320e-01	1.231152e+01	2.091372e+00
9.312089723415311e-06	1.760680e-01	1.223346e+01	2.091455e+00
9.313089723415326e-06	1.765137e-01	1.215543e+01	2.091539e+00
9.314089723415342e-06	1.769692e-01	1.207745e+01	2.091622e+00
9.315089723415358e-06	1.774343e-01	1.199954e+01	2.091706e+00
9.316089723415374e-06	1.779093e-01	1.192172e+01	2.091790e+00
9.317089723415389e-06	1.783941e-01	1.184401e+01	2.091873e+00
9.318089723415405e-06	1.788888e-01	1.176642e+01	2.091957e+00
9.319089723415421e-06	1.793936e-01	1.168898e+01	2.092041e+00
9.320089723415437e-06	1.799085e-01	1.161169e+01	2.092124e+00
9.321089723415452e-06	1.804336e-01	1.153458e+01	2.092208e+00
9.322089723415468e-06	1.809691e-01	1.145765e+01	2.092291e+00
9.323089723415484e-06	1.815150e-01	1.138092e+01	2.092375e+00
9.324089723415500e-06	1.820716e-01	1.130440e+01	2.092458e+00
9.325089723415515e-06	1.826389e-01	1.122810e+01	2.092542e+00
9.326089723415531e-06	1.832172e-01	1.115203e+01	2.092626e+00
9.327089723415547e-06	1.838066e-01	1.107621e+01	2.092709e+00
9.328089723415563e-06	1.844072e-01	1.100064e+01	2.092793e+00
9.329089723415578e-06	1.850193e-01	1.092533e+01	2.092876e+00
9.330089723415594e-06	1.856430e-01	1.085030e+01	2.092960e+00
9.331089723415610e-06	1.862786e-01	1.077554e+01	2.093043e+00
9.332089723415626e-06	1.869263e-01	1.070107e+01	2.093127e+00
9.334089723415657e-06	1.882589e-01	1.055303e+01	2.093294e+00
9.336089723415689e-06	1.896425e-01	1.040623e+01	2.093461e+00
9.338089723415720e-06	1.910794e-01	1.026072e+01	2.093627e+00
9.341089723415767e-06	1.933393e-01	1.004498e+01	2.093877e+00
9.343089723415799e-06	1.949193e-01	9.902908e+00	2.094044e+00
9.345089723415830e-06	1.965610e-01	9.762274e+00	2.094211e+00
9.347089723415862e-06	1.982673e-01	9.623120e+00	2.094377e+00
9.349089723415893e-06	2.000412e-01	9.485478e+00	2.094543e+00
9.350089723415909e-06	2.009546e-01	9.417234e+00	2.094627e+00
9.351089723415925e-06	2.018861e-01	9.349381e+00	2.094710e+00
9.352089723415940e-06	2.028362e-01	9.281921e+00	2.094793e+00
9.353089723415956e-06	2.038054e-01	9.214859e+00	2.094876e+00
9.354089723415972e-06	2.047942e-01	9.148197e+00	2.094959e+00
9.355089723415988e-06	2.058029e-01	9.081942e+00	2.095042e+00
9.356089723416003e-06	2.068322e-01	9.016096e+00	2.095125e+00
9.357089723416019e-06	2.078826e-01	8.950663e+00	2.095209e+00
9.358089723416035e-06	2.089546e-01	8.885649e+00	2.095292e+00
9.359089723416051e-06	2.100488e-01	8.821059e+00	2.095375e+00
9.360089723416066e-06	2.111657e-01	8.756901e+00	2.095458e+00
9.361089723416082e-06	2.123060e-01	8.693183e+00	2.095541e+00
9.362089723416098e-06	2.134704e-01	8.629918e+00	2.095623e+00
9.363089723416114e-06	2.146593e-01	8.567114e+00	2.095706e+00
9.364089723416129e-06	2.158732e-01	8.504769e+00	2.095789e+00
9.365089723416145e-06	2.171126e-01	8.442881e+00	2.095872e+00
9.366089723416161e-06	2.183782e-01	8.381447e+00	2.095955e+00
9.367089723416177e-06	2.196706e-01	8.320467e+00	2.096038e+00
9.368089723416192e-06	2.209905e-01	8.259942e+00	2.096121e+00
9.369089723416208e-06	2.223386e-01	8.199870e+00	2.096204e+00
9.370089723416224e-06	2.237159e-01	8.140250e+00	2.096286e+00
9.371089723416240e-06	2.251230e-01	8.081083e+00	2.096369e+00
9.372089723416255e-06	2.265610e-01	8.022367e+00	2.096452e+00
9.373089723416271e-06	2.280305e-01	7.964101e+00	2.096534e+00
9.374089723416287e-06	2.295328e-01	7.906284e+00	2.096617e+00
9.375089723416303e-06	2.310686e-01	7.848915e+00	2.096700e+00
9.376089723416318e-06	2.326392e-01	7.791994e+00	2.096782e+00
9.377089723416334e-06	2.342454e-01	7.735518e+00	2.096865e+00
9.378089723416350e-06	2.358886e-01	7.679487e+00	2.096947e+00
9.380089723416381e-06	2.392905e-01	7.568756e+00	2.097112e+00
9.382089723416413e-06	2.428549e-01	7.459790e+00	2.097277e+00
9.385089723416460e-06	2.485309e-01	7.299630e+00	2.097524e+00
9.388089723416507e-06	2.546400e-01	7.143391e+00	2.097770e+00
9.391089723416555e-06	2.612304e-01	6.991045e+00	2.098016e+00
9.394089723416602e-06	2.683579e-01	6.842569e+00	2.098262e+00
9.397089723416649e-06	2.760871e-01	6.697944e+00	2.098506e+00
9.399089723416681e-06	2.815264e-01	6.603649e+00	2.098669e+00
9.401089723416712e-06	2.873725e-01	6.511070e+00	2.098832e+00
9.403089723416744e-06	2.936252e-01	6.420207e+00	2.098994e+00
9.405089723416775e-06	3.002847e-01	6.331060e+00	2.099156e+00
9.407089723416806e-06	3.073508e-01	6.243628e+00	2.099317e+00
9.409089723416838e-06	3.148237e-01	6.157913e+00	2.099478e+00
9.411089723416869e-06	3.227033e-01	6.073914e+00	2.099638e+00
9.414089723416917e-06	3.357183e-01	5.951242e+00	2.099877e+00
9.417089723416964e-06	3.501775e-01	5.832599e+00	2.100115e+00
9.420089723417011e-06	3.663188e-01	5.718095e+00	2.100351e+00
9.423089723417058e-06	3.844320e-01	5.607878e+00	2.100584e+00
9.426089723417106e-06	4.048724e-01	5.502146e+00	2.100815e+00
9.428089723417137e-06	4.200045e-01	5.434274e+00	2.100966e+00
9.430089723417169e-06	4.365185e-01	5.368604e+00	2.101117e+00
9.432089723417200e-06	4.545937e-01	5.305251e+00	2.101265e+00
9.434089723417232e-06	4.744379e-01	5.244349e+00	2.101410e+00
9.436089723417263e-06	4.962927e-01	5.186059e+00	2.101553e+00
9.438089723417295e-06	5.204386e-01	5.130570e+00	2.101693e+00
9.440089723417326e-06	5.472015e-01	5.078107e+00	2.101830e+00
9.442089723417358e-06	5.769593e-01	5.028931e+00	2.101962e+00
9.444089723417389e-06	6.101483e-01	4.983347e+00	2.102089e+00
9.446089723417421e-06	6.472691e-01	4.941710e+00	2.102211e+00
9.448089723417452e-06	6.888914e-01	4.904425e+00	2.102326e+00
9.450089723417484e-06	7.356542e-01	4.871943e+00	2.102435e+00
9.452089723417515e-06	7.882617e-01	4.844769e+00	2.102536e+00
9.454089723417547e-06	8.474702e-01	4.823437e+00	2.102629e+00
9.456089723417578e-06	9.140648e-01	4.808502e+00	2.102714e+00
9.457089723417594e-06	9.503770e-01	4.803604e+00	2.102753e+00
9.458089723417609e-06	9.888250e-01	4.800504e+00	2.102791e+00
9.459089723417625e-06	1.029280e+00	4.799084e+00	2.102834e+00
9.460089723417641e-06	1.071035e+00	4.798751e+00	2.102898e+00
9.461089723417657e-06	1.113167e+00	4.798759e+00	2.102977e+00
9.462089723417672e-06	1.155261e+00	4.798774e+00	2.103057e+00
9.463089723417688e-06	1.197303e+00	4.798788e+00	2.103136e+00
9.464089723417704e-06	1.239299e+00	4.798804e+00	2.103215e+00
9.466089723417735e-06	1.323145e+00	4.798839e+00	2.103372e+00
9.467804009132049e-06	1.394862e+00	4.798870e+00	2.103506e+00
9.469518294846361e-06	1.466428e+00	4.798908e+00	2.103639e+00
9.471232580560674e-06	1.537842e+00	4.798952e+00	2.103772e+00
9.472946866274986e-06	1.609103e+00	4.799003e+00	2.103905e+00
9.474661151989299e-06	1.680213e+00	4.799061e+00	2.104037e+00
9.476375437703611e-06	1.751170e+00	4.799125e+00	2.104168e+00
9.478089723417924e-06	1.821975e+00	4.799196e+00	2.104299e+00
9.480089723417956e-06	1.904364e+00	4.799298e+00	2.104451e+00
9.482089723417987e-06	1.986520e+00	4.799423e+00	2.104602e+00
9.483089723418003e-06	2.027506e+00	4.799497e+00	2.104678e+00
9.484089723418019e-06	2.068429e+00	4.799579e+00	2.104753e+00
9.485089723418035e-06	2.109287e+00	4.799667e+00	2.104828e+00
9.486089723418050e-06	2.150077e+00	4.799760e+00	2.104903e+00
9.487089723418066e-06	2.190801e+00	4.799851e+00	2.104978e+00
9.488089723418082e-06	2.231457e+00	4.799941e+00	2.105052e+00
9.489089723418098e-06	2.272048e+00	4.800026e+00	2.105127e+00
9.490089723418113e-06	2.312575e+00	4.800107e+00	2.105201e+00
9.491089723418129e-06	2.353040e+00	4.800184e+00	2.105275e+00
9.492089723418145e-06	2.393446e+00	4.800255e+00	2.105349e+00
9.493089723418161e-06	2.433794e+00	4.800320e+00	2.105422e+00
9.494089723418176e-06	2.474088e+00	4.800379e+00	2.105495e+00
9.495089723418192e-06	2.514330e+00	4.800431e+00	2.105568e+00
9.496089723418208e-06	2.554523e+00	4.800478e+00	2.105641e+00
9.497089723418224e-06	2.594670e+00	4.800518e+00	2.105713e+00
9.498089723418239e-06	2.634773e+00	4.800552e+00	2.105786e+00
9.500089723418271e-06	2.714861e+00	4.800601e+00	2.105929e+00
9.502089723418302e-06	2.794814e+00	4.800626e+00	2.106072e+00
9.504089723418334e-06	2.874657e+00	4.800627e+00	2.106214e+00
9.507089723418381e-06	2.994277e+00	4.800586e+00	2.106424e+00
9.510089723418428e-06	3.113816e+00	4.800498e+00	2.106633e+00
9.513089723418475e-06	3.233385e+00	4.800367e+00	2.106839e+00
9.516089723418523e-06	3.353112e+00	4.800196e+00	2.107042e+00
9.519089723418570e-06	3.473147e+00	4.799987e+00	2.107242e+00
9.522089723418617e-06	3.593665e+00	4.799745e+00	2.107440e+00
9.525089723418664e-06	3.714878e+00	4.799470e+00	2.107634e+00
9.528089723418712e-06	3.837046e+00	4.799164e+00	2.107825e+00
9.531089723418759e-06	3.960490e+00	4.798828e+00	2.108011e+00
9.534089723418806e-06	4.085610e+00	4.798461e+00	2.108193e+00
9.537089723418853e-06	4.212909e+00	4.798062e+00	2.108369e+00
9.540089723418901e-06	4.343019e+00	4.797628e+00	2.108539e+00
9.543089723418948e-06	4.476743e+00	4.797158e+00	2.108701e+00
9.546089723418995e-06	4.615084e+00	4.796643e+00	2.108853e+00
9.549089723419042e-06	4.759303e+00	4.796078e+00	2.108994e+00
9.552089723419090e-06	4.910945e+00	4.795455e+00	2.109122e+00
9.555089723419137e-06	5.071848e+00	4.794765e+00	2.109233e+00
9.558089723419184e-06	5.244063e+00	4.793999e+00	2.109328e+00
9.561089723419231e-06	5.429655e+00	4.793154e+00	2.109407e+00
9.564089723419278e-06	5.630393e+00	4.792230e+00	2.109472e+00
9.567089723419326e-06	5.847453e+00	4.791234e+00	2.109528e+00
9.570089723419373e-06	6.081263e+00	4.790174e+00	2.109579e+00
9.573089723419420e-06	6.331530e+00	4.789063e+00	2.109631e+00
9.576089723419467e-06	6.597415e+00	4.787909e+00	2.109684e+00
9.579089723419515e-06	6.877746e+00	4.786718e+00	2.109743e+00
9.582089723419562e-06	7.171198e+00	4.785498e+00	2.109805e+00
9.584661151991031e-06	7.433784e+00	4.784428e+00	2.109862e+00
9.587232580562501e-06	7.702533e+00	4.783346e+00	2.109921e+00
9.589804009133970e-06	7.977447e+00	4.782251e+00	2.109981e+00
9.592375437705437e-06	8.258525e+00	4.781144e+00	2.110043e+00
9.594946866276907e-06	8.545766e+00	4.780025e+00	2.110105e+00
9.597518294848376e-06	8.839172e+00	4.778894e+00	2.110168e+00
9.600089723419845e-06	9.138742e+00	4.777750e+00	2.110233e+00
9.603804009134190e-06	9.578725e+00	4.776084e+00	2.110325e+00
9.607518294848533e-06	1.002449e+01	4.774409e+00	2.110412e+00
9.611232580562878e-06	1.047605e+01	4.772725e+00	2.110495e+00
9.614946866277222e-06	1.093339e+01	4.771032e+00	2.110574e+00
9.618661151991567e-06	1.139652e+01	4.769330e+00	2.110648e+00
9.622375437705910e-06	1.186543e+01	4.767619e+00	2.110718e+00
9.626089723420255e-06	1.234013e+01	4.765899e+00	2.110783e+00
9.633661151991803e-06	1.331978e+01	4.762379e+00	2.110897e+00
9.641232580563351e-06	1.430764e+01	4.758868e+00	2.110977e+00
9.648804009134899e-06	1.530373e+01	4.755366e+00	2.111024e+00
9.656375437706445e-06	1.630804e+01	4.751871e+00	2.111038e+00
9.663946866277993e-06	1.732057e+01	4.748385e+00	2.111019e+00
9.671518294849541e-06	1.834132e+01	4.744907e+00	2.110966e+00
9.679089723421089e-06	1.937029e+01	4.741437e+00	2.110881e+00
9.692089723421294e-06	2.114505e+01	4.735540e+00	2.110652e+00
9.705089723421499e-06	2.292576e+01	4.729715e+00	2.110303e+00
9.718089723421703e-06	2.471240e+01	4.723963e+00	2.109835e+00
9.731089723421908e-06	2.650497e+01	4.718284e+00	2.109249e+00
9.744089723422113e-06	2.830349e+01	4.712679e+00	2.108542e+00
9.757089723422317e-06	3.010793e+01	4.707147e+00	2.107717e+00
9.770089723422522e-06	3.191832e+01	4.701687e+00	2.106772e+00
9.778232580565508e-06	3.305194e+01	4.698309e+00	2.106115e+00
9.786375437708492e-06	3.418612e+01	4.694956e+00	2.105394e+00
9.794518294851478e-06	3.532087e+01	4.691628e+00	2.104610e+00
9.802661151994464e-06	3.645617e+01	4.688326e+00	2.103761e+00
9.810804009137450e-06	3.759203e+01	4.685050e+00	2.102849e+00
9.818946866280434e-06	3.872845e+01	4.681799e+00	2.101873e+00
9.827089723423419e-06	3.986543e+01	4.678574e+00	2.100832e+00
9.831946866280638e-06	4.054364e+01	4.676660e+00	2.100177e+00
9.836804009137859e-06	4.122189e+01	4.674751e+00	2.099477e+00
9.841661151995078e-06	4.190019e+01	4.672846e+00	2.098732e+00
9.846518294852297e-06	4.257852e+01	4.670945e+00	2.097941e+00
9.851375437709515e-06	4.325689e+01	4.669048e+00	2.097106e+00
9.856232580566736e-06	4.393530e+01	4.667155e+00	2.096225e+00
9.861089723423955e-06	4.461375e+01	4.665266e+00	2.095299e+00
9.863946866281142e-06	4.501283e+01	4.664156e+00	2.094728e+00
9.866804009138331e-06	4.541188e+01	4.663041e+00	2.094111e+00
9.869661151995519e-06	4.581092e+01	4.661923e+00	2.093448e+00
9.872518294852706e-06	4.620994e+01	4.660800e+00	2.092740e+00
