time,Vv,Vvgate,IM1
2.042719789486550e-05,2.991116e-02,8.333997e+00,2.727284e-01
2.043134075200976e-05,2.984465e-02,8.355482e+00,2.728236e-01
2.043548360915404e-05,2.978106e-02,8.376308e+00,2.729188e-01
2.043962646629830e-05,2.972041e-02,8.396475e+00,2.730141e-01
2.044376932344257e-05,2.966269e-02,8.415983e+00,2.731093e-01
2.044791218058684e-05,2.960790e-02,8.434832e+00,2.732046e-01
2.045205503773111e-05,2.955604e-02,8.453023e+00,2.732998e-01
2.045305503773145e-05,2.954381e-02,8.457338e+00,2.733228e-01
2.045405503773180e-05,2.953172e-02,8.461619e+00,2.733458e-01
2.045505503773214e-05,2.951977e-02,8.465866e+00,2.733688e-01
2.045705503773282e-05,2.949629e-02,8.474261e+00,2.734148e-01
2.046005503773384e-05,2.946207e-02,8.486608e+00,2.734838e-01
2.046591218059298e-05,2.939922e-02,8.509775e+00,2.736184e-01
2.047176932345212e-05,2.933996e-02,8.532004e+00,2.737531e-01
2.047762646631126e-05,2.928430e-02,8.553293e+00,2.738877e-01
2.048348360917040e-05,2.923224e-02,8.573643e+00,2.740224e-01
2.048934075202954e-05,2.918377e-02,8.593053e+00,2.741571e-01
2.049519789488868e-05,2.913891e-02,8.611525e+00,2.742917e-01
2.050105503774782e-05,2.909764e-02,8.629057e+00,2.744264e-01
2.051205503775157e-05,2.902874e-02,8.659587e+00,2.746793e-01
2.052305503775533e-05,2.896687e-02,8.688024e+00,2.749322e-01
2.053405503775908e-05,2.891205e-02,8.714370e+00,2.751851e-01
2.054505503776283e-05,2.886427e-02,8.738623e+00,2.754380e-01
2.055605503776658e-05,2.882352e-02,8.760784e+00,2.756909e-01
2.056705503777033e-05,2.878982e-02,8.780853e+00,2.759438e-01
2.057805503777408e-05,2.876315e-02,8.798830e+00,2.761967e-01
2.058962646634945e-05,2.873946e-02,8.816254e+00,2.764627e-01
2.060119789492483e-05,2.871954e-02,8.832435e+00,2.767287e-01
2.061276932350020e-05,2.870340e-02,8.847375e+00,2.769947e-01
2.062434075207558e-05,2.869103e-02,8.861072e+00,2.772607e-01
2.063591218065095e-05,2.868243e-02,8.873528e+00,2.775267e-01
2.064748360922633e-05,2.867760e-02,8.884741e+00,2.777926e-01
2.065905503780170e-05,2.867654e-02,8.894712e+00,2.780586e-01
2.067062646637708e-05,2.867767e-02,8.903906e+00,2.783245e-01
2.068219789495245e-05,2.868070e-02,8.912445e+00,2.785905e-01
2.069376932352783e-05,2.868560e-02,8.920328e+00,2.788564e-01
2.070534075210320e-05,2.869240e-02,8.927555e+00,2.791223e-01
2.071691218067857e-05,2.870108e-02,8.934127e+00,2.793882e-01
2.072848360925395e-05,2.871165e-02,8.940044e+00,2.796541e-01
2.074005503782932e-05,2.872411e-02,8.945305e+00,2.799200e-01
2.075162646640470e-05,2.873771e-02,8.950156e+00,2.801859e-01
2.076319789498007e-05,2.875228e-02,8.954661e+00,2.804518e-01
2.077476932355545e-05,2.876782e-02,8.958821e+00,2.807176e-01
2.078634075213082e-05,2.878433e-02,8.962634e+00,2.809834e-01
2.079791218070619e-05,2.880181e-02,8.966102e+00,2.812493e-01
2.080948360928157e-05,2.882027e-02,8.969225e+00,2.815151e-01
2.082105503785694e-05,2.883969e-02,8.972001e+00,2.817809e-01
2.083262646643232e-05,2.885971e-02,8.974561e+00,2.820467e-01
2.084419789500770e-05,2.888024e-02,8.976938e+00,2.823125e-01
2.085576932358307e-05,2.890128e-02,8.979133e+00,2.825783e-01
2.086734075215844e-05,2.892282e-02,8.981145e+00,2.828440e-01
2.087891218073382e-05,2.894487e-02,8.982975e+00,2.831098e-01
2.089048360930919e-05,2.896742e-02,8.984623e+00,2.833755e-01
2.090205503788457e-05,2.899048e-02,8.986088e+00,2.836412e-01
2.091362646645994e-05,2.901386e-02,8.987439e+00,2.839070e-01
2.092519789503532e-05,2.903750e-02,8.988693e+00,2.841726e-01
2.093676932361069e-05,2.906141e-02,8.989852e+00,2.844383e-01
2.094834075218606e-05,2.908558e-02,8.990914e+00,2.847040e-01
2.095991218076144e-05,2.911002e-02,8.991879e+00,2.849697e-01
2.097148360933681e-05,2.913473e-02,8.992749e+00,2.852353e-01
2.098305503791219e-05,2.915970e-02,8.993522e+00,2.855010e-01
2.099448360934466e-05,2.918452e-02,8.994226e+00,2.857633e-01
2.100591218077712e-05,2.920949e-02,8.994881e+00,2.860257e-01
2.101734075220959e-05,2.923458e-02,8.995486e+00,2.862880e-01
2.102876932364206e-05,2.925982e-02,8.996041e+00,2.865503e-01
2.104019789507453e-05,2.928519e-02,8.996547e+00,2.868126e-01
2.105162646650700e-05,2.931070e-02,8.997003e+00,2.870749e-01
2.106305503793947e-05,2.933635e-02,8.997409e+00,2.873372e-01
2.107448360937194e-05,2.936208e-02,8.997784e+00,2.875995e-01
2.108591218080440e-05,2.938789e-02,8.998132e+00,2.878617e-01
2.109734075223687e-05,2.941377e-02,8.998454e+00,2.881239e-01
2.110876932366934e-05,2.943972e-02,8.998749e+00,2.883862e-01
2.112019789510181e-05,2.946574e-02,8.999018e+00,2.886484e-01
2.113162646653428e-05,2.949184e-02,8.999261e+00,2.889106e-01
2.114305503796675e-05,2.951801e-02,8.999477e+00,2.891728e-01
2.115434075225631e-05,2.954389e-02,8.999674e+00,2.894317e-01
2.116562646654587e-05,2.956982e-02,8.999857e+00,2.896906e-01
2.117691218083544e-05,2.959578e-02,9.000026e+00,2.899495e-01
2.118819789512500e-05,2.962178e-02,9.000182e+00,2.902083e-01
2.119948360941456e-05,2.964781e-02,9.000324e+00,2.904672e-01
2.121076932370413e-05,2.967388e-02,9.000452e+00,2.907261e-01
2.122205503799369e-05,2.969999e-02,9.000566e+00,2.909849e-01
2.123319789514035e-05,2.972580e-02,9.000671e+00,2.912404e-01
2.124434075228700e-05,2.975162e-02,9.000768e+00,2.914960e-01
2.125548360943366e-05,2.977746e-02,9.000858e+00,2.917515e-01
2.126662646658031e-05,2.980332e-02,9.000941e+00,2.920070e-01
2.127776932372697e-05,2.982920e-02,9.001016e+00,2.922625e-01
2.128891218087363e-05,2.985510e-02,9.001084e+00,2.925180e-01
2.130005503802029e-05,2.988102e-02,9.001145e+00,2.927735e-01
2.131076932373823e-05,2.990595e-02,9.001200e+00,2.930191e-01
2.132148360945617e-05,2.993089e-02,9.001251e+00,2.932647e-01
2.133219789517411e-05,2.995584e-02,9.001298e+00,2.935104e-01
2.134291218089204e-05,2.998080e-02,9.001341e+00,2.937560e-01
2.135362646660998e-05,3.000577e-02,9.001381e+00,2.940016e-01
2.136434075232792e-05,3.003075e-02,9.001417e+00,2.942472e-01
2.137505503804586e-05,3.005573e-02,9.001450e+00,2.944928e-01
2.137776932376107e-05,3.006206e-02,9.001458e+00,2.945549e-01
2.138048360947629e-05,3.006839e-02,9.001466e+00,2.946171e-01
2.138319789519150e-05,3.007473e-02,9.001473e+00,2.946794e-01
2.138591218090671e-05,3.008106e-02,9.001481e+00,2.947416e-01
2.138862646662192e-05,3.008739e-02,9.001488e+00,2.948038e-01
2.139134075233713e-05,3.009372e-02,9.001495e+00,2.948660e-01
2.139405503805234e-05,3.010006e-02,9.001502e+00,2.949282e-01
2.139505503805268e-05,3.010239e-02,9.001505e+00,2.949511e-01
2.140476932377028e-05,3.012506e-02,9.001528e+00,2.951738e-01
2.141448360948788e-05,3.014773e-02,9.001550e+00,2.953964e-01
2.142419789520548e-05,3.017041e-02,9.001571e+00,2.956190e-01
2.143391218092307e-05,3.019309e-02,9.001590e+00,2.958416e-01
2.144362646664067e-05,3.021577e-02,9.001607e+00,2.960642e-01
2.145334075235827e-05,3.023846e-02,9.001624e+00,2.962868e-01
2.146305503807587e-05,3.026114e-02,9.001638e+00,2.965094e-01
2.147119789522151e-05,3.028016e-02,9.001650e+00,2.966959e-01
2.147934075236714e-05,3.029919e-02,9.001661e+00,2.968825e-01
2.148748360951277e-05,3.031821e-02,9.001672e+00,2.970690e-01
2.149562646665841e-05,3.033723e-02,9.001681e+00,2.972556e-01
2.150376932380404e-05,3.035626e-02,9.001690e+00,2.974421e-01
2.151191218094967e-05,3.037528e-02,9.001699e+00,2.976286e-01
2.152005503809531e-05,3.039431e-02,9.001706e+00,2.978152e-01
2.153076932381325e-05,3.041935e-02,9.001716e+00,2.980606e-01
2.154148360953119e-05,3.044439e-02,9.001725e+00,2.983060e-01
2.155219789524913e-05,3.046942e-02,9.001734e+00,2.985514e-01
2.156291218096706e-05,3.049446e-02,9.001741e+00,2.987968e-01
2.157362646668500e-05,3.051950e-02,9.001748e+00,2.990422e-01
2.158434075240294e-05,3.054455e-02,9.001754e+00,2.992876e-01
2.159505503812088e-05,3.056959e-02,9.001760e+00,2.995329e-01
2.161176932384087e-05,3.060865e-02,9.001768e+00,2.999157e-01
2.162848360956086e-05,3.064772e-02,9.001775e+00,3.002984e-01
2.164519789528084e-05,3.068678e-02,9.001781e+00,3.006811e-01
2.166191218100082e-05,3.072585e-02,9.001787e+00,3.010637e-01
2.167862646672081e-05,3.076491e-02,9.001792e+00,3.014463e-01
2.169534075244080e-05,3.080398e-02,9.001796e+00,3.018289e-01
2.171205503816078e-05,3.084304e-02,9.001800e+00,3.022115e-01
2.173919789531290e-05,3.090647e-02,9.001804e+00,3.028328e-01
2.176634075246501e-05,3.096990e-02,9.001809e+00,3.034539e-01
2.179348360961712e-05,3.103332e-02,9.001812e+00,3.040750e-01
2.182062646676923e-05,3.109674e-02,9.001815e+00,3.046960e-01
2.184776932392135e-05,3.116015e-02,9.001818e+00,3.053170e-01
2.187491218107346e-05,3.122356e-02,9.001819e+00,3.059379e-01
2.190205503822557e-05,3.128696e-02,9.001821e+00,3.065587e-01
2.195919789538792e-05,3.142042e-02,9.001822e+00,3.078655e-01
2.201634075255026e-05,3.155385e-02,9.001824e+00,3.091719e-01
2.207348360971260e-05,3.168725e-02,9.001825e+00,3.104780e-01
2.213062646687494e-05,3.182062e-02,9.001826e+00,3.117839e-01
2.218776932403729e-05,3.195396e-02,9.001826e+00,3.130894e-01
2.224491218119963e-05,3.208727e-02,9.001826e+00,3.143946e-01
2.230205503836197e-05,3.222055e-02,9.001825e+00,3.156995e-01
2.241905503840187e-05,3.249334e-02,9.001826e+00,3.183703e-01
2.344305503875106e-05,3.487531e-02,9.001825e+00,3.416899e-01
2.446705503910025e-05,3.724713e-02,9.001825e+00,3.649077e-01
2.461319789629295e-05,3.758479e-02,9.001825e+00,3.682128e-01
2.475934075348564e-05,3.792224e-02,9.001825e+00,3.715158e-01
2.490548361067833e-05,3.825948e-02,9.001824e+00,3.748167e-01
2.505162646787102e-05,3.859650e-02,9.001824e+00,3.781154e-01
2.519776932506372e-05,3.893330e-02,9.001824e+00,3.814120e-01
2.534391218225641e-05,3.926989e-02,9.001824e+00,3.847064e-01
2.549005503944910e-05,3.960627e-02,9.001824e+00,3.879987e-01
2.549105503944944e-05,3.960858e-02,9.001824e+00,3.880212e-01
2.651505503979863e-05,4.195940e-02,9.001823e+00,4.110284e-01
2.753905504014782e-05,4.429940e-02,9.001823e+00,4.339269e-01
2.856305504049701e-05,4.662833e-02,9.001822e+00,4.567148e-01
2.958705504084620e-05,4.894598e-02,9.001822e+00,4.793898e-01
2.967505504087621e-05,4.914462e-02,9.001822e+00,4.813331e-01
2.967600000000105e-05,4.914675e-02,9.001822e+00,4.813540e-01
2.967609449591388e-05,4.914637e-02,9.001766e+00,4.813563e-01
2.967628348773867e-05,4.914519e-02,9.001633e+00,4.813606e-01
2.967662201635180e-05,4.914227e-02,9.001336e+00,4.813682e-01
2.967700000000139e-05,4.913847e-02,9.000949e+00,4.813766e-01
2.967703779836652e-05,4.913817e-02,9.000918e+00,4.813774e-01
2.967711339509679e-05,4.913772e-02,9.000866e+00,4.813789e-01
2.967726458855645e-05,4.913720e-02,9.000772e+00,4.813821e-01
2.967756697547577e-05,4.913637e-02,9.000571e+00,4.813888e-01
2.967804959877994e-05,4.913319e-02,9.000058e+00,4.813997e-01
2.967872697340682e-05,4.911981e-02,8.998509e+00,4.814154e-01
2.967963780154976e-05,4.907983e-02,8.994367e+00,4.814383e-01
2.967995664951689e-05,4.904612e-02,8.991117e+00,4.814493e-01
2.968015116349386e-05,4.900799e-02,8.987690e+00,4.814561e-01
2.968037036768685e-05,4.895704e-02,8.983294e+00,4.814601e-01
2.968052868944620e-05,4.892573e-02,8.980470e+00,4.814614e-01
2.968068004106667e-05,4.890414e-02,8.978218e+00,4.814628e-01
2.968088015603727e-05,4.888539e-02,8.975766e+00,4.814650e-01
2.968107523501108e-05,4.887566e-02,8.973834e+00,4.814677e-01
2.968135781411703e-05,4.887177e-02,8.971581e+00,4.814724e-01
2.968166343172984e-05,4.887531e-02,8.969568e+00,4.814783e-01
2.968220912929250e-05,4.889001e-02,8.966453e+00,4.814898e-01
2.968273717599522e-05,4.890696e-02,8.963631e+00,4.815013e-01
2.968373717599556e-05,4.893858e-02,8.958353e+00,4.815236e-01
2.968473717599590e-05,4.895986e-02,8.952348e+00,4.815464e-01
2.968573717599624e-05,4.893509e-02,8.942413e+00,4.815718e-01
2.968673717599658e-05,4.882425e-02,8.924403e+00,4.815983e-01
2.968766617419266e-05,4.866228e-02,8.900300e+00,4.816199e-01
2.968852550765989e-05,4.851268e-02,8.874014e+00,4.816377e-01
2.968952550766023e-05,4.836969e-02,8.840707e+00,4.816582e-01
2.969052550766058e-05,4.826082e-02,8.805201e+00,4.816788e-01
2.969152550766092e-05,4.818692e-02,8.767837e+00,4.816993e-01
2.969252550766126e-05,4.814566e-02,8.728926e+00,4.817201e-01
2.969352550766160e-05,4.813409e-02,8.688702e+00,4.817409e-01
2.969452550766194e-05,4.814916e-02,8.647343e+00,4.817619e-01
2.969552550766228e-05,4.818800e-02,8.604990e+00,4.817830e-01
2.969652550766262e-05,4.824808e-02,8.561761e+00,4.818042e-01
2.969752550766296e-05,4.832719e-02,8.517756e+00,4.818255e-01
2.969852550766330e-05,4.842349e-02,8.473061e+00,4.818468e-01
2.969952550766364e-05,4.853543e-02,8.427752e+00,4.818683e-01
2.970052550766399e-05,4.866174e-02,8.381898e+00,4.818897e-01
2.970152550766433e-05,4.880135e-02,8.335561e+00,4.819112e-01
2.970252550766467e-05,4.895340e-02,8.288796e+00,4.819328e-01
2.970352550766501e-05,4.911717e-02,8.241656e+00,4.819544e-01
2.970452550766535e-05,4.929209e-02,8.194187e+00,4.819760e-01
2.970552550766569e-05,4.947767e-02,8.146431e+00,4.819976e-01
2.970652550766603e-05,4.967355e-02,8.098429e+00,4.820192e-01
2.970752550766637e-05,4.987942e-02,8.050217e+00,4.820409e-01
2.970852550766671e-05,5.009503e-02,8.001826e+00,4.820625e-01
2.970952550766705e-05,5.032020e-02,7.953291e+00,4.820842e-01
2.971052550766740e-05,5.055482e-02,7.904638e+00,4.821058e-01
2.971152550766774e-05,5.079878e-02,7.855895e+00,4.821275e-01
2.971252550766808e-05,5.105205e-02,7.807086e+00,4.821492e-01
2.971352550766842e-05,5.131460e-02,7.758234e+00,4.821708e-01
2.971452550766876e-05,5.158646e-02,7.709361e+00,4.821925e-01
2.971552550766910e-05,5.186767e-02,7.660486e+00,4.822141e-01
2.971652550766944e-05,5.215830e-02,7.611629e+00,4.822357e-01
2.971752550766978e-05,5.245844e-02,7.562807e+00,4.822574e-01
2.971852550767012e-05,5.276822e-02,7.514036e+00,4.822790e-01
2.971952550767046e-05,5.308777e-02,7.465333e+00,4.823006e-01
2.972052550767081e-05,5.341726e-02,7.416710e+00,4.823223e-01
2.972152550767115e-05,5.375687e-02,7.368183e+00,4.823439e-01
2.972252550767149e-05,5.410681e-02,7.319764e+00,4.823655e-01
2.972352550767183e-05,5.446729e-02,7.271464e+00,4.823871e-01
2.972452550767217e-05,5.483856e-02,7.223296e+00,4.824086e-01
2.972552550767251e-05,5.522089e-02,7.175269e+00,4.824302e-01
2.972652550767285e-05,5.561455e-02,7.127395e+00,4.824517e-01
2.972752550767319e-05,5.601985e-02,7.079683e+00,4.824733e-01
2.972852550767353e-05,5.643712e-02,7.032141e+00,4.824947e-01
2.972952550767387e-05,5.686671e-02,6.984779e+00,4.825162e-01
2.973152550767456e-05,5.776430e-02,6.890625e+00,4.825592e-01
2.973352550767524e-05,5.871589e-02,6.797279e+00,4.826020e-01
2.973552550767592e-05,5.972511e-02,6.704797e+00,4.826448e-01
2.973752550767660e-05,6.079605e-02,6.613227e+00,4.826874e-01
2.973952550767728e-05,6.193330e-02,6.522613e+00,4.827299e-01
2.974052550767763e-05,6.252836e-02,6.477677e+00,4.827511e-01
2.974152550767797e-05,6.314199e-02,6.432994e+00,4.827723e-01
2.974252550767831e-05,6.377489e-02,6.388569e+00,4.827935e-01
2.974352550767865e-05,6.442787e-02,6.344407e+00,4.828146e-01
2.974452550767899e-05,6.510176e-02,6.300510e+00,4.828356e-01
2.974552550767933e-05,6.579743e-02,6.256885e+00,4.828567e-01
2.974652550767967e-05,6.651582e-02,6.213532e+00,4.828776e-01
2.974752550768001e-05,6.725793e-02,6.170457e+00,4.828986e-01
2.974852550768035e-05,6.802480e-02,6.127662e+00,4.829194e-01
2.974952550768069e-05,6.881757e-02,6.085152e+00,4.829403e-01
2.975052550768104e-05,6.963742e-02,6.042929e+00,4.829610e-01
2.975152550768138e-05,7.048562e-02,6.000996e+00,4.829817e-01
2.975252550768172e-05,7.136354e-02,5.959356e+00,4.830023e-01
2.975352550768206e-05,7.227260e-02,5.918013e+00,4.830229e-01
2.975452550768240e-05,7.321435e-02,5.876969e+00,4.830434e-01
2.975552550768274e-05,7.419044e-02,5.836227e+00,4.830638e-01
2.975652550768308e-05,7.520262e-02,5.795792e+00,4.830842e-01
2.975752550768342e-05,7.625277e-02,5.755664e+00,4.831044e-01
2.975852550768376e-05,7.734292e-02,5.715847e+00,4.831246e-01
2.975952550768411e-05,7.847521e-02,5.676346e+00,4.831446e-01
2.976052550768445e-05,7.965197e-02,5.637162e+00,4.831645e-01
2.976152550768479e-05,8.087564e-02,5.598299e+00,4.831843e-01
2.976252550768513e-05,8.214885e-02,5.559756e+00,4.832040e-01
2.976352550768547e-05,8.347443e-02,5.521536e+00,4.832236e-01
2.976452550768581e-05,8.485550e-02,5.483640e+00,4.832430e-01
2.976552550768615e-05,8.629540e-02,5.446069e+00,4.832622e-01
2.976652550768649e-05,8.779778e-02,5.408825e+00,4.832813e-01
2.976752550768683e-05,8.936661e-02,5.371911e+00,4.833001e-01
2.976852550768717e-05,9.100620e-02,5.335328e+00,4.833188e-01
2.976952550768752e-05,9.272122e-02,5.299078e+00,4.833373e-01
2.977052550768786e-05,9.451681e-02,5.263165e+00,4.833555e-01
2.977152550768820e-05,9.639854e-02,5.227591e+00,4.833734e-01
2.977252550768854e-05,9.837251e-02,5.192358e+00,4.833911e-01
2.977452550768922e-05,1.026246e-01,5.122938e+00,4.834254e-01
2.977652550768990e-05,1.073348e-01,5.054937e+00,4.834582e-01
2.977852550769058e-05,1.125782e-01,4.988401e+00,4.834891e-01
2.978052550769127e-05,1.184463e-01,4.923389e+00,4.835177e-01
2.978152550769161e-05,1.216490e-01,4.891476e+00,4.835310e-01
2.978252550769195e-05,1.250524e-01,4.859973e+00,4.835435e-01
2.978352550769229e-05,1.286748e-01,4.828892e+00,4.835551e-01
2.978452550769263e-05,1.325370e-01,4.798248e+00,4.835658e-01
2.978552550769297e-05,1.366624e-01,4.768056e+00,4.835753e-01
2.978652550769331e-05,1.410772e-01,4.738336e+00,4.835836e-01
2.978752550769365e-05,1.458109e-01,4.709107e+00,4.835904e-01
2.978852550769399e-05,1.508970e-01,4.680396e+00,4.835957e-01
2.978952550769434e-05,1.563735e-01,4.652227e+00,4.835992e-01
2.979052550769468e-05,1.622836e-01,4.624635e+00,4.836006e-01
2.979152550769502e-05,1.686763e-01,4.597653e+00,4.835996e-01
2.979252550769536e-05,1.756078e-01,4.571324e+00,4.835959e-01
2.979352550769570e-05,1.831419e-01,4.545696e+00,4.835892e-01
2.979452550769604e-05,1.913522e-01,4.520823e+00,4.835790e-01
2.979552550769638e-05,2.003225e-01,4.496770e+00,4.835647e-01
2.979652550769672e-05,2.101493e-01,4.473608e+00,4.835458e-01
2.979752550769706e-05,2.209429e-01,4.451422e+00,4.835215e-01
2.979852550769740e-05,2.328301e-01,4.430308e+00,4.834911e-01
2.979952550769775e-05,2.459556e-01,4.410377e+00,4.834538e-01
2.980052550769809e-05,2.604847e-01,4.391755e+00,4.834085e-01
2.980152550769843e-05,2.766054e-01,4.374587e+00,4.833540e-01
2.980252550769877e-05,2.945296e-01,4.359035e+00,4.832894e-01
2.980352550769911e-05,3.144945e-01,4.345282e+00,4.832133e-01
2.980452550769945e-05,3.367619e-01,4.333529e+00,4.831246e-01
2.980552550769979e-05,3.616157e-01,4.323993e+00,4.830224e-01
2.980652550770013e-05,3.893556e-01,4.316906e+00,4.829059e-01
2.980752550770047e-05,4.202695e-01,4.312487e+00,4.827766e-01
2.980852550770081e-05,4.541977e-01,4.310580e+00,4.826726e-01
2.980952550770116e-05,4.900364e-01,4.310266e+00,4.826403e-01
2.981052550770150e-05,5.264463e-01,4.310460e+00,4.826553e-01
2.981252550770218e-05,5.991542e-01,4.310930e+00,4.826948e-01
2.981352550770252e-05,6.354073e-01,4.311172e+00,4.827142e-01
2.981452550770286e-05,6.715913e-01,4.311419e+00,4.827335e-01
2.981552550770320e-05,7.077048e-01,4.311664e+00,4.827527e-01
2.981652550770354e-05,7.437474e-01,4.311906e+00,4.827717e-01
2.981752550770388e-05,7.797194e-01,4.312142e+00,4.827906e-01
2.981852550770422e-05,8.156217e-01,4.312373e+00,4.828092e-01
2.981952550770457e-05,8.514556e-01,4.312596e+00,4.828275e-01
2.982052550770491e-05,8.872227e-01,4.312812e+00,4.828457e-01
2.982152550770525e-05,9.229248e-01,4.313020e+00,4.828636e-01
2.982252550770559e-05,9.585638e-01,4.313219e+00,4.828812e-01
2.982352550770593e-05,9.941417e-01,4.313410e+00,4.828986e-01
2.982452550770627e-05,1.029661e+00,4.313592e+00,4.829157e-01
2.982552550770661e-05,1.065122e+00,4.313766e+00,4.829326e-01
2.982652550770695e-05,1.100530e+00,4.313932e+00,4.829491e-01
2.982752550770729e-05,1.135884e+00,4.314089e+00,4.829655e-01
2.982952550770798e-05,1.206444e+00,4.314379e+00,4.829973e-01
2.983152550770866e-05,1.276819e+00,4.314638e+00,4.830281e-01
2.983352550770934e-05,1.347026e+00,4.314867e+00,4.830579e-01
2.983552550771002e-05,1.417079e+00,4.315067e+00,4.830866e-01
2.983852550771104e-05,1.521907e+00,4.315321e+00,4.831277e-01
2.984152550771207e-05,1.626475e+00,4.315521e+00,4.831666e-01
2.984452550771309e-05,1.730828e+00,4.315674e+00,4.832032e-01
2.984752550771411e-05,1.835010e+00,4.315785e+00,4.832376e-01
2.985052550771514e-05,1.939064e+00,4.315860e+00,4.832697e-01
2.985352550771616e-05,2.043029e+00,4.315901e+00,4.832995e-01
2.985552550771684e-05,2.112310e+00,4.315912e+00,4.833182e-01
2.985752550771752e-05,2.181583e+00,4.315912e+00,4.833357e-01
2.985952550771821e-05,2.250860e+00,4.315900e+00,4.833523e-01
2.986152550771889e-05,2.320155e+00,4.315879e+00,4.833677e-01
2.986352550771957e-05,2.389482e+00,4.315848e+00,4.833821e-01
2.986552550772025e-05,2.458857e+00,4.315808e+00,4.833953e-01
2.986752550772093e-05,2.528295e+00,4.315760e+00,4.834073e-01
2.986952550772162e-05,2.597816e+00,4.315704e+00,4.834180e-01
2.987152550772230e-05,2.667439e+00,4.315641e+00,4.834275e-01
2.987352550772298e-05,2.737187e+00,4.315572e+00,4.834355e-01
2.987552550772366e-05,2.807085e+00,4.315495e+00,4.834421e-01
2.987752550772434e-05,2.877160e+00,4.315412e+00,4.834470e-01
2.987952550772503e-05,2.947445e+00,4.315322e+00,4.834503e-01
2.988152550772571e-05,3.017977e+00,4.315226e+00,4.834516e-01
2.988352550772639e-05,3.088795e+00,4.315123e+00,4.834510e-01
2.988552550772707e-05,3.159947e+00,4.315014e+00,4.834481e-01
2.988752550772775e-05,3.231487e+00,4.314898e+00,4.834427e-01
2.988952550772844e-05,3.303475e+00,4.314775e+00,4.834346e-01
2.989152550772912e-05,3.375983e+00,4.314644e+00,4.834234e-01
2.989352550772980e-05,3.449091e+00,4.314506e+00,4.834088e-01
2.989552550773048e-05,3.522893e+00,4.314358e+00,4.833904e-01
2.989752550773116e-05,3.597495e+00,4.314200e+00,4.833677e-01
2.989909693630313e-05,3.656526e+00,4.314072e+00,4.833474e-01
2.990066836487509e-05,3.716411e+00,4.313934e+00,4.833228e-01
2.990223979344706e-05,3.777151e+00,4.313787e+00,4.832938e-01
2.990381122201902e-05,3.838744e+00,4.313632e+00,4.832604e-01
2.990538265059098e-05,3.901191e+00,4.313468e+00,4.832226e-01
2.990695407916295e-05,3.964492e+00,4.313294e+00,4.831804e-01
2.990852550773491e-05,4.028646e+00,4.313112e+00,4.831338e-01
2.990952550773526e-05,4.070268e+00,4.312989e+00,4.831002e-01
2.991066836487850e-05,4.118328e+00,4.312843e+00,4.830592e-01
2.991181122202175e-05,4.167312e+00,4.312688e+00,4.830137e-01
2.991295407916500e-05,4.217220e+00,4.312526e+00,4.829638e-01
2.991409693630824e-05,4.268052e+00,4.312355e+00,4.829094e-01
2.991523979345149e-05,4.319808e+00,4.312176e+00,4.828505e-01
2.991638265059474e-05,4.372488e+00,4.311989e+00,4.827872e-01
2.991752550773798e-05,4.426092e+00,4.311793e+00,4.827194e-01
2.991852550773832e-05,4.474115e+00,4.311613e+00,4.826550e-01
2.991952550773867e-05,4.523096e+00,4.311426e+00,4.825864e-01
2.992052550773901e-05,4.573089e+00,4.311231e+00,4.825134e-01
2.992152550773935e-05,4.624148e+00,4.311029e+00,4.824360e-01
2.992352550774003e-05,4.729675e+00,4.310602e+00,4.822676e-01
2.992552550774071e-05,4.840081e+00,4.310146e+00,4.820813e-01
2.992752550774139e-05,4.955721e+00,4.309664e+00,4.818780e-01
2.992952550774208e-05,5.076879e+00,4.309159e+00,4.816589e-01
2.993152550774276e-05,5.203752e+00,4.308637e+00,4.814258e-01
2.993352550774344e-05,5.336447e+00,4.308101e+00,4.811804e-01
2.993509693631540e-05,5.445026e+00,4.307670e+00,4.809796e-01
2.993666836488737e-05,5.556972e+00,4.307238e+00,4.807735e-01
2.993823979345933e-05,5.672284e+00,4.306805e+00,4.805623e-01
2.993981122203130e-05,5.790963e+00,4.306371e+00,4.803458e-01
2.994138265060326e-05,5.913007e+00,4.305936e+00,4.801241e-01
2.994295407917523e-05,6.038418e+00,4.305500e+00,4.798972e-01
2.994452550774719e-05,6.167195e+00,4.305063e+00,4.796651e-01
2.994681122203368e-05,6.360349e+00,4.304437e+00,4.793294e-01
2.994909693632018e-05,6.558367e+00,4.303805e+00,4.789676e-01
2.995138265060667e-05,6.761249e+00,4.303167e+00,4.785797e-01
2.995366836489317e-05,6.968995e+00,4.302523e+00,4.781658e-01
2.995595407917966e-05,7.181605e+00,4.301873e+00,4.777258e-01
2.995823979346615e-05,7.399078e+00,4.301217e+00,4.772598e-01
2.996052550775265e-05,7.621416e+00,4.300554e+00,4.767677e-01
2.996352550775367e-05,7.917486e+00,4.299640e+00,4.760166e-01
2.996652550775469e-05,8.219168e+00,4.298671e+00,4.751341e-01
2.996852550775538e-05,8.423101e+00,4.297980e+00,4.744454e-01
2.997052550775606e-05,8.629086e+00,4.297242e+00,4.736473e-01
2.997252550775674e-05,8.836949e+00,4.296437e+00,4.727009e-01
2.997352550775708e-05,8.941526e+00,4.296000e+00,4.721496e-01
2.997452550775742e-05,9.046480e+00,4.295520e+00,4.714963e-01
2.997552550775776e-05,9.151610e+00,4.294895e+00,4.704633e-01
