time,Vv,Vvgate,IM1
2.540861676180589e-08,9.758906e+00,2.889404e+00,-3.586321e-02
2.640414077399039e-08,9.758973e+00,3.003854e+00,-3.524594e-02
2.740414077433140e-08,9.759036e+00,3.116536e+00,-3.463221e-02
2.840414077467240e-08,9.759094e+00,3.226977e+00,-3.402672e-02
2.940414077501341e-08,9.759148e+00,3.335216e+00,-3.343047e-02
3.040414077535442e-08,9.759198e+00,3.441294e+00,-3.284395e-02
3.140414077569542e-08,9.759244e+00,3.545253e+00,-3.226724e-02
3.240414077603643e-08,9.759287e+00,3.647133e+00,-3.169884e-02
3.340414077637743e-08,9.759325e+00,3.746974e+00,-3.112724e-02
3.440414077671844e-08,9.759356e+00,3.844814e+00,-3.047672e-02
3.540414077705945e-08,9.759363e+00,3.940670e+00,-2.932335e-02
3.640414077740045e-08,9.759272e+00,4.034494e+00,-2.585297e-02
3.740414077774146e-08,9.758858e+00,4.126067e+00,-1.482479e-02
3.840414077808246e-08,9.757712e+00,4.214957e+00,1.318848e-02
3.940414077842347e-08,9.755363e+00,4.300690e+00,6.819171e-02
4.040414077876447e-08,9.751484e+00,4.382999e+00,1.555122e-01
4.140414077910548e-08,9.745954e+00,4.461886e+00,2.746637e-01
4.240414077944649e-08,9.738769e+00,4.537497e+00,4.220043e-01
4.340414077978749e-08,9.729935e+00,4.610001e+00,5.932014e-01
4.440414078012850e-08,9.719418e+00,4.679532e+00,7.841811e-01
4.540414078046950e-08,9.707108e+00,4.746167e+00,9.912224e-01
4.640414078081051e-08,9.692763e+00,4.809903e+00,1.210741e+00
4.740414078115152e-08,9.675913e+00,4.870605e+00,1.438880e+00
4.840414078149252e-08,9.655586e+00,4.927872e+00,1.670640e+00
4.940414078183353e-08,9.629446e+00,4.980587e+00,1.897213e+00
5.040414078217453e-08,9.588222e+00,5.024014e+00,2.089331e+00
5.140414078251554e-08,9.502333e+00,5.043023e+00,2.142447e+00
5.175322733211307e-08,9.348692e+00,4.985605e+00,1.617507e+00
5.189466608778587e-08,9.137728e+00,4.884111e+00,8.482403e-01
5.193322606157624e-08,9.039016e+00,4.832964e+00,6.329559e-01
5.195196321142875e-08,8.988511e+00,4.805916e+00,5.889332e-01
5.197063266022817e-08,8.943950e+00,4.782064e+00,5.582557e-01
5.198900511222543e-08,8.904573e+00,4.761102e+00,5.290118e-01
5.202575001708731e-08,8.835629e+00,4.724585e+00,4.838691e-01
5.207056143555211e-08,8.765439e+00,4.687817e+00,4.421826e-01
5.214722453936865e-08,8.670135e+00,4.638858e+00,3.927319e-01
5.222310186896173e-08,8.598365e+00,4.603215e+00,3.605739e-01
5.233651465073180e-08,8.520203e+00,4.566604e+00,3.312095e-01
5.245880173570389e-08,8.459631e+00,4.540807e+00,3.123919e-01
5.263892328619124e-08,8.397096e+00,4.518292e+00,2.973576e-01
5.284331223986971e-08,8.346277e+00,4.504485e+00,2.886631e-01
5.314421237800904e-08,8.290519e+00,4.495283e+00,2.830926e-01
5.350879665137059e-08,8.234871e+00,4.491064e+00,2.805018e-01
5.407781988354954e-08,8.156588e+00,4.489363e+00,2.792809e-01
5.487243973957556e-08,8.051114e+00,4.488937e+00,2.786728e-01
5.687243974025757e-08,7.790040e+00,4.488846e+00,2.777546e-01
5.987243974128059e-08,7.406972e+00,4.488800e+00,2.765937e-01
6.287243974230361e-08,7.035404e+00,4.488788e+00,2.756042e-01
6.587243974332663e-08,6.672674e+00,4.488782e+00,2.747518e-01
6.887243974434964e-08,6.329209e+00,4.488706e+00,2.739470e-01
7.187243974537266e-08,6.005008e+00,4.488560e+00,2.731898e-01
7.487243974639568e-08,5.700071e+00,4.488345e+00,2.724802e-01
7.787243974741870e-08,5.414399e+00,4.488061e+00,2.718182e-01
8.087243974844172e-08,5.147991e+00,4.487706e+00,2.712037e-01
8.387243974946473e-08,4.900847e+00,4.487282e+00,2.706369e-01
8.687243975048775e-08,4.678119e+00,4.486898e+00,2.701409e-01
8.987243975151077e-08,4.474309e+00,4.486580e+00,2.697279e-01
9.287243975253379e-08,4.286470e+00,4.486358e+00,2.693986e-01
9.587243975355680e-08,4.111486e+00,4.486236e+00,2.691441e-01
9.887243975457982e-08,3.946547e+00,4.486203e+00,2.689508e-01
1.018724397556028e-07,3.789332e+00,4.486245e+00,2.688055e-01
1.041581540420966e-07,3.674557e+00,4.486326e+00,2.687260e-01
1.064438683285903e-07,3.561514e+00,4.486428e+00,2.686576e-01
1.087295826150840e-07,3.450200e+00,4.486548e+00,2.686003e-01
1.110152969015777e-07,3.340618e+00,4.486689e+00,2.685542e-01
1.133010111880715e-07,3.232766e+00,4.486849e+00,2.685191e-01
1.155867254745652e-07,3.126646e+00,4.487028e+00,2.684952e-01
1.178724397610589e-07,3.022256e+00,4.487227e+00,2.684823e-01
1.223010111911405e-07,2.821591e+00,4.487634e+00,2.684688e-01
1.267295826212221e-07,2.621863e+00,4.488068e+00,2.684648e-01
1.311581540513037e-07,2.423071e+00,4.488529e+00,2.684702e-01
1.355867254813853e-07,2.225217e+00,4.489017e+00,2.684851e-01
1.400152969114669e-07,2.028299e+00,4.489532e+00,2.685094e-01
1.444438683415485e-07,1.832318e+00,4.490074e+00,2.685431e-01
1.488724397716301e-07,1.637273e+00,4.490643e+00,2.685863e-01
1.758724397808373e-07,4.481559e-01,4.495009e+00,2.689368e-01
1.768724397811783e-07,4.043250e-01,4.495296e+00,2.689450e-01
1.778724397815193e-07,3.615133e-01,4.496425e+00,2.688802e-01
1.788724397818603e-07,3.219098e-01,4.500173e+00,2.686953e-01
1.798724397822013e-07,2.873766e-01,4.507998e+00,2.684670e-01
1.808724397825423e-07,2.581005e-01,4.519992e+00,2.682680e-01
1.818724397828833e-07,2.333826e-01,4.535557e+00,2.681039e-01
1.828724397832243e-07,2.124910e-01,4.554074e+00,2.679714e-01
1.838724397835653e-07,1.947734e-01,4.574996e+00,2.678662e-01
1.848724397839063e-07,1.796708e-01,4.597853e+00,2.677838e-01
1.858724397842473e-07,1.667196e-01,4.622258e+00,2.677202e-01
1.868724397845883e-07,1.555411e-01,4.647895e+00,2.676717e-01
1.878724397849293e-07,1.458291e-01,4.674507e+00,2.676354e-01
1.888724397852704e-07,1.373363e-01,4.701888e+00,2.676089e-01
1.898724397856114e-07,1.298630e-01,4.729872e+00,2.675905e-01
1.908724397859524e-07,1.232474e-01,4.758324e+00,2.675784e-01
1.918724397862934e-07,1.173581e-01,4.787135e+00,2.675716e-01
1.928724397866344e-07,1.120874e-01,4.816215e+00,2.675691e-01
1.938724397869754e-07,1.073471e-01,4.845491e+00,2.675702e-01
1.948724397873164e-07,1.030641e-01,4.874904e+00,2.675742e-01
1.958724397876574e-07,9.917748e-02,4.904402e+00,2.675806e-01
1.968724397879984e-07,9.563650e-02,4.933945e+00,2.675892e-01
1.978724397883394e-07,9.239836e-02,4.963498e+00,2.675994e-01
1.988724397886804e-07,8.942685e-02,4.993031e+00,2.676112e-01
1.998724397890214e-07,8.669114e-02,5.022520e+00,2.676242e-01
2.008724397893624e-07,8.416491e-02,5.051944e+00,2.676383e-01
2.018724397897034e-07,8.182549e-02,5.081286e+00,2.676533e-01
2.028724397900444e-07,7.965334e-02,5.110530e+00,2.676691e-01
2.038724397903854e-07,7.763147e-02,5.139664e+00,2.676857e-01
2.048724397907264e-07,7.574511e-02,5.168676e+00,2.677028e-01
2.058724397910675e-07,7.398131e-02,5.197556e+00,2.677205e-01
2.068724397914085e-07,7.232872e-02,5.226298e+00,2.677387e-01
2.078724397917495e-07,7.077730e-02,5.254894e+00,2.677573e-01
2.088724397920905e-07,6.931820e-02,5.283338e+00,2.677763e-01
2.108724397927725e-07,6.664631e-02,5.339748e+00,2.678151e-01
2.128724397934545e-07,6.425974e-02,5.395498e+00,2.678551e-01
2.148724397941365e-07,6.211573e-02,5.450563e+00,2.678959e-01
2.168724397948185e-07,6.017958e-02,5.504927e+00,2.679374e-01
2.188724397955005e-07,5.842287e-02,5.558577e+00,2.679795e-01
2.208724397961825e-07,5.682211e-02,5.611505e+00,2.680221e-01
2.228724397968646e-07,5.535771e-02,5.663707e+00,2.680651e-01
2.248724397975466e-07,5.401322e-02,5.715182e+00,2.681084e-01
2.278724397985696e-07,5.219140e-02,5.791032e+00,2.681740e-01
2.308724397995926e-07,5.056987e-02,5.865255e+00,2.682400e-01
2.338724398006156e-07,4.911782e-02,5.937863e+00,2.683065e-01
2.368724398016386e-07,4.781048e-02,6.008876e+00,2.683733e-01
2.398724398026617e-07,4.662764e-02,6.078314e+00,2.684405e-01
2.428724398036847e-07,4.555269e-02,6.146202e+00,2.685078e-01
2.453010112330843e-07,4.476312e-02,6.200004e+00,2.685625e-01
2.477295826624838e-07,4.401727e-02,6.252858e+00,2.686173e-01
2.501581540918834e-07,4.331513e-02,6.304763e+00,2.686722e-01
2.525867255212830e-07,4.265670e-02,6.355721e+00,2.687271e-01
2.550152969506826e-07,4.204199e-02,6.405731e+00,2.687821e-01
2.574438683800822e-07,4.147098e-02,6.454793e+00,2.688372e-01
2.598724398094818e-07,4.094369e-02,6.502907e+00,2.688924e-01
2.628724398105048e-07,4.033163e-02,6.561084e+00,2.689607e-01
2.658724398115278e-07,3.975366e-02,6.617993e+00,2.690290e-01
2.688724398125508e-07,3.920976e-02,6.673634e+00,2.690973e-01
2.718724398135738e-07,3.869995e-02,6.728008e+00,2.691657e-01
2.748724398145969e-07,3.822421e-02,6.781114e+00,2.692342e-01
2.778724398156199e-07,3.778255e-02,6.832952e+00,2.693027e-01
2.808724398166429e-07,3.737497e-02,6.883523e+00,2.693712e-01
2.847295826751010e-07,3.688427e-02,6.946781e+00,2.694594e-01
2.885867255335592e-07,3.642219e-02,7.008287e+00,2.695477e-01
2.924438683920174e-07,3.598874e-02,7.068041e+00,2.696360e-01
2.963010112504756e-07,3.558391e-02,7.126043e+00,2.697243e-01
3.001581541089337e-07,3.520770e-02,7.182294e+00,2.698126e-01
3.040152969673919e-07,3.486012e-02,7.236792e+00,2.699010e-01
3.078724398258501e-07,3.454116e-02,7.289539e+00,2.699894e-01
3.127295826846492e-07,3.416597e-02,7.353672e+00,2.701008e-01
3.175867255434484e-07,3.381361e-02,7.415608e+00,2.702122e-01
3.224438684022476e-07,3.348408e-02,7.475348e+00,2.703237e-01
3.273010112610468e-07,3.317737e-02,7.532892e+00,2.704351e-01
3.321581541198459e-07,3.289348e-02,7.588239e+00,2.705466e-01
3.370152969786451e-07,3.263242e-02,7.641389e+00,2.706581e-01
3.418724398374443e-07,3.239418e-02,7.692343e+00,2.707697e-01
3.480152969823962e-07,3.211411e-02,7.753982e+00,2.709107e-01
3.541581541273480e-07,3.185228e-02,7.813018e+00,2.710518e-01
3.603010112722999e-07,3.160869e-02,7.869452e+00,2.711929e-01
3.664438684172518e-07,3.138335e-02,7.923285e+00,2.713340e-01
3.725867255622037e-07,3.117624e-02,7.974515e+00,2.714752e-01
3.787295827071556e-07,3.098738e-02,8.023144e+00,2.716163e-01
3.848724398521075e-07,3.081676e-02,8.069170e+00,2.717575e-01
3.918724398544945e-07,3.063609e-02,8.118970e+00,2.719184e-01
3.988724398568816e-07,3.046748e-02,8.166415e+00,2.720793e-01
4.058724398592686e-07,3.031094e-02,8.211505e+00,2.722402e-01
4.128724398616557e-07,3.016646e-02,8.254241e+00,2.724011e-01
4.198724398640427e-07,3.003405e-02,8.294623e+00,2.725620e-01
4.268724398664298e-07,2.991370e-02,8.332650e+00,2.727229e-01
4.338724398688168e-07,2.980542e-02,8.368323e+00,2.728839e-01
4.367295827269339e-07,2.976280e-02,8.382434e+00,2.729495e-01
4.395867255850511e-07,2.972146e-02,8.396246e+00,2.730152e-01
4.424438684431683e-07,2.968142e-02,8.409761e+00,2.730809e-01
4.453010113012854e-07,2.964266e-02,8.422978e+00,2.731466e-01
4.481581541594026e-07,2.960520e-02,8.435897e+00,2.732123e-01
4.510152970175198e-07,2.956902e-02,8.448517e+00,2.732780e-01
4.538724398756369e-07,2.953414e-02,8.460840e+00,2.733437e-01
4.548724398759779e-07,2.952217e-02,8.465094e+00,2.733667e-01
4.558724398763189e-07,2.951033e-02,8.469314e+00,2.733896e-01
4.578724398770009e-07,2.948707e-02,8.477654e+00,2.734357e-01
4.608724398780240e-07,2.945318e-02,8.489922e+00,2.735046e-01
4.670152970229759e-07,2.938804e-02,8.514025e+00,2.736458e-01
4.731581541679277e-07,2.932679e-02,8.537110e+00,2.737871e-01
4.793010113128796e-07,2.926942e-02,8.559176e+00,2.739283e-01
4.854438684578315e-07,2.921594e-02,8.580224e+00,2.740695e-01
4.915867256027835e-07,2.916633e-02,8.600253e+00,2.742108e-01
4.977295827477353e-07,2.912062e-02,8.619264e+00,2.743520e-01
5.038724398926872e-07,2.907878e-02,8.637256e+00,2.744932e-01
5.151581541822500e-07,2.901072e-02,8.667833e+00,2.747527e-01
5.264438684718128e-07,2.894981e-02,8.696273e+00,2.750122e-01
5.377295827613756e-07,2.889605e-02,8.722575e+00,2.752717e-01
5.490152970509383e-07,2.884943e-02,8.746739e+00,2.755311e-01
5.603010113405011e-07,2.880996e-02,8.768765e+00,2.757906e-01
5.715867256300640e-07,2.877764e-02,8.788653e+00,2.760500e-01
5.828724399196267e-07,2.875246e-02,8.806403e+00,2.763095e-01
5.944438684950012e-07,2.873080e-02,8.823177e+00,2.765755e-01
6.060152970703756e-07,2.871275e-02,8.838755e+00,2.768415e-01
6.175867256457502e-07,2.869831e-02,8.853137e+00,2.771075e-01
6.291581542211247e-07,2.868749e-02,8.866323e+00,2.773735e-01
6.407295827964992e-07,2.868029e-02,8.878314e+00,2.776394e-01
6.523010113718737e-07,2.867670e-02,8.889110e+00,2.779054e-01
6.638724399472481e-07,2.867672e-02,8.898709e+00,2.781714e-01
6.754438685226226e-07,2.867886e-02,8.907560e+00,2.784373e-01
6.870152970979971e-07,2.868280e-02,8.915779e+00,2.787033e-01
6.985867256733717e-07,2.868856e-02,8.923368e+00,2.789692e-01
7.101581542487462e-07,2.869613e-02,8.930326e+00,2.792351e-01
7.217295828241207e-07,2.870552e-02,8.936652e+00,2.795010e-01
7.333010113994951e-07,2.871672e-02,8.942348e+00,2.797669e-01
7.448724399748696e-07,2.872973e-02,8.947413e+00,2.800328e-01
7.564438685502441e-07,2.874384e-02,8.952083e+00,2.802986e-01
7.680152971256186e-07,2.875888e-02,8.956421e+00,2.805645e-01
7.795867257009932e-07,2.877486e-02,8.960425e+00,2.808304e-01
7.911581542763677e-07,2.879177e-02,8.964096e+00,2.810962e-01
8.027295828517421e-07,2.880962e-02,8.967435e+00,2.813620e-01
8.143010114271166e-07,2.882840e-02,8.970441e+00,2.816278e-01
8.258724400024911e-07,2.884811e-02,8.973114e+00,2.818936e-01
8.374438685778656e-07,2.886840e-02,8.975578e+00,2.821594e-01
8.490152971532401e-07,2.888917e-02,8.977867e+00,2.824252e-01
8.605867257286147e-07,2.891043e-02,8.979980e+00,2.826910e-01
8.721581543039891e-07,2.893218e-02,8.981917e+00,2.829567e-01
8.837295828793636e-07,2.895442e-02,8.983679e+00,2.832225e-01
8.953010114547381e-07,2.897714e-02,8.985265e+00,2.834882e-01
9.068724400301126e-07,2.900036e-02,8.986675e+00,2.837539e-01
9.173010114622402e-07,2.902153e-02,8.987855e+00,2.839934e-01
9.277295828943679e-07,2.904291e-02,8.988958e+00,2.842328e-01
9.381581543264955e-07,2.906451e-02,8.989983e+00,2.844723e-01
9.485867257586232e-07,2.908632e-02,8.990931e+00,2.847117e-01
9.590152971907507e-07,2.910834e-02,8.991802e+00,2.849511e-01
9.694438686228785e-07,2.913058e-02,8.992595e+00,2.851906e-01
9.798724400550060e-07,2.915304e-02,8.993310e+00,2.854300e-01
9.808724400553470e-07,2.915519e-02,8.993377e+00,2.854530e-01
9.923010114878156e-07,2.917999e-02,8.994094e+00,2.857153e-01
1.003729582920284e-06,2.920492e-02,8.994760e+00,2.859776e-01
1.015158154352753e-06,2.922999e-02,8.995376e+00,2.862400e-01
1.026586725785222e-06,2.925520e-02,8.995941e+00,2.865023e-01
1.038015297217690e-06,2.928055e-02,8.996455e+00,2.867646e-01
1.049443868650159e-06,2.930603e-02,8.996919e+00,2.870269e-01
1.060872440082627e-06,2.933166e-02,8.997333e+00,2.872891e-01
1.072301011515096e-06,2.935738e-02,8.997713e+00,2.875514e-01
1.083729582947565e-06,2.938317e-02,8.998068e+00,2.878137e-01
1.095158154380033e-06,2.940903e-02,8.998395e+00,2.880759e-01
1.106586725812502e-06,2.943497e-02,8.998695e+00,2.883382e-01
1.118015297244971e-06,2.946098e-02,8.998969e+00,2.886004e-01
1.129443868677439e-06,2.948706e-02,8.999216e+00,2.888626e-01
1.140872440109908e-06,2.951322e-02,8.999436e+00,2.891248e-01
1.152158154399471e-06,2.953910e-02,8.999637e+00,2.893837e-01
1.163443868689034e-06,2.956501e-02,8.999823e+00,2.896426e-01
1.174729582978596e-06,2.959096e-02,8.999995e+00,2.899015e-01
1.186015297268159e-06,2.961695e-02,9.000154e+00,2.901604e-01
1.197301011557722e-06,2.964298e-02,9.000298e+00,2.904192e-01
1.208586725847285e-06,2.966905e-02,9.000428e+00,2.906781e-01
1.219872440136847e-06,2.969516e-02,9.000545e+00,2.909369e-01
1.231015297283504e-06,2.972095e-02,9.000651e+00,2.911924e-01
1.242158154430161e-06,2.974677e-02,9.000750e+00,2.914480e-01
1.253301011576818e-06,2.977261e-02,9.000842e+00,2.917035e-01
1.264443868723475e-06,2.979846e-02,9.000926e+00,2.919590e-01
1.275586725870132e-06,2.982434e-02,9.001003e+00,2.922145e-01
1.286729583016789e-06,2.985023e-02,9.001072e+00,2.924700e-01
1.297872440163446e-06,2.987615e-02,9.001134e+00,2.927255e-01
1.308586725881385e-06,2.990108e-02,9.001189e+00,2.929711e-01
1.319301011599324e-06,2.992602e-02,9.001241e+00,2.932168e-01
1.330015297317264e-06,2.995097e-02,9.001289e+00,2.934624e-01
1.340729583035203e-06,2.997592e-02,9.001333e+00,2.937080e-01
1.351443868753143e-06,3.000089e-02,9.001373e+00,2.939536e-01
1.362158154471082e-06,3.002587e-02,9.001410e+00,2.941992e-01
1.372872440189021e-06,3.005085e-02,9.001443e+00,2.944448e-01
1.382872440192431e-06,3.007418e-02,9.001472e+00,2.946740e-01
1.392872440195841e-06,3.009751e-02,9.001498e+00,2.949032e-01
1.402872440199252e-06,3.012084e-02,9.001524e+00,2.951323e-01
1.412872440202662e-06,3.014418e-02,9.001547e+00,2.953615e-01
1.422872440206072e-06,3.016752e-02,9.001568e+00,2.955907e-01
1.432872440209482e-06,3.019087e-02,9.001588e+00,2.958198e-01
1.442872440212892e-06,3.021422e-02,9.001606e+00,2.960490e-01
1.451586725930149e-06,3.023457e-02,9.001620e+00,2.962486e-01
1.460301011647406e-06,3.025492e-02,9.001634e+00,2.964483e-01
1.469015297364664e-06,3.027528e-02,9.001647e+00,2.966480e-01
1.477729583081921e-06,3.029563e-02,9.001659e+00,2.968476e-01
1.486443868799179e-06,3.031599e-02,9.001670e+00,2.970473e-01
1.495158154516436e-06,3.033635e-02,9.001680e+00,2.972469e-01
1.503872440233693e-06,3.035671e-02,9.001690e+00,2.974465e-01
1.513015297379668e-06,3.037807e-02,9.001699e+00,2.976560e-01
1.522158154525643e-06,3.039944e-02,9.001708e+00,2.978654e-01
1.531301011671618e-06,3.042080e-02,9.001716e+00,2.980749e-01
1.540443868817593e-06,3.044217e-02,9.001724e+00,2.982843e-01
1.549586725963568e-06,3.046353e-02,9.001731e+00,2.984937e-01
1.558729583109543e-06,3.048490e-02,9.001738e+00,2.987031e-01
1.567872440255517e-06,3.050627e-02,9.001744e+00,2.989125e-01
1.582443868831915e-06,3.054032e-02,9.001753e+00,2.992462e-01
1.597015297408312e-06,3.057438e-02,9.001761e+00,2.995799e-01
1.611586725984710e-06,3.060844e-02,9.001768e+00,2.999135e-01
1.626158154561107e-06,3.064249e-02,9.001774e+00,3.002472e-01
1.640729583137505e-06,3.067655e-02,9.001780e+00,3.005808e-01
1.655301011713903e-06,3.071061e-02,9.001785e+00,3.009144e-01
1.669872440290300e-06,3.074466e-02,9.001789e+00,3.012480e-01
1.692872440298143e-06,3.079842e-02,9.001795e+00,3.017745e-01
1.715872440305986e-06,3.085217e-02,9.001801e+00,3.023010e-01
1.738872440313829e-06,3.090592e-02,9.001805e+00,3.028274e-01
1.761872440321673e-06,3.095967e-02,9.001809e+00,3.033537e-01
1.784872440329516e-06,3.101341e-02,9.001812e+00,3.038800e-01
1.807872440337359e-06,3.106715e-02,9.001814e+00,3.044063e-01
1.830872440345202e-06,3.112089e-02,9.001816e+00,3.049325e-01
1.855586726067916e-06,3.117863e-02,9.001817e+00,3.054979e-01
1.880301011790629e-06,3.123636e-02,9.001819e+00,3.060632e-01
1.905015297513342e-06,3.129409e-02,9.001820e+00,3.066285e-01
1.929729583236056e-06,3.135181e-02,9.001821e+00,3.071937e-01
1.954443868958769e-06,3.140953e-02,9.001822e+00,3.077588e-01
1.979158154681483e-06,3.146724e-02,9.001823e+00,3.083239e-01
2.003872440404196e-06,3.152495e-02,9.001823e+00,3.088889e-01
2.004872440404537e-06,3.152728e-02,9.001823e+00,3.089118e-01
2.098586726150780e-06,3.174606e-02,9.001825e+00,3.110538e-01
2.192301011897023e-06,3.196474e-02,9.001826e+00,3.131950e-01
2.286015297643266e-06,3.218335e-02,9.001826e+00,3.153353e-01
2.379729583389509e-06,3.240188e-02,9.001826e+00,3.174749e-01
2.473443869135752e-06,3.262032e-02,9.001826e+00,3.196135e-01
2.567158154881994e-06,3.283868e-02,9.001826e+00,3.217514e-01
2.660872440628237e-06,3.305696e-02,9.001825e+00,3.238884e-01
3.028872440753727e-06,3.391328e-02,9.001825e+00,3.322720e-01
4.052872441102917e-06,3.628924e-02,9.001825e+00,3.555312e-01
4.191443869721599e-06,3.660998e-02,9.001825e+00,3.586708e-01
4.330015298340281e-06,3.693053e-02,9.001825e+00,3.618085e-01
4.468586726958964e-06,3.725089e-02,9.001824e+00,3.649444e-01
4.607158155577646e-06,3.757105e-02,9.001824e+00,3.680783e-01
4.745729584196329e-06,3.789103e-02,9.001824e+00,3.712103e-01
4.884301012815011e-06,3.821082e-02,9.001824e+00,3.743404e-01
5.022872441433693e-06,3.853041e-02,9.001824e+00,3.774686e-01
5.076872441452107e-06,3.865490e-02,9.001824e+00,3.786871e-01
6.100872441801297e-06,4.101006e-02,9.001824e+00,4.017375e-01
7.124872442150487e-06,4.335446e-02,9.001823e+00,4.246803e-01
8.148872442499677e-06,4.568789e-02,9.001822e+00,4.475132e-01
9.172872442848867e-06,4.801013e-02,9.001822e+00,4.702341e-01
9.675776153901354e-06,4.914645e-02,9.001822e+00,4.813511e-01
9.676000000000996e-06,4.914696e-02,9.001822e+00,4.813560e-01
9.676022384610787e-06,4.914694e-02,9.001812e+00,4.813566e-01
9.676067153830369e-06,4.914683e-02,9.001789e+00,4.813577e-01
9.676156692270399e-06,4.914637e-02,9.001732e+00,4.813598e-01
9.676335769150460e-06,4.914505e-02,9.001596e+00,4.813639e-01
9.676641846242083e-06,4.914230e-02,9.001321e+00,4.813707e-01
9.677000000001337e-06,4.913869e-02,9.000950e+00,4.813787e-01
9.677035815377176e-06,4.913840e-02,9.000921e+00,4.813794e-01
9.677107446128853e-06,4.913796e-02,9.000871e+00,4.813808e-01
9.677250707632208e-06,4.913745e-02,9.000783e+00,4.813838e-01
9.677537230639785e-06,4.913669e-02,9.000595e+00,4.813901e-01
9.678016270295818e-06,4.913378e-02,9.000111e+00,4.814010e-01
9.678670968860277e-06,4.912180e-02,8.998702e+00,4.814161e-01
9.679576728066630e-06,4.908586e-02,8.994939e+00,4.814384e-01
9.679903497610345e-06,4.905525e-02,8.991952e+00,4.814493e-01
9.680108026276918e-06,4.901782e-02,8.988555e+00,4.814567e-01
9.680346715326346e-06,4.896252e-02,8.983774e+00,4.814618e-01
9.680499512867459e-06,4.893097e-02,8.980971e+00,4.814633e-01
