time	V(N001,Vo)	I(D1)	I(L1)
2.800009775626540e-04	4.865537e+00	-1.544655e-01	3.699667e-01
2.800009826536100e-04	4.865355e+00	4.182476e-03	3.699668e-01
2.800009898180881e-04	4.865375e+00	-2.878017e-04	3.699669e-01
2.800010000000000e-04	4.865369e+00	-1.643604e-04	3.699671e-01
2.800010010181912e-04	4.865369e+00	-1.167706e-04	3.699672e-01
2.800010030545736e-04	4.865370e+00	-5.660888e-05	3.699672e-01
2.800010071273384e-04	4.865371e+00	-1.339831e-05	3.699673e-01
2.800010152728679e-04	4.865371e+00	-2.904680e-07	3.699675e-01
2.800010315639269e-04	4.865371e+00	-1.132489e-07	3.699678e-01
2.800010641460450e-04	4.865371e+00	-1.481103e-07	3.699685e-01
2.800011293102812e-04	4.865371e+00	-1.365321e-07	3.699698e-01
2.800012596387535e-04	4.865370e+00	-1.412919e-07	3.699726e-01
2.800015202956981e-04	4.865368e+00	-1.391302e-07	3.699781e-01
2.803064889209263e-04	4.864158e+00	-1.395924e-07	3.763838e-01
2.806114575461546e-04	4.862896e+00	-1.399372e-07	3.827809e-01
2.809164261713828e-04	4.861583e+00	-1.401645e-07	3.891694e-01
2.812213947966110e-04	4.860218e+00	-1.402745e-07	3.955494e-01
2.815263634218392e-04	4.858802e+00	-1.402671e-07	4.019208e-01
2.818313320470674e-04	4.857334e+00	-1.401423e-07	4.082837e-01
2.821363006722957e-04	4.855814e+00	-1.399000e-07	4.146379e-01
2.836011444222957e-04	4.848026e+00	-1.399547e-07	4.450712e-01
2.867583784500000e-04	4.828108e+00	-1.400772e-07	5.100975e-01
2.882222222000000e-04	4.817162e+00	-1.401393e-07	5.399188e-01
2.882232222000000e-04	4.817153e+00	-2.116343e-07	5.399390e-01
2.882233222000000e-04	4.817153e+00	-1.644740e-07	5.399411e-01
2.882235222000000e-04	4.817151e+00	-1.401349e-07	5.399451e-01
2.882238222000000e-04	4.447241e+00	1.610755e-01	5.399511e-01
2.882240250274881e-04	3.346783e+00	4.068749e-01	5.399544e-01
2.882242222000001e-04	1.447206e+00	5.399567e-01	5.399567e-01
2.882242813517536e-04	8.699541e-01	5.399569e-01	5.399569e-01
2.882243602207584e-04	1.507139e-01	5.399569e-01	5.399569e-01
2.882245179587680e-04	-1.114645e+00	5.399559e-01	5.399559e-01
2.882248334347871e-04	-3.023661e+00	5.399519e-01	5.399519e-01
2.882252372252428e-04	-4.237775e+00	5.399442e-01	5.399442e-01
2.882260448061542e-04	-4.765340e+00	5.399259e-01	5.399259e-01
2.882297408789029e-04	-4.877239e+00	5.398387e-01	5.398387e-01
2.882460484200717e-04	-4.918320e+00	5.394472e-01	5.394472e-01
2.882623559612407e-04	-4.950458e+00	5.390550e-01	5.390550e-01
2.882786635024096e-04	-4.973655e+00	5.386621e-01	5.386621e-01
2.882949710435785e-04	-4.987910e+00	5.382686e-01	5.382686e-01
2.883112785847474e-04	-4.993223e+00	5.378743e-01	5.378743e-01
2.883275861259164e-04	-4.989594e+00	5.374794e-01	5.374794e-01
2.883438936670853e-04	-4.977023e+00	5.370838e-01	5.370838e-01
2.899907660003585e-04	-4.967586e+00	4.973263e-01	4.973263e-01
2.916376383336317e-04	-4.956031e+00	4.578696e-01	4.578697e-01
2.932845106669050e-04	-4.942358e+00	4.187138e-01	4.187138e-01
2.949313830001782e-04	-4.926567e+00	3.798588e-01	3.798588e-01
2.965782553334515e-04	-4.908658e+00	3.413046e-01	3.413046e-01
2.982251276667248e-04	-4.888631e+00	3.030512e-01	3.030512e-01
2.998719999999980e-04	-4.866486e+00	2.650987e-01	2.650987e-01
3.000000000000000e-04	-4.864668e+00	2.621680e-01	2.621680e-01
3.000008285181082e-04	-4.864656e+00	2.621491e-01	2.621491e-01
3.000008841482822e-04	-3.594999e-01	-9.279965e+01	2.621479e-01
3.000008887396520e-04	-3.768711e-01	-1.340297e+02	2.621479e-01
3.000008979223918e-04	2.876301e+00	-2.010300e+02	2.621480e-01
3.000009262961410e-04	2.885861e+00	-1.996977e+02	2.621483e-01
3.000009440164469e-04	2.909192e+00	-1.548586e+02	2.621485e-01
3.000009507113436e-04	4.099721e+00	-7.555598e+01	2.621486e-01
3.000009532138917e-04	4.631275e+00	-3.561393e+01	2.621487e-01
3.000009563503453e-04	4.844224e+00	-7.640541e+00	2.621487e-01
3.000009584050451e-04	4.871986e+00	-1.999257e+00	2.621488e-01
3.000009608821949e-04	4.882981e+00	-6.353093e-01	2.621489e-01
3.000009642784668e-04	4.886463e+00	-1.500278e-01	2.621489e-01
3.000009710710108e-04	4.886990e+00	-9.223793e-03	2.621491e-01
3.000009823434959e-04	4.886845e+00	1.316012e-03	2.621493e-01
3.000010000000000e-04	4.886918e+00	2.772361e-03	2.621497e-01
3.000010017656504e-04	4.886905e+00	1.702041e-03	2.621497e-01
3.000010052969513e-04	4.886892e+00	5.656715e-04	2.621498e-01
3.000010123595529e-04	4.886890e+00	3.115204e-05	2.621500e-01
3.000010264847562e-04	4.886890e+00	-4.578279e-06	2.621503e-01
3.000010547351628e-04	4.886890e+00	1.139923e-06	2.621509e-01
3.000011112359761e-04	4.886890e+00	-6.298930e-07	2.621521e-01
3.000012242376025e-04	4.886890e+00	7.521916e-08	2.621545e-01
3.000014502408554e-04	4.886889e+00	-2.402462e-07	2.621593e-01
3.000019022473613e-04	4.886889e+00	-9.096251e-08	2.621690e-01
3.000028062603730e-04	4.886888e+00	-1.635867e-07	2.621884e-01
3.000046142863963e-04	4.886885e+00	-1.277678e-07	2.622272e-01
3.000082303384430e-04	4.886881e+00	-1.455554e-07	2.623047e-01
3.000154624425364e-04	4.886871e+00	-1.366923e-07	2.624597e-01
3.000299266507231e-04	4.886853e+00	-1.411170e-07	2.627698e-01
3.000588550670966e-04	4.886814e+00	-1.389077e-07	2.633899e-01
3.010790702810119e-04	4.885055e+00	-1.392859e-07	2.852078e-01
3.020992854949272e-04	4.882810e+00	-1.395945e-07	3.069520e-01
3.031195007088426e-04	4.880080e+00	-1.398335e-07	3.286222e-01
3.041397159227580e-04	4.876864e+00	-1.400029e-07	3.502186e-01
3.051599311366733e-04	4.873162e+00	-1.401027e-07	3.717412e-01
3.061801463505886e-04	4.868974e+00	-1.401328e-07	3.931899e-01
3.072003615645040e-04	4.864301e+00	-1.400934e-07	4.145647e-01
3.077688441542042e-04	4.861418e+00	-1.396938e-07	4.264250e-01
3.079712433145183e-04	4.860355e+00	-9.772638e-08	4.306412e-01
3.079722433145183e-04	4.860349e+00	-1.186697e-07	4.306620e-01
3.079742433145184e-04	4.860339e+00	-1.504547e-07	4.307036e-01
3.079782433145184e-04	4.860318e+00	-1.346602e-07	4.307869e-01
3.079862433145185e-04	4.860275e+00	-1.425334e-07	4.309535e-01
3.080022433145188e-04	4.860190e+00	-1.386034e-07	4.312866e-01
3.080342433145193e-04	4.860019e+00	-1.405682e-07	4.319527e-01
3.080982433145203e-04	4.859676e+00	-1.809546e-07	4.332847e-01
3.080992433145203e-04	4.859671e+00	-1.608053e-07	4.333055e-01
3.081012433145204e-04	4.859659e+00	-1.295492e-07	4.333471e-01
3.081052433145204e-04	4.859638e+00	-1.450809e-07	4.334303e-01
3.081132433145205e-04	4.859594e+00	-1.373393e-07	4.335968e-01
3.081292433145208e-04	4.859509e+00	-1.412051e-07	4.339297e-01
3.081612433145213e-04	4.859335e+00	-1.796384e-07	4.345955e-01
3.081622433145213e-04	4.859330e+00	-1.604626e-07	4.346163e-01
3.081642433145213e-04	4.859319e+00	-1.297227e-07	4.346579e-01
3.081682433145214e-04	4.859298e+00	-1.449983e-07	4.347411e-01
3.081762433145215e-04	4.859255e+00	-1.373845e-07	4.349075e-01
3.081922433145218e-04	4.859168e+00	-1.021071e-07	4.352404e-01
3.081932433145218e-04	4.859162e+00	-1.197103e-07	4.352612e-01
3.081952433145218e-04	4.859152e+00	-1.499505e-07	4.353028e-01
3.082072433145220e-04	4.859086e+00	-1.051855e-07	4.355524e-01
3.082102433145221e-04	4.859069e+00	-1.497929e-07	4.356148e-01
3.082142433145221e-04	4.859048e+00	-1.700885e-07	4.356979e-01
3.082171799709555e-04	4.859032e+00	-1.383082e-07	4.357590e-01
3.082193066580889e-04	4.859020e+00	-1.195817e-07	4.358033e-01
3.082203066580890e-04	4.859015e+00	-1.432756e-07	4.358241e-01
3.082212222000000e-04	4.859010e+00	3.860683e-08	4.358431e-01
3.082213911161779e-04	4.859009e+00	-2.899227e-08	4.358466e-01
3.082217289485338e-04	4.859008e+00	-1.930040e-07	4.358537e-01
3.082224046132454e-04	4.859004e+00	-1.307141e-07	4.358677e-01
3.082232222000000e-04	4.859000e+00	7.994416e-06	4.358847e-01
3.082233039586755e-04	4.858998e+00	2.641611e-06	4.358864e-01
3.082234674760264e-04	4.858997e+00	-1.373027e-07	4.358898e-01
3.082237945107283e-04	4.858996e+00	-1.383887e-07	4.358966e-01
3.082239932048593e-04	4.596345e+00	1.012553e-01	4.359006e-01
3.082242222000001e-04	3.732646e+00	4.359049e-01	4.359049e-01
3.082242908985423e-04	3.102999e+00	4.359058e-01	4.359058e-01
3.082243824965986e-04	2.308998e+00	4.359067e-01	4.359067e-01
3.082245656927112e-04	8.757353e-01	4.359074e-01	4.359074e-01
3.082249320849365e-04	-1.351971e+00	4.359052e-01	4.359052e-01
3.082256648693869e-04	-3.654279e+00	4.358935e-01	4.358935e-01
3.082271304382879e-04	-4.716257e+00	4.358621e-01	4.358621e-01
3.082306081909880e-04	-4.813445e+00	4.357820e-01	4.357820e-01
3.082387302815715e-04	-4.850289e+00	4.355921e-01	4.355921e-01
3.082468523721551e-04	-4.879484e+00	4.354018e-01	4.354018e-01
3.082549744627386e-04	-4.901031e+00	4.352112e-01	4.352112e-01
3.082630965533222e-04	-4.914930e+00	4.350202e-01	4.350202e-01
3.082712186439058e-04	-4.921180e+00	4.348288e-01	4.348288e-01
3.082793407344894e-04	-4.919782e+00	4.346371e-01	4.346371e-01
3.082874628250729e-04	-4.910736e+00	4.344450e-01	4.344450e-01
3.088570934963969e-04	-4.914077e+00	4.209938e-01	4.209938e-01
3.094267241677209e-04	-4.914993e+00	4.075793e-01	4.075793e-01
3.099963548390449e-04	-4.913484e+00	3.942015e-01	3.942015e-01
3.105659855103689e-04	-4.909550e+00	3.808604e-01	3.808604e-01
3.111356161816929e-04	-4.903192e+00	3.675561e-01	3.675561e-01
3.117052468530169e-04	-4.894408e+00	3.542884e-01	3.542884e-01
3.122748775243409e-04	-4.883200e+00	3.410575e-01	3.410575e-01
3.152045650243409e-04	-4.846464e+00	2.736083e-01	2.736083e-01
3.158896271637208e-04	-4.837086e+00	2.579726e-01	2.579726e-01
3.165746893031006e-04	-4.827198e+00	2.424044e-01	2.424044e-01
3.172597514424805e-04	-4.816801e+00	2.269038e-01	2.269039e-01
3.179448135818604e-04	-4.805894e+00	2.114709e-01	2.114709e-01
3.186298757212403e-04	-4.794477e+00	1.961055e-01	1.961055e-01
3.193149378606201e-04	-4.782551e+00	1.808076e-01	1.808076e-01
3.200000000000000e-04	-4.770115e+00	1.655774e-01	1.655774e-01
3.200008385681953e-04	-4.770099e+00	1.655588e-01	1.655588e-01
3.200008774756730e-04	-1.769892e+00	-6.169237e+01	1.655581e-01
3.200009016367026e-04	8.231754e-01	-1.562219e+02	1.655580e-01
3.200009204207182e-04	2.961311e+00	-1.990620e+02	1.655581e-01
3.200009267442492e-04	2.970315e+00	-1.942053e+02	1.655582e-01
3.200009323303039e-04	3.134599e+00	-1.506698e+02	1.655583e-01
3.200009352628284e-04	4.176346e+00	-8.425884e+01	1.655583e-01
3.200009369120975e-04	4.562290e+00	-4.406484e+01	1.655584e-01
3.200009387343069e-04	4.786835e+00	-1.998776e+01	1.655584e-01
3.200009405858473e-04	4.887175e+00	-8.418682e+00	1.655584e-01
3.200009427135761e-04	4.932269e+00	-3.149604e+00	1.655585e-01
3.200009454258062e-04	4.950026e+00	-9.226983e-01	1.655585e-01
3.200009492667421e-04	4.954795e+00	-1.618807e-01	1.655586e-01
3.200009550464686e-04	4.955074e+00	-6.130662e-03	1.655588e-01
3.200009652154413e-04	4.955022e+00	5.022323e-04	1.655590e-01
3.200009796620547e-04	4.955046e+00	-1.449072e-04	1.655593e-01
3.200010000000000e-04	4.955031e+00	-5.557574e-04	1.655598e-01
3.200010020337946e-04	4.955034e+00	-3.278663e-04	1.655598e-01
3.200010061013837e-04	4.955037e+00	-9.700305e-05	1.655599e-01
3.200010142365618e-04	4.955037e+00	-1.274298e-06	1.655601e-01
3.200010305069181e-04	4.955037e+00	6.048820e-08	1.655604e-01
3.200010630476306e-04	4.955037e+00	-2.016823e-07	1.655611e-01
3.200011281290558e-04	4.955038e+00	-1.146431e-07	1.655626e-01
3.200012582919061e-04	4.955038e+00	-1.504167e-07	1.655654e-01
3.200015186176066e-04	4.955038e+00	-1.341713e-07	1.655712e-01
3.200020392690078e-04	4.955039e+00	-1.419154e-07	1.655827e-01
3.200030805718101e-04	4.955039e+00	-1.381343e-07	1.656056e-01
3.200051631774148e-04	4.955040e+00	-1.400026e-07	1.656515e-01
3.210713873214483e-04	4.955466e+00	-1.397050e-07	1.890993e-01
3.221376114654818e-04	4.955332e+00	-1.394882e-07	2.124730e-01
3.232038356095153e-04	4.954638e+00	-1.393523e-07	2.357728e-01
3.242700597535488e-04	4.953383e+00	-1.392972e-07	2.589985e-01
3.253362838975823e-04	4.951569e+00	-1.393229e-07	2.821501e-01
3.264025080416158e-04	4.949195e+00	-1.394296e-07	3.052278e-01
3.274687321856493e-04	4.946260e+00	-1.396170e-07	3.282314e-01
3.278028409141231e-04	4.945195e+00	-1.408995e-07	3.354159e-01
3.278048409141232e-04	4.945188e+00	-1.389861e-07	3.354588e-01
3.280578409141272e-04	4.944336e+00	-1.408868e-07	3.408925e-01
3.280598409141272e-04	4.944330e+00	-1.390055e-07	3.409355e-01
3.280741810978232e-04	4.944281e+00	-1.394619e-07	3.412433e-01
3.280885212815191e-04	4.944232e+00	-1.397372e-07	3.415511e-01
3.281028614652151e-04	4.944182e+00	-1.398314e-07	3.418589e-01
3.281172016489111e-04	4.944133e+00	-1.397444e-07	3.421667e-01
3.281315418326071e-04	4.944083e+00	-1.394763e-07	3.424744e-01
3.281458820163030e-04	4.944033e+00	-1.390270e-07	3.427822e-01
3.281602221999990e-04	4.943983e+00	-1.383966e-07	3.430899e-01
3.281622221999991e-04	4.943976e+00	-1.402467e-07	3.431329e-01
3.281912221999995e-04	4.943874e+00	-1.408503e-07	3.437551e-01
3.281932221999996e-04	4.943868e+00	-1.390305e-07	3.437980e-01
3.281969364857139e-04	4.943855e+00	-1.395519e-07	3.438777e-01
3.282006507714282e-04	4.943842e+00	-1.398725e-07	3.439574e-01
3.282043650571426e-04	4.943829e+00	-1.399923e-07	3.440371e-01
3.282080793428570e-04	4.943816e+00	-1.399112e-07	3.441168e-01
3.282117936285713e-04	4.943803e+00	-1.396293e-07	3.441965e-01
3.282155079142856e-04	4.943790e+00	-1.391465e-07	3.442762e-01
3.282192222000000e-04	4.943777e+00	-1.384630e-07	3.443559e-01
3.282222222000000e-04	4.943766e+00	-1.396254e-07	3.444203e-01
3.282232222000000e-04	4.943763e+00	3.996194e-07	3.444417e-01
3.282233222000000e-04	4.943762e+00	4.391568e-08	3.444438e-01
3.282235222000000e-04	4.943761e+00	-1.395560e-07	3.444481e-01
3.282238222000000e-04	4.943760e+00	-1.394656e-07	3.444546e-01
3.282239682037574e-04	4.873843e+00	1.341147e-01	3.444577e-01
3.282240096969935e-04	4.721127e+00	2.296393e-01	3.444586e-01
3.282240926834658e-04	4.131569e+00	3.444601e-01	3.444601e-01
3.282241111858279e-04	3.991491e+00	3.444605e-01	3.444605e-01
3.282241296881899e-04	3.852618e+00	3.444608e-01	3.444608e-01
3.282241481905519e-04	3.714951e+00	3.444611e-01	3.444611e-01
3.282241666929140e-04	3.578490e+00	3.444614e-01	3.444614e-01
3.282241851952760e-04	3.443235e+00	3.444617e-01	3.444617e-01
3.282242036976380e-04	3.309186e+00	3.444619e-01	3.444619e-01
3.282242222000001e-04	3.176343e+00	3.444622e-01	3.444622e-01
3.282243117966476e-04	2.550974e+00	3.444632e-01	3.444632e-01
3.282244013932952e-04	1.956063e+00	3.444639e-01	3.444639e-01
3.282244909899428e-04	1.391611e+00	3.444644e-01	3.444644e-01
3.282245805865904e-04	8.576176e-01	3.444646e-01	3.444646e-01
3.282246701832380e-04	3.540823e-01	3.444646e-01	3.444646e-01
3.282247597798856e-04	-1.189946e-01	3.444643e-01	3.444643e-01
3.282248493765332e-04	-5.616131e-01	3.444637e-01	3.444637e-01
3.282254777804177e-04	-3.012211e+00	3.444569e-01	3.444569e-01
3.282261201683640e-04	-4.207808e+00	3.444454e-01	3.444454e-01
3.282272389021571e-04	-4.631054e+00	3.444214e-01	3.444214e-01
3.282313915068478e-04	-4.725306e+00	3.443286e-01	3.443286e-01
3.282558837068982e-04	-4.767872e+00	3.437710e-01	3.437710e-01
3.282803759069487e-04	-4.800861e+00	3.432125e-01	3.432125e-01
3.283048681069991e-04	-4.824270e+00	3.426532e-01	3.426532e-01
3.283293603070495e-04	-4.838101e+00	3.420930e-01	3.420930e-01
3.283538525070999e-04	-4.842354e+00	3.415319e-01	3.415319e-01
3.283783447071503e-04	-4.837028e+00	3.409700e-01	3.409700e-01
3.284028369072008e-04	-4.822124e+00	3.404072e-01	3.404072e-01
3.300595744918864e-04	-4.804535e+00	3.025502e-01	3.025502e-01
3.317163120765720e-04	-4.783525e+00	2.650760e-01	2.650760e-01
3.333730496612576e-04	-4.759094e+00	2.279846e-01	2.279846e-01
3.350297872459432e-04	-4.731243e+00	1.912759e-01	1.912759e-01
3.366865248306288e-04	-4.699970e+00	1.549499e-01	1.549499e-01
3.383432624153144e-04	-4.665277e+00	1.190067e-01	1.190067e-01
3.400000000000000e-04	-4.627163e+00	8.344626e-02	8.344627e-02
3.400008385694289e-04	-4.627141e+00	8.342838e-02	8.342843e-02
3.400008774771146e-04	-1.372989e+00	-6.690573e+01	8.342773e-02
3.400008964874228e-04	5.975437e-01	-1.273628e+02	8.342765e-02
3.400009162211753e-04	3.930037e+00	-8.066772e+01	8.342788e-02
3.400009198049179e-04	4.850547e+00	-3.822051e+01	8.342795e-02
3.400009230754508e-04	5.030544e+00	-5.640893e+00	8.342803e-02
3.400009249019592e-04	5.048545e+00	-1.513626e+00	8.342806e-02
3.400009272464661e-04	5.057053e+00	-5.418994e-01	8.342811e-02
3.400009309577249e-04	5.060263e+00	-1.246309e-01	8.342820e-02
3.400009383802427e-04	5.060549e+00	-4.547547e-03	8.342837e-02
3.400009509545328e-04	5.060457e+00	8.853565e-04	8.342866e-02
3.400009761031130e-04	5.060509e+00	-4.684288e-05	8.342922e-02
3.400010000000000e-04	5.060472e+00	-1.521606e-03	8.342977e-02
3.400010023896887e-04	5.060481e+00	-8.571282e-04	8.342983e-02
3.400010071690662e-04	5.060488e+00	-2.191920e-04	8.342993e-02
3.400010167278210e-04	5.060487e+00	7.770732e-06	8.343016e-02
3.400010358453307e-04	5.060488e+00	-1.820564e-06	8.343059e-02
3.400010740803500e-04	5.060488e+00	4.251253e-07	8.343146e-02
3.400011505503886e-04	5.060488e+00	-3.710597e-07	8.343320e-02
3.400013034904659e-04	5.060488e+00	-3.381198e-08	8.343668e-02
3.400016093706204e-04	5.060489e+00	-1.892055e-07	8.344364e-02
3.400022211309295e-04	5.060491e+00	-1.145986e-07	8.345756e-02
3.400034446515476e-04	5.060494e+00	-1.511553e-07	8.348540e-02
3.400058916927840e-04	5.060499e+00	-1.330606e-07	8.354109e-02
3.400107857752566e-04	5.060512e+00	-1.420625e-07	8.365245e-02
3.400205739402018e-04	5.060535e+00	-1.375731e-07	8.387518e-02
3.400401502700923e-04	5.060583e+00	-1.398156e-07	8.432061e-02
3.454364553362914e-04	5.065208e+00	-1.392162e-07	2.061861e-01
3.469012990862914e-04	5.064075e+00	-1.683424e-07	2.389828e-01
3.469022990862914e-04	5.064074e+00	-1.538421e-07	2.390052e-01
3.469042990862915e-04	5.064070e+00	-1.320235e-07	2.390498e-01
3.469082990862915e-04	5.064066e+00	-1.428659e-07	2.391391e-01
3.469162990862917e-04	5.064055e+00	-1.374619e-07	2.393176e-01
3.469322990862919e-04	5.064032e+00	-1.401604e-07	2.396745e-01
3.474122990862995e-04	5.063294e+00	-1.392929e-07	2.503737e-01
3.477112221999920e-04	5.062788e+00	-1.678047e-07	2.570303e-01
3.477122221999920e-04	5.062787e+00	-1.536237e-07	2.570526e-01
3.477142221999920e-04	5.062783e+00	-1.321708e-07	2.570971e-01
3.477182221999921e-04	5.062776e+00	-1.428314e-07	2.571861e-01
3.477262221999922e-04	5.062761e+00	-1.375179e-07	2.573642e-01
3.477422221999925e-04	5.062732e+00	-1.401712e-07	2.577202e-01
3.478382221999940e-04	5.062553e+00	-1.395112e-07	2.598558e-01
3.479662221999960e-04	5.062310e+00	-1.672106e-07	2.627025e-01
3.479672221999960e-04	5.062308e+00	-1.533922e-07	2.627248e-01
3.479692221999960e-04	5.062305e+00	-1.322978e-07	2.627692e-01
3.479732221999961e-04	5.062297e+00	-1.427802e-07	2.628582e-01
3.479812221999962e-04	5.062281e+00	-1.375555e-07	2.630360e-01
3.479972221999965e-04	5.062250e+00	-1.401647e-07	2.633918e-01
3.480292221999970e-04	5.062187e+00	-1.388626e-07	2.641031e-01
3.480932221999980e-04	5.062060e+00	-1.258689e-07	2.655257e-01
3.480992221999981e-04	5.062047e+00	-1.427555e-07	2.656590e-01
3.481072221999982e-04	5.062031e+00	-1.375742e-07	2.658368e-01
3.481552221999990e-04	5.061933e+00	-1.453226e-07	2.669035e-01
3.481672221999992e-04	5.061908e+00	-1.375828e-07	2.671701e-01
3.481912221999995e-04	5.061860e+00	-1.375862e-07	2.677034e-01
3.482072221999998e-04	5.061826e+00	-1.137117e-07	2.680588e-01
3.482102221999998e-04	5.061821e+00	-1.460910e-07	2.681255e-01
3.482142221999999e-04	5.061813e+00	-1.594678e-07	2.682143e-01
3.482192222000000e-04	5.061801e+00	-1.261082e-07	2.683254e-01
3.482202222000000e-04	5.061800e+00	-1.391913e-07	2.683477e-01
3.482222222000000e-04	5.061796e+00	-1.391933e-07	2.683921e-01
3.482232222000000e-04	5.061794e+00	5.931567e-06	2.684143e-01
3.482233222000000e-04	5.061793e+00	1.927091e-06	2.684165e-01
3.482235222000000e-04	5.061792e+00	-1.384112e-07	2.684210e-01
3.482238222000000e-04	5.061792e+00	-1.366716e-07	2.684276e-01
3.482239344604516e-04	4.995814e+00	8.586264e-02	2.684301e-01
3.482239976790970e-04	4.805761e+00	1.868188e-01	2.684315e-01
3.482240957627092e-04	4.276406e+00	2.684334e-01	2.684334e-01
3.482242222000000e-04	3.539835e+00	2.684356e-01	2.684356e-01
3.482243107061036e-04	3.048714e+00	2.684368e-01	2.684368e-01
3.482244118559364e-04	2.509902e+00	2.684379e-01	2.684379e-01
3.482246141556018e-04	1.503487e+00	2.684392e-01	2.684392e-01
3.482250187549325e-04	-2.268658e-01	2.684389e-01	2.684389e-01
3.482258279535941e-04	-2.674766e+00	2.684311e-01	2.684311e-01
3.482268386305584e-04	-4.111434e+00	2.684140e-01	2.684141e-01
3.482280808676893e-04	-4.513749e+00	2.683885e-01	2.683885e-01
3.482348572999068e-04	-4.612525e+00	2.682421e-01	2.682421e-01
3.482615761892054e-04	-4.647562e+00	2.676548e-01	2.676548e-01
3.482882950785039e-04	-4.674528e+00	2.670669e-01	2.670669e-01
3.483150139678025e-04	-4.693424e+00	2.664783e-01	2.664783e-01
3.483417328571011e-04	-4.704249e+00	2.658890e-01	2.658890e-01
3.483684517463996e-04	-4.707003e+00	2.652990e-01	2.652990e-01
3.483951706356982e-04	-4.701687e+00	2.647083e-01	2.647083e-01
3.484218895249967e-04	-4.688300e+00	2.641169e-01	2.641169e-01
3.499396419142841e-04	-4.670435e+00	2.307113e-01	2.307113e-01
3.514573943035714e-04	-4.647889e+00	1.976494e-01	1.976494e-01
3.529751466928587e-04	-4.620662e+00	1.649314e-01	1.649315e-01
3.544928990821461e-04	-4.588753e+00	1.325573e-01	1.325573e-01
3.560106514714334e-04	-4.552162e+00	1.005270e-01	1.005271e-01
3.575284038607207e-04	-4.510890e+00	6.884061e-02	6.884062e-02
3.590461562500081e-04	-4.464936e+00	3.749803e-02	3.749804e-02
3.594879999999920e-04	-4.445396e+00	2.849962e-02	2.849963e-02
3.600000000000000e-04	-4.415583e+00	1.815155e-02	1.815156e-02
3.600008385745445e-04	-4.415524e+00	1.813465e-02	1.813469e-02
3.600008774832114e-04	-1.188061e+00	-4.223410e+01	1.813404e-02
3.600008964940521e-04	2.588753e+00	-5.422344e+01	1.813398e-02
3.600009038950488e-04	5.433902e+00	-5.474407e+00	1.813409e-02
3.600009070156186e-04	5.225754e+00	6.546254e+00	1.813416e-02
3.600009089028514e-04	5.205606e+00	1.599915e+00	1.813420e-02
3.600009112653466e-04	5.196724e+00	5.466074e-01	1.813426e-02
3.600009146433159e-04	5.193621e+00	1.343683e-01	1.813434e-02
3.600009213992543e-04	5.193142e+00	8.855517e-03	1.813450e-02
3.600009336702995e-04	5.193276e+00	-1.317922e-03	1.813479e-02
3.600009582123899e-04	5.193201e+00	2.990720e-04	1.813536e-02
3.600010000000000e-04	5.193257e+00	2.519237e-03	1.813635e-02
3.600010041787611e-04	5.193241e+00	1.216575e-03	1.813645e-02
3.600010125362831e-04	5.193229e+00	1.707473e-04	1.813664e-02
3.600010292513271e-04	5.193234e+00	-3.131850e-05	1.813704e-02
3.600010626814153e-04	5.193231e+00	9.708456e-06	1.813782e-02
3.600011295415915e-04	5.193234e+00	-4.073780e-06	1.813940e-02
3.600012632619440e-04	5.193232e+00	1.621719e-06	1.814255e-02
3.600015307026490e-04	5.193235e+00	-9.714591e-07	1.814885e-02
3.600020655840590e-04	5.193235e+00	2.662794e-07	1.816144e-02
3.600031353468790e-04	5.193240e+00	-3.384339e-07	1.818664e-02
3.600052748725190e-04	5.193247e+00	-3.955089e-08	1.823703e-02
3.600095539237990e-04	5.193264e+00	-1.881332e-07	1.833781e-02
3.600181120263589e-04	5.193292e+00	-1.140555e-07	1.853936e-02
3.600352282314788e-04	5.193354e+00	-1.510416e-07	1.894245e-02
3.600694606417186e-04	5.193473e+00	-1.325631e-07	1.974858e-02
3.601379254621983e-04	5.193713e+00	-1.418023e-07	2.136059e-02
3.602748551031575e-04	5.194177e+00	-1.371894e-07	2.458367e-02
3.605487143850760e-04	5.195071e+00	-1.395031e-07	3.102597e-02
3.614358092514937e-04	5.197556e+00	-1.390094e-07	5.185826e-02
3.623229041179114e-04	5.199639e+00	-1.387099e-07	7.264694e-02
3.632099989843291e-04	5.201320e+00	-1.386046e-07	9.339201e-02
3.640970938507469e-04	5.202599e+00	-1.386937e-07	1.140935e-01
3.649841887171646e-04	5.203477e+00	-1.389770e-07	1.347513e-01
3.658712835835823e-04	5.203952e+00	-1.394546e-07	1.553656e-01
3.667583784500000e-04	5.204026e+00	-1.401265e-07	1.759362e-01
3.671023326968264e-04	5.203865e+00	-1.386585e-07	1.838878e-01
3.675353137063472e-04	5.203607e+00	2.797482e-07	1.938902e-01
3.675363137063473e-04	5.203604e+00	7.133834e-08	1.939133e-01
3.675383137063473e-04	5.203604e+00	-2.432826e-07	1.939595e-01
3.675423137063474e-04	5.203599e+00	-8.693920e-08	1.940518e-01
3.675503137063475e-04	5.203595e+00	-1.648708e-07	1.942364e-01
3.675663137063477e-04	5.203581e+00	-1.259674e-07	1.946057e-01
3.675983137063482e-04	5.203557e+00	-1.454052e-07	1.953441e-01
3.676623137063492e-04	5.203501e+00	-1.356905e-07	1.968207e-01
