time	V(n003)
2.269288958982712e-07	1.500000e+01
2.472014491916384e-07	1.500000e+01
2.824724779307543e-07	1.500000e+01
3.097577025186151e-07	1.500000e+01
3.422542979799034e-07	1.500000e+01
3.778949723355018e-07	1.500000e+01
4.314103367600804e-07	1.500000e+01
4.863309198421807e-07	1.500000e+01
5.647223991367535e-07	1.500000e+01
6.522234453323187e-07	1.500000e+01
7.808684189834063e-07	1.500000e+01
9.317843687632444e-07	1.500000e+01
1.164241986748579e-06	1.500000e+01
1.486915674591885e-06	1.500000e+01
2.110775382344312e-06	1.500000e+01
3.243069481239314e-06	1.500000e+01
5.507657679029318e-06	1.500000e+01
5.895749999999999e-06	1.500000e+01
6.671934641941360e-06	1.500000e+01
8.224303925824084e-06	1.500000e+01
8.225303925824085e-06	1.500000e+01
8.227303925824086e-06	1.500000e+01
8.231303925824088e-06	1.500000e+01
8.239303925824092e-06	1.500000e+01
8.255303925824100e-06	1.500000e+01
8.287303925824116e-06	1.500000e+01
8.351303925824148e-06	1.500000e+01
8.479303925824211e-06	1.500000e+01
8.735303925824339e-06	1.500000e+01
9.247303925824594e-06	1.500000e+01
9.248303925824595e-06	1.500000e+01
9.250303925824596e-06	1.500000e+01
9.254303925824598e-06	1.500000e+01
9.262303925824602e-06	1.500000e+01
9.278303925824610e-06	1.500000e+01
9.310303925824626e-06	1.500000e+01
9.374303925824658e-06	1.500000e+01
9.502303925824721e-06	1.500000e+01
9.545999999999871e-06	1.500000e+01
9.633392148350170e-06	1.500000e+01
9.634392148350171e-06	1.500000e+01
9.636392148350172e-06	1.500000e+01
9.640392148350174e-06	1.500000e+01
9.648392148350178e-06	1.500000e+01
9.664392148350186e-06	1.500000e+01
9.696392148350201e-06	1.500000e+01
9.737999999999967e-06	1.500000e+01
9.738999999999967e-06	1.500000e+01
9.740999999999968e-06	1.500000e+01
9.744999999999970e-06	1.500000e+01
9.752999999999974e-06	1.500000e+01
9.768999999999982e-06	1.500000e+01
9.769999999999983e-06	1.500000e+01
9.771999999999984e-06	1.500000e+01
9.775999999999986e-06	1.500000e+01
9.783999999999990e-06	1.500000e+01
9.789999999999993e-06	1.500000e+01
9.793999999999995e-06	1.500000e+01
9.794999999999995e-06	1.500000e+01
9.796999999999996e-06	1.500000e+01
9.797999999999997e-06	1.500000e+01
9.799999999999998e-06	1.500000e+01
9.800999999999998e-06	1.500000e+01
9.801999999999999e-06	1.500000e+01
9.802099999999999e-06	1.350000e+01
9.802299999999999e-06	1.050000e+01
9.802599999999998e-06	6.000000e+00
9.802999999999999e-06	1.793232e-11
9.803039999999999e-06	0.000000e+00
9.803119999999999e-06	0.000000e+00
9.803280000000000e-06	0.000000e+00
9.803600000000000e-06	0.000000e+00
9.804087682811252e-06	0.000000e+00
9.804790791228864e-06	0.000000e+00
9.805710632802523e-06	0.000000e+00
9.806020188770283e-06	0.000000e+00
9.806206225926066e-06	0.000000e+00
9.806416870336498e-06	0.000000e+00
9.806575444862839e-06	0.000000e+00
9.806732579773112e-06	0.000000e+00
9.806942600047084e-06	0.000000e+00
9.807163202992170e-06	0.000000e+00
9.807513621014202e-06	0.000000e+00
9.807845616303381e-06	0.000000e+00
9.808438231722210e-06	0.000000e+00
9.809085962949336e-06	0.000000e+00
9.810304672145817e-06	0.000000e+00
9.811351711253044e-06	0.000000e+00
9.812235965504545e-06	0.000000e+00
9.813315686507833e-06	0.000000e+00
9.814307353443543e-06	0.000000e+00
9.815292122443238e-06	0.000000e+00
9.817056920309721e-06	0.000000e+00
9.820087109536882e-06	0.000000e+00
9.824049405206385e-06	0.000000e+00
9.828284557768563e-06	0.000000e+00
9.833849313086255e-06	0.000000e+00
9.839463048987444e-06	0.000000e+00
9.846815366407215e-06	0.000000e+00
9.854536059484375e-06	0.000000e+00
9.864314762543176e-06	0.000000e+00
9.873360727233706e-06	0.000000e+00
9.883966484818836e-06	0.000000e+00
9.894878010534566e-06	0.000000e+00
9.904751136227678e-06	0.000000e+00
9.915720134441149e-06	0.000000e+00
9.923260724497689e-06	0.000000e+00
9.929123123651964e-06	0.000000e+00
9.934397281138437e-06	0.000000e+00
9.940073841764527e-06	0.000000e+00
9.942888619546645e-06	0.000000e+00
9.946280107098287e-06	0.000000e+00
9.948669042095368e-06	0.000000e+00
9.951111302395208e-06	0.000000e+00
9.955995822994886e-06	0.000000e+00
9.960766693163690e-06	0.000000e+00
9.968381814449539e-06	0.000000e+00
9.975967960036601e-06	0.000000e+00
9.985701807444104e-06	0.000000e+00
9.996243210978872e-06	0.000000e+00
1.001059131241782e-05	0.000000e+00
1.002714426908428e-05	0.000000e+00
1.005217688612093e-05	0.000000e+00
1.006874214300920e-05	0.000000e+00
1.008593040319623e-05	0.000000e+00
1.009927351523734e-05	0.000000e+00
1.010509989442946e-05	0.000000e+00
1.010771381442262e-05	0.000000e+00
1.010899961096580e-05	0.000000e+00
1.011026569265199e-05	0.000000e+00
1.011154062844468e-05	0.000000e+00
1.011285727153803e-05	0.000000e+00
1.011492112203485e-05	0.000000e+00
1.011700657195993e-05	0.000000e+00
1.012018384511305e-05	0.000000e+00
1.012422343401172e-05	0.000000e+00
1.012989224526760e-05	0.000000e+00
1.013606781706248e-05	0.000000e+00
1.014475356143148e-05	0.000000e+00
1.015441503899033e-05	0.000000e+00
1.016752554987122e-05	0.000000e+00
1.017968989263493e-05	0.000000e+00
1.019416349308400e-05	0.000000e+00
1.020920710812924e-05	0.000000e+00
1.022587638466152e-05	0.000000e+00
1.024348327986887e-05	0.000000e+00
1.026394863067479e-05	0.000000e+00
1.028645783477748e-05	0.000000e+00
1.030891015075170e-05	0.000000e+00
1.033546539400173e-05	0.000000e+00
1.037319758324124e-05	0.000000e+00
1.043138138460900e-05	0.000000e+00
1.049391915439918e-05	0.000000e+00
1.060980684853656e-05	0.000000e+00
1.073733697125754e-05	0.000000e+00
1.093033098883850e-05	0.000000e+00
1.118309726836362e-05	0.000000e+00
1.161836855568390e-05	0.000000e+00
1.245854639872006e-05	0.000000e+00
1.399947930672795e-05	0.000000e+00
1.708134512274375e-05	0.000000e+00
1.708234512274375e-05	0.000000e+00
1.708434512274375e-05	0.000000e+00
1.708834512274374e-05	0.000000e+00
1.709320955456764e-05	0.000000e+00
1.710293841821545e-05	0.000000e+00
1.712239614551107e-05	0.000000e+00
1.715632739987780e-05	0.000000e+00
1.722418990861127e-05	0.000000e+00
1.735991492607821e-05	0.000000e+00
1.763136496101208e-05	0.000000e+00
1.817426503087983e-05	0.000000e+00
1.891519986026451e-05	0.000000e+00
1.891619986026451e-05	0.000000e+00
1.891819986026451e-05	0.000000e+00
1.892219986026450e-05	0.000000e+00
1.892679428439591e-05	0.000000e+00
1.893598313265871e-05	0.000000e+00
1.895436082918432e-05	0.000000e+00
1.898862807783398e-05	0.000000e+00
1.905716257513330e-05	0.000000e+00
1.919423156973195e-05	0.000000e+00
1.946836955892924e-05	0.000000e+00
1.946936955892924e-05	0.000000e+00
1.947136955892924e-05	0.000000e+00
1.947536955892923e-05	0.000000e+00
1.948012298821453e-05	0.000000e+00
1.948962984678512e-05	0.000000e+00
1.950864356392631e-05	0.000000e+00
1.954667099820868e-05	0.000000e+00
1.962272586677343e-05	0.000000e+00
1.977483560390293e-05	0.000000e+00
1.977583560390292e-05	0.000000e+00
1.977783560390292e-05	0.000000e+00
1.978183560390292e-05	0.000000e+00
1.978673333128275e-05	0.000000e+00
1.979652878604242e-05	0.000000e+00
1.981611969556176e-05	0.000000e+00
1.985530151460043e-05	0.000000e+00
1.992263636192265e-05	0.000000e+00
1.992363636192265e-05	0.000000e+00
1.992563636192265e-05	0.000000e+00
1.992963636192264e-05	0.000000e+00
1.993466576376142e-05	0.000000e+00
1.994472456743898e-05	0.000000e+00
1.996484217479409e-05	0.000000e+00
1.996584217479409e-05	0.000000e+00
1.996784217479409e-05	0.000000e+00
1.997184217479408e-05	0.000000e+00
1.997698926133121e-05	0.000000e+00
1.998728343440549e-05	0.000000e+00
1.998828343440549e-05	0.000000e+00
1.999028343440548e-05	0.000000e+00
1.999428343440548e-05	0.000000e+00
1.999574839238769e-05	0.000000e+00
1.999807008403557e-05	0.000000e+00
1.999907008403557e-05	0.000000e+00
2.000007008403557e-05	0.000000e+00
2.000100000000000e-05	0.000000e+00
2.000100204639221e-05	3.069588e-02
2.000100613917664e-05	9.208765e-02
2.000101432474549e-05	2.148712e-01
2.000102609106663e-05	3.913660e-01
2.000104962370892e-05	7.443556e-01
2.000109042309991e-05	1.356346e+00
2.000117202188188e-05	2.580328e+00
2.000128853916458e-05	4.328087e+00
2.000144522520850e-05	6.678378e+00
2.000163776744095e-05	9.566511e+00
2.000176098725435e-05	1.141481e+01
2.000200000000000e-05	1.500000e+01
2.000202390127456e-05	1.500000e+01
2.000207170382369e-05	1.500000e+01
2.000216730892195e-05	1.500000e+01
2.000235851911848e-05	1.500000e+01
2.000266980091637e-05	1.500000e+01
2.000301379701119e-05	1.500000e+01
2.000333426632028e-05	1.500000e+01
2.000367924999446e-05	1.500000e+01
2.000426588406996e-05	1.500000e+01
2.000483571498260e-05	1.500000e+01
2.000544865354376e-05	1.500000e+01
2.000596983343058e-05	1.500000e+01
2.000652763714621e-05	1.500000e+01
2.000717349819145e-05	1.500000e+01
2.000831074528934e-05	1.500000e+01
2.000962149820407e-05	1.500000e+01
2.001180876430372e-05	1.500000e+01
2.001341673810246e-05	1.500000e+01
2.001491995499922e-05	1.500000e+01
2.001668363403725e-05	1.500000e+01
2.001801543845330e-05	1.500000e+01
2.001897019350663e-05	1.500000e+01
2.001966295592342e-05	1.500000e+01
2.002045559719082e-05	1.500000e+01
2.002139739964417e-05	1.500000e+01
2.002219549135972e-05	1.500000e+01
2.002290537382406e-05	1.500000e+01
2.002378234382605e-05	1.500000e+01
2.002468568904164e-05	1.500000e+01
2.002571099724776e-05	1.500000e+01
2.002690375656958e-05	1.500000e+01
2.002928927521321e-05	1.500000e+01
2.003298635041866e-05	1.500000e+01
2.003902268027172e-05	1.500000e+01
2.004240404360432e-05	1.500000e+01
2.004521219314782e-05	1.500000e+01
2.004933042366020e-05	1.500000e+01
2.005316336768490e-05	1.500000e+01
2.005392580135910e-05	1.500000e+01
2.005450114220222e-05	1.500000e+01
2.005470056050919e-05	1.500000e+01
2.005487520346500e-05	1.500000e+01
2.005496127850183e-05	1.500000e+01
2.005501737609497e-05	1.500000e+01
2.005505443476276e-05	1.500000e+01
2.005508432979709e-05	1.500000e+01
2.005511561909044e-05	1.500000e+01
2.005514436209799e-05	1.500000e+01
2.005518104798236e-05	1.500000e+01
2.005522849293665e-05	1.500000e+01
2.005529773824629e-05	1.500000e+01
2.005541363763416e-05	1.500000e+01
2.005560512887759e-05	1.500000e+01
2.005596329892664e-05	1.500000e+01
2.005657293398276e-05	1.500000e+01
2.005779220409500e-05	1.500000e+01
2.005986358890312e-05	1.500000e+01
2.006400635851937e-05	1.500000e+01
2.007229189775186e-05	1.500000e+01
2.008394915036121e-05	1.500000e+01
2.009991476472886e-05	1.500000e+01
2.011746865974873e-05	1.500000e+01
2.013410053724660e-05	1.500000e+01
2.015668177135934e-05	1.500000e+01
2.018646424379610e-05	1.500000e+01
2.019366823571971e-05	1.500000e+01
2.020067724102265e-05	1.500000e+01
2.020405143411709e-05	1.500000e+01
2.020716347403260e-05	1.500000e+01
2.020937606477089e-05	1.500000e+01
2.021139037970641e-05	1.500000e+01
2.021343932253491e-05	1.500000e+01
2.021530400956174e-05	1.500000e+01
2.021739675754019e-05	1.500000e+01
2.021962391760222e-05	1.500000e+01
2.022223123122486e-05	1.500000e+01
2.022536067703129e-05	1.500000e+01
2.022930796451223e-05	1.500000e+01
2.023422093361492e-05	1.500000e+01
2.024116013337089e-05	1.500000e+01
2.024960395010504e-05	1.500000e+01
2.026628678942783e-05	1.500000e+01
2.028811790864695e-05	1.500000e+01
2.032180740569083e-05	1.500000e+01
2.036009586358411e-05	1.500000e+01
2.039892177375741e-05	1.500000e+01
2.044734246001808e-05	1.500000e+01
2.050984045558219e-05	1.500000e+01
2.058630636351445e-05	1.500000e+01
2.068394013503789e-05	1.500000e+01
2.080972571382204e-05	1.500000e+01
2.097468458851597e-05	1.500000e+01
2.121648566624151e-05	1.500000e+01
2.157669375741467e-05	1.500000e+01
2.220411929203367e-05	1.500000e+01
2.345897036127167e-05	1.500000e+01
2.596867249974768e-05	1.500000e+01
2.596967249974768e-05	1.500000e+01
2.597167249974768e-05	1.500000e+01
2.597567249974768e-05	1.500000e+01
2.598248340002332e-05	1.500000e+01
2.599610520057461e-05	1.500000e+01
2.602334880167719e-05	1.500000e+01
2.607783600388236e-05	1.500000e+01
2.618681040829268e-05	1.500000e+01
2.640475921711333e-05	1.500000e+01
2.684065683475463e-05	1.500000e+01
2.771245207003723e-05	1.500000e+01
2.805840952943479e-05	1.500000e+01
2.875032444822991e-05	1.500000e+01
2.875132444822991e-05	1.500000e+01
2.875332444822991e-05	1.500000e+01
2.875732444822991e-05	1.500000e+01
2.876432497808168e-05	1.500000e+01
2.877832603778523e-05	1.500000e+01
2.880632815719233e-05	1.500000e+01
2.886233239600652e-05	1.500000e+01
2.897434087363491e-05	1.500000e+01
2.919835782889169e-05	1.500000e+01
2.935396608948644e-05	1.500000e+01
2.949078347881049e-05	1.500000e+01
2.952836522135191e-05	1.500000e+01
2.960352870643477e-05	1.500000e+01
2.965167302983429e-05	1.500000e+01
2.970571135320095e-05	1.500000e+01
2.970671135320095e-05	1.500000e+01
2.970871135320095e-05	1.500000e+01
2.971271135320095e-05	1.500000e+01
2.971971829425617e-05	1.500000e+01
2.973373217636663e-05	1.500000e+01
2.976175994058755e-05	1.500000e+01
2.976275994058755e-05	1.500000e+01
2.976475994058754e-05	1.500000e+01
2.976875994058754e-05	1.500000e+01
2.977572960676105e-05	1.500000e+01
2.978806066765297e-05	1.500000e+01
2.978906066765297e-05	1.500000e+01
2.979106066765297e-05	1.500000e+01
2.979506066765296e-05	1.500000e+01
2.979606066765296e-05	1.500000e+01
2.979806066765296e-05	1.500000e+01
2.979906066765296e-05	1.500000e+01
2.980000000000000e-05	1.500000e+01
2.980012133530591e-05	1.500000e+01
2.980036400591773e-05	1.500000e+01
2.980084934714138e-05	1.500000e+01
2.980109658897593e-05	1.500000e+01
2.980150551633088e-05	1.500000e+01
2.980200000000000e-05	1.500000e+01
2.980204944836691e-05	1.425827e+01
2.980214834510073e-05	1.277482e+01
2.980234613856838e-05	9.807921e+00
2.980260441306471e-05	5.933804e+00
2.980300000000000e-05	6.875389e-11
2.980303955869353e-05	0.000000e+00
2.980311867608058e-05	0.000000e+00
2.980327691085470e-05	0.000000e+00
2.980359338040293e-05	0.000000e+00
2.980407973017137e-05	0.000000e+00
2.980477997195229e-05	0.000000e+00
2.980569647017375e-05	0.000000e+00
2.980600896426381e-05	0.000000e+00
2.980619666472701e-05	0.000000e+00
2.980640867743951e-05	0.000000e+00
2.980656680367618e-05	0.000000e+00
2.980672260474895e-05	0.000000e+00
2.980693198966743e-05	0.000000e+00
2.980714476776756e-05	0.000000e+00
2.980746208603506e-05	0.000000e+00
2.980779107361766e-05	0.000000e+00
2.980836077399999e-05	0.000000e+00
2.980897407501573e-05	0.000000e+00
2.981008353800408e-05	0.000000e+00
2.981121040764662e-05	0.000000e+00
2.981213171748078e-05	0.000000e+00
2.981327372135933e-05	0.000000e+00
2.981419827251194e-05	0.000000e+00
2.981516699472693e-05	0.000000e+00
2.981666183562938e-05	0.000000e+00
2.981949369536616e-05	0.000000e+00
2.982337126052656e-05	0.000000e+00
2.982748664977863e-05	0.000000e+00
2.983282050262499e-05	0.000000e+00
2.983832363997667e-05	0.000000e+00
2.984545748550852e-05	0.000000e+00
2.985299383623186e-05	0.000000e+00
2.986261007586948e-05	0.000000e+00
2.987163221294746e-05	0.000000e+00
2.988406382794564e-05	0.000000e+00
2.989574576934919e-05	0.000000e+00
2.990493970842560e-05	0.000000e+00
2.991665035890755e-05	0.000000e+00
2.992492435161985e-05	0.000000e+00
2.993219109894733e-05	0.000000e+00
2.993784422892899e-05	0.000000e+00
2.994063490397618e-05	0.000000e+00
2.994397038680623e-05	0.000000e+00
2.994699846204086e-05	0.000000e+00
2.994989607046751e-05	0.000000e+00
2.995569128732082e-05	0.000000e+00
2.996263514753566e-05	0.000000e+00
2.997150644371725e-05	0.000000e+00
2.998227048423172e-05	0.000000e+00
2.999485463899243e-05	0.000000e+00
3.001166538144092e-05	0.000000e+00
3.003269368033838e-05	0.000000e+00
3.005226228835037e-05	0.000000e+00
3.006759075122985e-05	0.000000e+00
3.008348913915874e-05	0.000000e+00
3.009007369911955e-05	0.000000e+00
3.009425925325490e-05	0.000000e+00
3.009650829301793e-05	0.000000e+00
3.009768262477924e-05	0.000000e+00
3.009840987519630e-05	0.000000e+00
3.009922864169629e-05	0.000000e+00
3.010009562619620e-05	0.000000e+00
3.010169593602342e-05	0.000000e+00
3.010339020072838e-05	0.000000e+00
3.010573901115638e-05	0.000000e+00
3.010817922046909e-05	0.000000e+00
3.011130894632754e-05	0.000000e+00
3.011512098142625e-05	0.000000e+00
3.012016677313020e-05	0.000000e+00
3.012567184627485e-05	0.000000e+00
3.013410708656588e-05	0.000000e+00
3.014420546147505e-05	0.000000e+00
3.015609672399205e-05	0.000000e+00
3.016870932751207e-05	0.000000e+00
3.018259044910140e-05	0.000000e+00
3.019794211146995e-05	0.000000e+00
3.021429811434118e-05	0.000000e+00
3.023278555177004e-05	0.000000e+00
3.025507682851660e-05	0.000000e+00
3.028244179297191e-05	0.000000e+00
3.030984434616279e-05	0.000000e+00
3.034128499817989e-05	0.000000e+00
3.038635217805320e-05	0.000000e+00
3.044203018255630e-05	0.000000e+00
3.052140043160832e-05	0.000000e+00
3.062666034633993e-05	0.000000e+00
3.078199997142142e-05	0.000000e+00
3.100353720640080e-05	0.000000e+00
3.140004212988701e-05	0.000000e+00
3.195593305161658e-05	0.000000e+00
3.288051235125637e-05	0.000000e+00
3.432090083474649e-05	0.000000e+00
3.720167780172674e-05	0.000000e+00
3.720267780172674e-05	0.000000e+00
3.720467780172674e-05	0.000000e+00
3.720867780172675e-05	0.000000e+00
3.721365110747463e-05	0.000000e+00
3.722359771897037e-05	0.000000e+00
3.724349094196186e-05	0.000000e+00
3.728327738794484e-05	0.000000e+00
3.736285027991081e-05	0.000000e+00
3.752199606384274e-05	0.000000e+00
3.784028763170660e-05	0.000000e+00
3.847687076743433e-05	0.000000e+00
3.872783372854455e-05	0.000000e+00
3.922975965076498e-05	0.000000e+00
3.923075965076498e-05	0.000000e+00
3.923275965076499e-05	0.000000e+00
3.923675965076500e-05	0.000000e+00
3.924191462586450e-05	0.000000e+00
3.925222457606350e-05	0.000000e+00
3.927284447646152e-05	0.000000e+00
3.931408427725754e-05	0.000000e+00
3.939656387884958e-05	0.000000e+00
3.967108159363184e-05	0.000000e+00
3.978188297680363e-05	0.000000e+00
3.978288297680363e-05	0.000000e+00
3.978488297680364e-05	0.000000e+00
3.978888297680364e-05	0.000000e+00
3.979408270747120e-05	0.000000e+00
3.980448216880632e-05	0.000000e+00
3.982528109147656e-05	0.000000e+00
3.986687893681703e-05	0.000000e+00
3.991780430931906e-05	0.000000e+00
3.991880430931906e-05	0.000000e+00
3.992080430931907e-05	0.000000e+00
3.992480430931908e-05	0.000000e+00
3.993004387728715e-05	0.000000e+00
3.994052301322330e-05	0.000000e+00
3.996148128509560e-05	0.000000e+00
3.996248128509560e-05	0.000000e+00
3.996448128509560e-05	0.000000e+00
3.996848128509561e-05	0.000000e+00
3.997375605882546e-05	0.000000e+00
3.998430560628515e-05	0.000000e+00
3.998530560628516e-05	0.000000e+00
3.998730560628516e-05	0.000000e+00
3.999130560628517e-05	0.000000e+00
3.999569393937456e-05	0.000000e+00
3.999669393937457e-05	0.000000e+00
3.999869393937457e-05	0.000000e+00
3.999969393937457e-05	0.000000e+00
4.000000000000000e-05	0.000000e+00
4.000038787874915e-05	0.000000e+00
4.000048502897397e-05	0.000000e+00
4.000063421446705e-05	0.000000e+00
4.000074344749620e-05	0.000000e+00
4.000085712189121e-05	0.000000e+00
4.000088425473242e-05	0.000000e+00
4.000093852041485e-05	0.000000e+00
4.000094430654002e-05	0.000000e+00
4.000095587879037e-05	0.000000e+00
4.000097902329106e-05	0.000000e+00
4.000100000000000e-05	0.000000e+00
4.000100209767089e-05	3.146506e-02
4.000100629301268e-05	9.439519e-02
4.000101468369625e-05	2.202554e-01
4.000102616728455e-05	3.925093e-01
4.000104913446115e-05	7.370169e-01
4.000109506881434e-05	1.426032e+00
4.000118693752074e-05	2.804063e+00
4.000130716178475e-05	4.607427e+00
4.000147130589141e-05	7.069588e+00
4.000166781530364e-05	1.001723e+01
4.000175232992774e-05	1.128495e+01
4.000184271835187e-05	1.264078e+01
4.000191320395221e-05	1.369806e+01
4.000200000000000e-05	1.500000e+01
4.000202603881433e-05	1.500000e+01
4.000206075723345e-05	1.500000e+01
4.000213019407169e-05	1.500000e+01
4.000226906774816e-05	1.500000e+01
4.000254681510109e-05	1.500000e+01
4.000290375406668e-05	1.500000e+01
4.000323008709263e-05	1.500000e+01
4.000354504296309e-05	1.500000e+01
4.000400167198782e-05	1.500000e+01
4.000476376639625e-05	1.500000e+01
4.000534307093673e-05	1.500000e+01
4.000594641757991e-05	1.500000e+01
4.000658343377275e-05	1.500000e+01
4.000717011827896e-05	1.500000e+01
4.000832396257792e-05	1.500000e+01
4.000965258932831e-05	1.500000e+01
4.001190446681785e-05	1.500000e+01
4.001348456745238e-05	1.500000e+01
4.001497512765960e-05	1.500000e+01
4.001672671893824e-05	1.500000e+01
4.001804925375308e-05	1.500000e+01
4.001898855156316e-05	1.500000e+01
4.001967877372620e-05	1.500000e+01
4.002046420714141e-05	1.500000e+01
4.002142622460681e-05	1.500000e+01
4.002223397138626e-05	1.500000e+01
4.002295176573974e-05	1.500000e+01
4.002382400727902e-05	1.500000e+01
4.002468806539953e-05	1.500000e+01
4.002571857719801e-05	1.500000e+01
4.002692941613016e-05	1.500000e+01
4.002935109399447e-05	1.500000e+01
4.003302244737564e-05	1.500000e+01
4.003914418771050e-05	1.500000e+01
4.004365706669090e-05	1.500000e+01
4.004755159081867e-05	1.500000e+01
4.005249821400270e-05	1.500000e+01
4.005542785587241e-05	1.500000e+01
4.005670860908141e-05	1.500000e+01
4.005731557601966e-05	1.500000e+01
4.005746032469321e-05	1.500000e+01
4.005755992666046e-05	1.500000e+01
4.005760116235088e-05	1.500000e+01
4.005763211104472e-05	1.500000e+01
4.005765483797756e-05	1.500000e+01
4.005767909622002e-05	1.500000e+01
4.005770340324749e-05	1.500000e+01
4.005773564648781e-05	1.500000e+01
4.005778619969512e-05	1.500000e+01
4.005786632400879e-05	1.500000e+01
4.005802657263616e-05	1.500000e+01
4.005823132193894e-05	1.500000e+01
4.005861528398146e-05	1.500000e+01
4.005897610111492e-05	1.500000e+01
4.005969773538185e-05	1.500000e+01
4.006076223794380e-05	1.500000e+01
4.006289124306770e-05	1.500000e+01
4.006714925331551e-05	1.500000e+01
4.007566527381113e-05	1.500000e+01
4.008894093583402e-05	1.500000e+01
4.010512284687611e-05	1.500000e+01
4.012238391646699e-05	1.500000e+01
4.014001405351145e-05	1.500000e+01
4.016495782393584e-05	1.500000e+01
4.019005208836021e-05	1.500000e+01
4.019706276171020e-05	1.500000e+01
4.020515756270362e-05	1.500000e+01
4.020890318149832e-05	1.500000e+01
4.021409608640251e-05	1.500000e+01
4.021830539656108e-05	1.500000e+01
4.022293421582918e-05	1.500000e+01
4.022795533853103e-05	1.500000e+01
4.023308109660369e-05	1.500000e+01
4.023964986505502e-05	1.500000e+01
4.024599930065253e-05	1.500000e+01
4.025475059720778e-05	1.500000e+01
4.026327390340671e-05	1.500000e+01
4.027539056452587e-05	1.500000e+01
4.028720400686005e-05	1.500000e+01
4.030477233356344e-05	1.500000e+01
4.032407928059967e-05	1.500000e+01
