time	I(D1)
6.208624934769208e-04	-1.346524e-07
6.210471664004857e-04	4.158568e-09
6.213158909136401e-04	-8.948115e-08
6.217542016635361e-04	-1.050575e-08
6.225034781562463e-04	-6.348515e-08
6.240020311416667e-04	-3.747119e-08
6.259551561416667e-04	-4.353933e-08
6.279082811416667e-04	-3.268737e-05
6.279092811416668e-04	-1.632888e-05
6.279112811416668e-04	8.180970e-06
6.279152811416669e-04	2.790164e-07
6.279191329918544e-04	4.246753e-06
6.279268366922296e-04	-1.438529e-06
6.279382430415465e-04	1.262346e-06
6.279589895359388e-04	-8.426141e-07
6.280004825247234e-04	3.545235e-07
6.280834685022925e-04	-2.441617e-07
6.282494404574307e-04	5.525847e-08
6.285813843677072e-04	-8.495531e-08
6.291381121794471e-04	-3.313628e-05
6.291391121794471e-04	-1.661883e-05
6.291411121794471e-04	8.246551e-06
6.291451121794472e-04	-1.401037e-06
6.291498936726884e-04	3.419273e-06
6.291594566591710e-04	-1.500926e-06
6.291759581888332e-04	9.580205e-07
6.292089612481576e-04	-5.463759e-07
6.292749673668064e-04	2.055895e-07
6.294069796041040e-04	-4.326524e-08
6.295379755254049e-04	-1.605718e-05
6.295400081573982e-04	-8.181513e-06
6.295440734213848e-04	4.015863e-06
6.295522039493579e-04	-1.106230e-06
6.295632116175930e-04	1.452010e-06
6.295852269540634e-04	-7.937197e-07
6.296292576270041e-04	3.288345e-07
6.297173189728856e-04	3.242288e-05
6.297183189728856e-04	1.640129e-05
6.297203189728856e-04	-8.223967e-06
6.297243189728857e-04	2.549522e-06
6.297301841216352e-04	-2.820899e-06
6.297419144191341e-04	1.339619e-06
6.297653589903251e-04	3.093226e-05
6.297663589903251e-04	1.616768e-05
6.297683589903252e-04	-8.092805e-06
6.297723589903252e-04	2.949439e-06
6.297787421227644e-04	-2.008923e-06
6.297892337351217e-04	-2.879956e-05
6.297902337351217e-04	-1.597606e-05
6.297922337351218e-04	7.853455e-06
6.297962337351218e-04	2.337615e-05
6.297972337351218e-04	1.561541e-05
6.297992337351219e-04	1.529441e-05
6.298002337351219e-04	-9.151843e-06
6.298010000000000e-04	-9.476993e-06
6.298020000000001e-04	-5.485770e-03
6.298021000000001e-04	-1.878537e-03
6.298023000000000e-04	-1.796396e-06
6.298026000000000e-04	1.022833e-07
6.298030000000001e-04	1.280643e-04
6.298030400000000e-04	4.535924e-05
6.298031200000000e-04	-7.929778e-08
6.298032800000000e-04	-3.791928e-07
6.298036000000001e-04	-2.108815e-07
6.298040876714524e-04	-5.407628e-07
6.298047907758144e-04	-1.319493e-06
6.298057105672967e-04	-4.850212e-06
6.298060201253731e-04	-8.891744e-06
6.298062061625452e-04	-1.054860e-05
6.298064168025299e-04	-8.966435e-06
6.298065753783432e-04	-6.688456e-06
6.298067325123251e-04	-4.599679e-06
6.298069425638806e-04	-2.433929e-06
6.298071631572980e-04	-7.877945e-07
6.298075136103292e-04	6.557148e-07
6.298078455657372e-04	1.329613e-06
6.298084382080451e-04	1.626225e-06
6.298090858362735e-04	1.645789e-06
6.298103043567723e-04	1.273442e-06
6.298113514754143e-04	-9.299508e-07
6.298122357851747e-04	-4.731167e-06
6.298133157332808e-04	-7.523536e-06
6.298143077410241e-04	-6.705079e-06
6.298152922718180e-04	-4.862154e-06
6.298170567265308e-04	-1.916296e-06
6.298200880661606e-04	2.399917e-06
6.298240515367863e-04	6.551628e-06
6.298282872271707e-04	9.727589e-06
6.298338531398753e-04	1.302011e-05
6.298394652655316e-04	1.607381e-05
6.298468234840108e-04	2.026464e-05
6.298545417101877e-04	2.548035e-05
6.298643396525498e-04	3.414980e-05
6.298733987489339e-04	4.588090e-05
6.298854015079326e-04	7.136397e-05
6.298962065030959e-04	1.128766e-04
6.299050235564321e-04	1.837079e-04
6.299163924284257e-04	3.969752e-04
6.299244886032748e-04	7.697838e-04
6.299313463235221e-04	1.287910e-03
6.299389470856269e-04	1.690418e-03
6.299414642830000e-04	1.683196e-03
6.299443756013310e-04	1.675474e-03
6.299463474203522e-04	1.676868e-03
6.299482566524296e-04	1.665372e-03
6.299520751165846e-04	1.678993e-03
6.299578170251501e-04	1.685307e-03
6.299633016644245e-04	1.697237e-03
6.299716158945651e-04	1.718686e-03
6.299797996873371e-04	1.748218e-03
6.299931420893016e-04	1.813037e-03
6.300052144739824e-04	1.910889e-03
6.300244025225412e-04	2.286614e-03
6.300451185487874e-04	3.424584e-03
6.300603687970056e-04	5.102934e-03
6.300765134312529e-04	7.800079e-03
6.300906147464987e-04	1.159108e-02
6.300960622654640e-04	1.910720e-02
6.300992792280804e-04	6.257786e-02
6.301004933857361e-04	1.206871e-01
6.301014421988405e-04	1.928408e-01
6.301024282926721e-04	2.727433e-01
6.301039891876443e-04	3.893331e-01
6.301061596912097e-04	5.133550e-01
6.301084242230570e-04	5.868085e-01
6.301112363469036e-04	6.197649e-01
6.301144207350570e-04	6.279133e-01
6.301196282917695e-04	6.302710e-01
6.301255933158036e-04	6.319937e-01
6.301318102076666e-04	6.335030e-01
6.301429930135738e-04	6.358211e-01
6.301547866214120e-04	6.377947e-01
6.301677503883970e-04	6.394866e-01
6.301807443864601e-04	6.407600e-01
6.301961080782074e-04	6.418483e-01
6.302119275962150e-04	6.426032e-01
6.302296747552040e-04	6.431139e-01
6.302487169663564e-04	6.433506e-01
6.302746250469838e-04	6.433474e-01
6.302980844330303e-04	6.431386e-01
6.303214181319991e-04	6.428012e-01
6.303542451379188e-04	6.422168e-01
6.304039253587212e-04	6.412519e-01
6.304619860897878e-04	6.400634e-01
6.305679686740511e-04	6.378496e-01
6.306824024057163e-04	6.354387e-01
6.308674086756996e-04	6.315319e-01
6.310773024594410e-04	6.270971e-01
6.314895581453839e-04	6.183957e-01
6.321731471375812e-04	6.040007e-01
6.335403251219756e-04	5.753366e-01
6.354934501219756e-04	5.346411e-01
6.374465751219756e-04	4.942035e-01
6.380478750000001e-04	4.818277e-01
6.387984002439511e-04	4.662834e-01
6.387994002439512e-04	4.663394e-01
6.388014002439512e-04	4.664151e-01
6.388054002439513e-04	4.662893e-01
6.388102696727560e-04	4.662109e-01
6.388199272796925e-04	4.659916e-01
6.388392424935655e-04	4.656068e-01
6.388715755403353e-04	4.649407e-01
6.389362416338748e-04	4.636222e-01
6.390655738209539e-04	4.609785e-01
6.393242381951121e-04	4.556986e-01
6.394836712516837e-04	4.524472e-01
6.396821338868568e-04	4.482688e-01
6.396831338868568e-04	4.483141e-01
6.396851338868569e-04	4.483742e-01
6.396891338868569e-04	4.482570e-01
6.396935903333179e-04	4.481835e-01
6.397025032262399e-04	4.479813e-01
6.397203290120839e-04	4.476282e-01
6.397522076393055e-04	4.469743e-01
6.398159648937486e-04	4.456782e-01
6.398734854911138e-04	4.445154e-01
6.398859588052697e-04	4.442589e-01
6.399109054335817e-04	4.437447e-01
6.399511067433762e-04	4.428163e-01
6.399521067433762e-04	4.428499e-01
6.399541067433763e-04	4.428955e-01
6.399581067433763e-04	4.427827e-01
6.399627264856674e-04	4.427040e-01
6.399719659702495e-04	4.425032e-01
6.399825210308359e-04	4.421995e-01
6.399835210308359e-04	4.422189e-01
6.399855210308359e-04	4.422530e-01
6.399895210308360e-04	4.421438e-01
6.399942818753691e-04	4.419816e-01
6.399952818753692e-04	4.419859e-01
6.399972818753692e-04	4.419507e-01
6.399982818753692e-04	4.419958e-01
6.399990000000000e-04	4.419341e-01
6.399995637507384e-04	4.420197e-01
6.399998724985233e-04	4.420158e-01
6.400003825044302e-04	4.422107e-01
6.400004748370820e-04	4.421277e-01
6.400006595023857e-04	4.419288e-01
6.400007974455208e-04	4.418472e-01
6.400008394264046e-04	4.418414e-01
6.400009233881723e-04	4.419179e-01
6.400010000000001e-04	4.419198e-01
6.400010044955718e-04	4.419187e-01
6.400010134867155e-04	4.419172e-01
6.400010249247864e-04	4.419168e-01
6.400010379361005e-04	4.419183e-01
6.400010639587287e-04	4.419263e-01
6.400011160039851e-04	4.419596e-01
6.400012200944980e-04	4.420786e-01
6.400013477725375e-04	4.423220e-01
6.400015252997422e-04	4.428440e-01
6.400017351090104e-04	4.436450e-01
6.400017819230446e-04	4.438788e-01
6.400018354247980e-04	4.441609e-01
6.400018929964933e-04	4.444821e-01
6.400020000000001e-04	4.451070e-01
6.400020321010520e-04	4.453000e-01
6.400020749024548e-04	4.455433e-01
6.400021605052602e-04	4.459748e-01
6.400023317108710e-04	4.466444e-01
6.400026741220925e-04	4.475294e-01
6.400029982318013e-04	4.479843e-01
6.400033279393832e-04	4.481763e-01
6.400036595323323e-04	4.482416e-01
6.400042644964130e-04	4.483187e-01
6.400048414828387e-04	4.487856e-01
6.400054742970424e-04	4.503273e-01
6.400059859891660e-04	4.525029e-01
6.400065448195554e-04	4.554468e-01
6.400072101084819e-04	4.589500e-01
6.400083760828829e-04	4.643577e-01
6.400096945310801e-04	4.689680e-01
6.400119267200761e-04	4.741630e-01
6.400135105825279e-04	4.765394e-01
6.400150105031624e-04	4.779607e-01
6.400167622481359e-04	4.791062e-01
6.400180827329816e-04	4.796939e-01
6.400190075684232e-04	4.798975e-01
6.400196966528382e-04	4.798662e-01
6.400204761361353e-04	4.796928e-01
6.400214623730194e-04	4.794079e-01
6.400222808853590e-04	4.791108e-01
6.400230086173107e-04	4.787634e-01
6.400238762567827e-04	4.782571e-01
6.400246957820517e-04	4.777376e-01
6.400257363430669e-04	4.770683e-01
6.400269745891700e-04	4.762819e-01
6.400294510813762e-04	4.747525e-01
6.400331175742873e-04	4.568773e-01
6.400393352380593e-04	2.508680e-01
6.400430973263195e-04	-1.666808e-01
6.400462975054876e-04	-8.013285e-01
6.400506830863073e-04	-1.848776e+00
6.400532710283189e-04	-2.410422e+00
6.400543804285977e-04	-1.884023e+00
6.400547821096656e-04	-6.164017e-01
6.400548707193493e-04	-2.581940e-01
6.400549254045810e-04	-1.914257e-01
6.400549640137033e-04	-1.611035e-01
6.400550064136338e-04	-1.199347e-01
6.400550488208680e-04	-1.044133e-01
6.400550945215324e-04	-8.155508e-02
6.400551653235095e-04	-6.501713e-02
6.400552426670100e-04	-4.902732e-02
6.400553973540110e-04	-3.263392e-02
6.400555452964768e-04	-2.331328e-02
6.400558095554187e-04	-1.671655e-02
6.400560828917018e-04	-1.375985e-02
6.400566295642680e-04	-1.249416e-02
6.400571866373478e-04	-1.196272e-02
6.400583007835074e-04	-1.160741e-02
6.400602411514706e-04	-1.083572e-02
6.400641218873970e-04	-9.631030e-03
6.400717571773522e-04	-7.648770e-03
6.400870277572625e-04	-4.703735e-03
6.401021224426612e-04	-3.088949e-03
6.401204337668202e-04	-2.409245e-03
6.401371019998112e-04	-2.195622e-03
6.401611121283687e-04	-1.901851e-03
6.401916642601897e-04	-6.433264e-04
6.401979649252586e-04	-3.084290e-04
6.402047413906982e-04	-1.950063e-04
6.402078374717784e-04	-1.395264e-04
6.402112479401247e-04	-1.121266e-04
6.402138680908131e-04	-9.452600e-05
6.402165995934199e-04	-7.430098e-05
6.402192841872354e-04	-6.868818e-05
6.402219518323987e-04	-5.358716e-05
6.402249644744178e-04	-5.380906e-05
6.402281512692337e-04	-4.061381e-05
6.402319619305734e-04	-4.134476e-05
6.402363070081151e-04	-2.978494e-05
6.402417955628701e-04	-2.933516e-05
6.402482008897513e-04	-2.006595e-05
6.402570221111411e-04	-1.865805e-05
6.402670273913397e-04	-1.156534e-05
6.402845126407526e-04	-1.045895e-05
6.403069414288574e-04	-5.709803e-06
6.403412804794022e-04	-4.124025e-06
6.403799792094282e-04	-2.217867e-06
6.404246018752464e-04	-1.680375e-06
6.404783709451289e-04	-6.684067e-07
6.405485582278318e-04	-6.241066e-07
6.406338363628050e-04	-1.292825e-07
6.407428913174675e-04	-2.651566e-07
6.408925805668469e-04	1.088046e-09
6.410833313211972e-04	-1.434241e-07
6.413780372861037e-04	2.071119e-08
6.418464355687470e-04	-9.332766e-08
6.427290355249308e-04	-1.428028e-08
6.444942354372984e-04	-4.653415e-08
6.464473604372984e-04	-5.489694e-08
6.478488750000001e-04	4.949539e-05
6.478498750000001e-04	2.503310e-05
6.478518750000002e-04	-1.206715e-05
6.478558750000002e-04	-2.543788e-07
6.478597851835058e-04	-6.018905e-06
6.478676055505170e-04	2.534914e-06
6.478814594148575e-04	-1.709520e-06
6.479091671435387e-04	7.846393e-07
6.479645826009010e-04	-4.600734e-07
6.480754135156257e-04	1.616621e-07
6.482970753450752e-04	-1.491668e-07
6.487403990039740e-04	-2.046981e-07
6.489153526822024e-04	-1.771065e-07
6.492652600386590e-04	-4.503298e-05
6.492662600386590e-04	-2.278908e-05
6.492682600386591e-04	1.099651e-05
6.492722600386591e-04	-4.855403e-06
6.492794158441308e-04	2.980232e-06
6.492937274550744e-04	-1.553912e-06
6.493223506769615e-04	7.065634e-07
6.493795971207355e-04	-4.221996e-07
6.494940900082837e-04	-2.154044e-07
6.495730142249037e-04	1.340952e-08
6.496441515667602e-04	-2.200665e-06
6.496597253162870e-04	-1.426088e-06
6.496908728153405e-04	4.527320e-07
6.497397050018931e-04	4.140816e-05
6.497407050018931e-04	2.124417e-05
6.497427050018932e-04	-1.046155e-05
6.497467050018932e-04	5.109236e-06
6.497547050018933e-04	-2.611661e-06
6.497707050018936e-04	-3.800556e-05
6.497717050018936e-04	-2.039294e-05
6.497737050018936e-04	9.948776e-06
6.497777050018937e-04	-5.002677e-06
6.497857050018938e-04	-1.252701e-04
6.497859999999999e-04	-6.591241e-05
6.497865899962119e-04	3.136299e-05
6.497877699886360e-04	-1.301245e-05
6.497898074494991e-04	8.473880e-06
6.497937498932169e-04	2.271863e-05
6.497948647728515e-04	1.588153e-05
6.497970945321207e-04	6.179336e-05
6.497975404814618e-04	3.890709e-05
6.497984323801441e-04	-1.903864e-05
6.498002161775087e-04	-2.359766e-05
6.498010000000001e-04	-9.358213e-06
6.498020000000001e-04	-5.649443e-03
6.498021000000001e-04	-1.937241e-03
6.498023000000001e-04	-2.074800e-06
6.498026000000001e-04	2.163859e-07
6.498030000000001e-04	1.368782e-04
6.498030400000001e-04	4.875245e-05
6.498031200000001e-04	4.633421e-09
6.498032800000001e-04	-4.096203e-07
6.498036000000001e-04	-1.997421e-07
6.498040876723298e-04	-5.441966e-07
6.498047907762974e-04	-1.312121e-06
6.498057105678809e-04	-4.823041e-06
6.498060201257989e-04	-8.888990e-06
6.498062061628602e-04	-1.053188e-05
6.498064168027351e-04	-8.941680e-06
6.498065753785792e-04	-6.653234e-06
6.498067325126187e-04	-4.550137e-06
6.498069425644644e-04	-2.391112e-06
6.498071631581588e-04	-7.345013e-07
6.498075136108723e-04	7.043678e-07
6.498078455664483e-04	1.382688e-06
6.498084382077451e-04	1.674145e-06
6.498090858359169e-04	1.695592e-06
6.498103043549121e-04	1.320757e-06
6.498113514727178e-04	-8.803504e-07
6.498122357812384e-04	-4.668456e-06
6.498133157287531e-04	-7.428129e-06
6.498143077375340e-04	-6.573178e-06
6.498152922658352e-04	-4.694260e-06
6.498170567144067e-04	-1.695297e-06
6.498200880601653e-04	2.700226e-06
6.498240515209526e-04	6.935755e-06
6.498282872011088e-04	1.018827e-05
6.498338530901463e-04	1.357470e-05
6.498394652492263e-04	1.672716e-05
6.498468235435301e-04	2.106450e-05
6.498545420038881e-04	2.647085e-05
6.498643407467503e-04	3.546484e-05
6.498734018684838e-04	4.764173e-05
6.498854115770613e-04	7.411296e-05
6.498962367202190e-04	1.172624e-04
6.499050097336873e-04	1.901960e-04
6.499163768573874e-04	4.099440e-04
6.499245270440285e-04	7.948070e-04
6.499315029465354e-04	1.315495e-03
6.499391719785257e-04	1.694181e-03
6.499417548063799e-04	1.687678e-03
6.499449202409292e-04	1.680451e-03
6.499470613360459e-04	1.681038e-03
6.499491101163641e-04	1.671202e-03
6.499532076770003e-04	1.685506e-03
6.499594677658983e-04	1.693721e-03
6.499655250729201e-04	1.708200e-03
6.499743710807606e-04	1.733657e-03
6.499831281491945e-04	1.768767e-03
6.499971472506855e-04	1.847272e-03
6.500102181592128e-04	1.984236e-03
6.500313792146155e-04	2.635399e-03
6.500549765279009e-04	4.556730e-03
6.500710709801452e-04	6.875417e-03
6.500859838719274e-04	1.014000e-02
6.500923866089409e-04	1.252899e-02
6.500961154134863e-04	1.761982e-02
6.500981682655823e-04	4.006479e-02
6.500991599407672e-04	7.681127e-02
6.500999143490459e-04	1.252511e-01
6.501007224801419e-04	1.888165e-01
6.501018530022684e-04	2.821533e-01
6.501037935187664e-04	4.285896e-01
6.501057761999056e-04	5.427530e-01
6.501077517583026e-04	6.066017e-01
6.501107561985204e-04	6.423086e-01
6.501138376405527e-04	6.511033e-01
6.501193187942667e-04	6.536101e-01
6.501256560904610e-04	6.554192e-01
6.501321076702825e-04	6.569886e-01
6.501425367561036e-04	6.591195e-01
6.501540325849962e-04	6.610369e-01
6.501675112870215e-04	6.627930e-01
6.501801022459258e-04	6.640260e-01
6.501961794563760e-04	6.651549e-01
6.502112316206162e-04	6.658677e-01
6.502301936468484e-04	6.664023e-01
6.502475440503533e-04	6.666213e-01
6.502723625537003e-04	6.666119e-01
6.502983160842622e-04	6.663772e-01
6.503217487469666e-04	6.660318e-01
6.503543336268290e-04	6.654474e-01
6.504035488542598e-04	6.644753e-01
6.504696405178611e-04	6.631085e-01
6.505530716517149e-04	6.613458e-01
6.506805153737408e-04	6.586325e-01
6.508395084220410e-04	6.552384e-01
6.510800681381380e-04	6.501013e-01
6.514494627734997e-04	6.422191e-01
6.521882520442230e-04	6.264920e-01
6.535559921023711e-04	5.974994e-01
6.555091171023711e-04	5.563509e-01
6.574622421023711e-04	5.154562e-01
6.580478750000001e-04	5.032649e-01
6.588297342047420e-04	4.870993e-01
6.588307342047420e-04	4.870542e-01
6.588327342047421e-04	4.869755e-01
6.588367342047421e-04	4.869061e-01
6.588412565597833e-04	4.868061e-01
6.588503012698655e-04	4.866265e-01
6.588683906900301e-04	4.862486e-01
6.589045695303592e-04	4.855022e-01
6.589769272110174e-04	4.840054e-01
6.591216425723339e-04	4.810158e-01
6.594110732949668e-04	4.750431e-01
6.594221385547342e-04	4.748129e-01
6.594442690742690e-04	4.743534e-01
6.594885301133385e-04	4.734420e-01
6.595770521914775e-04	4.716163e-01
6.597540963477556e-04	4.679255e-01
6.597550963477557e-04	4.679257e-01
6.597570963477557e-04	4.679164e-01
6.597610963477558e-04	4.678223e-01
6.597657857965682e-04	4.677314e-01
6.597751646941930e-04	4.675319e-01
6.597939224894426e-04	4.671488e-01
6.598314380799417e-04	4.663748e-01
6.599064692609400e-04	4.647941e-01
6.599074692609401e-04	4.647912e-01
6.599094692609401e-04	4.647777e-01
6.599134692609401e-04	4.646850e-01
6.599182970220108e-04	4.645907e-01
6.599279525441522e-04	4.643867e-01
6.599472635884350e-04	4.639906e-01
6.599623779114346e-04	4.636818e-01
6.599707713540008e-04	4.635088e-01
6.599842131148677e-04	4.632600e-01
6.599852131148677e-04	4.632262e-01
6.599872131148678e-04	4.631614e-01
6.599912131148678e-04	4.630882e-01
6.599961813842490e-04	4.630067e-01
6.599971813842490e-04	4.629781e-01
6.599991813842491e-04	4.629406e-01
6.600000000000001e-04	4.629123e-01
6.600010000000001e-04	4.635639e-01
6.600010021993756e-04	4.634873e-01
6.600010065981265e-04	4.633583e-01
6.600010153956281e-04	4.631743e-01
6.600010258122998e-04	4.630471e-01
6.600010433905220e-04	4.629572e-01
6.600010785469665e-04	4.629183e-01
6.600011488598553e-04	4.629608e-01
6.600012651684607e-04	4.631234e-01
6.600014091570992e-04	4.634493e-01
6.600015990070397e-04	4.640791e-01
6.600017749060096e-04	4.648673e-01
6.600020000000001e-04	4.660718e-01
6.600020225093992e-04	4.662063e-01
6.600020675281974e-04	4.664641e-01
6.600021575657936e-04	4.669216e-01
6.600023376409859e-04	4.676337e-01
6.600026542078447e-04	4.684623e-01
6.600029913228386e-04	4.689440e-01
6.600033130715021e-04	4.691411e-01
6.600036482371037e-04	4.692101e-01
6.600042221935780e-04	4.692771e-01
6.600048070493083e-04	4.696903e-01
6.600054066861255e-04	4.710531e-01
6.600059403604076e-04	4.732539e-01
6.600065024431653e-04	4.761855e-01
6.600071355750787e-04	4.795388e-01
6.600082581612776e-04	4.848307e-01
6.600095666016415e-04	4.895407e-01
6.600117397672281e-04	4.947985e-01
6.600133609898248e-04	4.973277e-01
6.600148668546993e-04	4.988098e-01
6.600166371359426e-04	5.000049e-01
6.600179816943493e-04	5.006251e-01
6.600189489806402e-04	5.008574e-01
6.600196440902288e-04	5.008388e-01
6.600204439462653e-04	5.006675e-01
6.600213672427467e-04	5.004060e-01
6.600221554323973e-04	5.001302e-01
6.600228579199572e-04	4.998078e-01
6.600237403952971e-04	4.993043e-01
6.600246855961422e-04	4.987086e-01
6.600257075901140e-04	4.980510e-01
6.600268870477702e-04	4.973008e-01
6.600292459630825e-04	4.958412e-01
6.600329858319885e-04	4.819751e-01
6.600389410869077e-04	3.033278e-01
6.600428296559325e-04	-1.064044e-01
6.600460987440516e-04	-7.405097e-01
6.600506148106496e-04	-1.738790e+00
6.600550331931246e-04	-7.870144e-01
6.600558957331912e-04	-1.371285e-01
6.600564550798334e-04	2.288000e-03
6.600566681851053e-04	1.222147e-02
6.600568762145067e-04	-4.468620e-02
6.600569838003874e-04	3.764305e-02
6.600570480276482e-04	-4.352132e-02
6.600570883451764e-04	-4.105157e-03
6.600571180553886e-04	9.781469e-03
6.600571442560710e-04	-2.610829e-02
6.600571713530189e-04	-6.246168e-04
6.600572005259406e-04	-1.446639e-02
6.600572397901020e-04	-7.589598e-03
6.600572966156924e-04	-1.116623e-02
6.600573891887384e-04	-1.014037e-02
6.600575524178151e-04	-1.140156e-02
6.600578575190472e-04	-1.139279e-02
6.600583895613019e-04	-1.158403e-02
6.600594536458111e-04	-1.112480e-02
6.600612237328242e-04	-1.054519e-02
6.600647639068506e-04	-9.431786e-03
6.600718442549031e-04	-7.624730e-03
6.600834770201702e-04	-5.268678e-03
6.600998255284628e-04	-3.285189e-03
6.601174186794973e-04	-2.470596e-03
6.601339305260020e-04	-2.225334e-03
6.601564841087867e-04	-2.017275e-03
6.601867845990571e-04	-9.217751e-04
6.601944316420733e-04	-4.717313e-04
6.602020455111549e-04	-2.233538e-04
6.602059719628808e-04	-1.590036e-04
6.602101059893896e-04	-1.171737e-04
6.602133170768612e-04	-9.941826e-05
6.602167411135276e-04	-7.752727e-05
6.602201279300221e-04	-6.849668e-05
6.602234097734750e-04	-5.625141e-05
6.602271576126185e-04	-4.979955e-05
6.602309240081076e-04	-4.191157e-05
6.602353809029241e-04	-3.591789e-05
6.602401874078902e-04	-3.064789e-05
6.602460360062020e-04	-2.507202e-05
6.602525491623286e-04	-2.151231e-05
6.602609200067728e-04	-1.643063e-05
6.602709317461006e-04	-1.413422e-05
6.602862245412200e-04	-9.332103e-06
6.603069466270641e-04	-7.388429e-06
6.603428710830628e-04	-3.997944e-06
6.603811658737356e-04	-2.596320e-06
6.604269508905952e-04	-1.418008e-06
6.604799171648412e-04	-1.081489e-06
6.605523795054927e-04	-4.405607e-07
6.606365423975217e-04	-3.670479e-07
6.607489426936228e-04	-6.835998e-08
6.608971270001993e-04	-1.305512e-07
6.610943334688762e-04	4.993760e-09
6.613868891378603e-04	-9.094381e-08
6.618790240321772e-04	-1.344364e-08
6.627557452237155e-04	-6.317472e-08
6.645091876067924e-04	-4.276870e-08
6.664623126067924e-04	-3.870596e-08
6.678488750000002e-04	-3.403184e-05
6.678498750000002e-04	-1.696342e-05
6.678518750000002e-04	7.117043e-06
6.678553002134890e-04	-2.324853e-07
6.678587954309039e-04	4.937019e-06
6.678657858657337e-04	-1.177870e-06
6.678748262125704e-04	1.591308e-06
6.678905032066169e-04	-1.162834e-06
6.679218571947098e-04	5.121498e-07
6.679845651708955e-04	-3.258077e-07
6.681099811232670e-04	9.313226e-08
6.683608130280100e-04	-1.164929e-07
6.688624768374960e-04	-3.511997e-05
6.688634768374960e-04	-1.759866e-05
6.688654768374961e-04	8.766462e-06
6.688694768374961e-04	-7.880138e-07
6.688738440294057e-04	3.993822e-06
6.688825784132247e-04	-1.581754e-06
6.688966627585641e-04	1.197046e-06
6.689246308905092e-04	-6.778476e-07
6.689805671543994e-04	2.685314e-07
6.690924396821799e-04	-2.045805e-07
6.693161847377409e-04	-8.101272e-07
6.693545098888781e-04	-5.074932e-07
6.694311601911525e-04	1.830049e-07
6.695844607957013e-04	3.497289e-05
6.695854607957013e-04	1.758997e-05
6.695874607957013e-04	-8.846167e-06
6.695914607957014e-04	2.004776e-06
6.695966783243329e-04	-3.410193e-06
6.696071133815957e-04	1.481399e-06
6.696262592617839e-04	-9.625995e-07
6.696645510221603e-04	2.921386e-07
6.697254164792473e-04	3.430167e-05
6.697264164792473e-04	1.744235e-05
6.697284164792473e-04	-8.743566e-06
6.697324164792474e-04	2.726501e-06
6.697382962533150e-04	-2.990787e-06
6.697500558014501e-04	1.422673e-06
6.697735748977204e-04	3.289075e-05
6.697745748977204e-04	1.718973e-05
6.697765748977204e-04	-8.602394e-06
6.697805748977205e-04	3.140598e-06
6.697869635003589e-04	9.649279e-06
6.697892227947234e-04	7.464473e-06
6.697937413834523e-04	2.610962e-05
6.697947413834523e-04	1.679477e-05
6.697967413834523e-04	9.668814e-06
6.697980000000001e-04	4.010000e-06
6.697994827669046e-04	1.048615e-05
6.698004827669046e-04	-2.982078e-05
6.698010000000001e-04	-3.016764e-05
6.698020000000002e-04	-5.765054e-03
6.698021000000002e-04	-1.974220e-03
6.698023000000002e-04	-1.876394e-06
6.698026000000001e-04	1.371102e-07
6.698030000000002e-04	1.347008e-04
6.698030400000001e-04	4.772993e-05
6.698031200000001e-04	-6.170239e-08
6.698032800000001e-04	-3.845906e-07
6.698036000000002e-04	-2.066277e-07
6.698040876715283e-04	-5.387451e-07
6.698047907756362e-04	-1.310856e-06
6.698057105662098e-04	-4.826061e-06
6.698060201242603e-04	-8.866175e-06
6.698062061613878e-04	-1.050963e-05
6.698064168012737e-04	-8.912102e-06
6.698065753771225e-04	-6.622179e-06
6.698067325110994e-04	-4.523722e-06
6.698069425631195e-04	-2.354438e-06
6.698071631562562e-04	-7.016858e-07
6.698075136093952e-04	7.426684e-07
6.698078455635347e-04	1.418682e-06
6.698084382047040e-04	1.712815e-06
6.698090858288949e-04	1.732101e-06
6.698103043421909e-04	1.357747e-06
6.698113514612940e-04	-8.404223e-07
6.698122357701345e-04	-4.617870e-06
6.698133157230562e-04	-7.352050e-06
6.698143077418147e-04	-6.468236e-06
6.698152922616738e-04	-4.562198e-06
6.698170566964596e-04	-1.518546e-06
6.698200880869237e-04	2.939214e-06
6.698240515628108e-04	7.241886e-06
6.698282872338843e-04	1.055521e-05
6.698338531249434e-04	1.401669e-05
6.698394653031356e-04	1.724775e-05
6.698468236792464e-04	2.170207e-05
6.698545423420530e-04	2.726037e-05
6.698643417173697e-04	3.651315e-05
6.698734044825711e-04	4.904571e-05
6.698854197113855e-04	7.630594e-05
6.698962610452308e-04	1.207652e-04
6.699049988550179e-04	1.953470e-04
6.699163647586053e-04	4.202006e-04
6.699245576891787e-04	8.146036e-04
6.699316327766073e-04	1.359529e-03
6.699381040611399e-04	1.692771e-03
6.699405886176540e-04	1.689951e-03
6.699436722867497e-04	1.681745e-03
6.699459044349042e-04	1.683348e-03
6.699480611781302e-04	1.675553e-03
6.699523746645824e-04	1.688092e-03
6.699587214194300e-04	1.696541e-03
6.699648362484103e-04	1.710957e-03
6.699742161513331e-04	1.738055e-03
6.699829836566107e-04	1.773202e-03
6.699968147917610e-04	1.850990e-03
6.700098471885741e-04	1.987493e-03
6.700309499173484e-04	2.636223e-03
6.700545902826815e-04	4.564196e-03
6.700706336614934e-04	6.883913e-03
6.700854944940641e-04	1.014866e-02
