time	I(L1)
5.294106150728132e-04	4.720556e-01
5.294146150728133e-04	4.721497e-01
5.294206003679369e-04	4.722905e-01
5.294325709581841e-04	4.725720e-01
5.294565121386786e-04	4.731351e-01
5.295043944996675e-04	4.742611e-01
5.296001592216453e-04	4.765126e-01
5.296104705560446e-04	4.767550e-01
5.296310932248431e-04	4.772396e-01
5.296723385624403e-04	4.782088e-01
5.297195093248059e-04	4.793172e-01
5.297205093248059e-04	4.793407e-01
5.297225093248059e-04	4.793876e-01
5.297265093248060e-04	4.794816e-01
5.297321121522278e-04	4.796132e-01
5.297433178070715e-04	4.798765e-01
5.297657291167590e-04	4.804029e-01
5.297667291167590e-04	4.804264e-01
5.297687291167591e-04	4.804734e-01
5.297727291167591e-04	4.805673e-01
5.297781938232238e-04	4.806957e-01
5.297891232361532e-04	4.809524e-01
5.297901232361532e-04	4.809758e-01
5.297921232361532e-04	4.810228e-01
5.297961232361533e-04	4.811167e-01
5.297965728156153e-04	4.811273e-01
5.297974719745392e-04	4.811484e-01
5.297992702923872e-04	4.811907e-01
5.297995478965744e-04	4.811972e-01
5.298001031049489e-04	4.812102e-01
5.298008895832511e-04	4.812287e-01
5.298020000000001e-04	4.812548e-01
5.298021000000001e-04	4.812571e-01
5.298023000000001e-04	4.812618e-01
5.298026000000001e-04	4.812689e-01
5.298030000000001e-04	4.812782e-01
5.298030400000002e-04	4.812792e-01
5.298031200000002e-04	4.812811e-01
5.298032800000002e-04	4.812848e-01
5.298036000000002e-04	4.812923e-01
5.298040876586430e-04	4.813038e-01
5.298047907757783e-04	4.813203e-01
5.298057105488299e-04	4.813419e-01
5.298060201086346e-04	4.813492e-01
5.298062061467058e-04	4.813536e-01
5.298064167876609e-04	4.813585e-01
5.298065753625122e-04	4.813622e-01
5.298067324946878e-04	4.813659e-01
5.298069425465978e-04	4.813708e-01
5.298071631317274e-04	4.813760e-01
5.298075135956630e-04	4.813842e-01
5.298078455363396e-04	4.813921e-01
5.298084381964754e-04	4.814060e-01
5.298090857923289e-04	4.814212e-01
5.298103042821072e-04	4.814498e-01
5.298113514235754e-04	4.814744e-01
5.298122357537400e-04	4.814951e-01
5.298133157562724e-04	4.815205e-01
5.298143078341747e-04	4.815438e-01
5.298152923287465e-04	4.815669e-01
5.298170567524450e-04	4.816084e-01
5.298200883921318e-04	4.816796e-01
5.298240521004906e-04	4.817727e-01
5.298282878707666e-04	4.818721e-01
5.298338540682525e-04	4.820028e-01
5.298394659964466e-04	4.821346e-01
5.298468238697844e-04	4.823072e-01
5.298545405138244e-04	4.824882e-01
5.298643330680276e-04	4.827177e-01
5.298733779649023e-04	4.829294e-01
5.298840446239096e-04	4.831786e-01
5.298950099037435e-04	4.834342e-01
5.299047131148693e-04	4.836595e-01
5.299156801884581e-04	4.839125e-01
5.299234177982650e-04	4.840891e-01
5.299296179554144e-04	4.842281e-01
5.299360193748506e-04	4.843680e-01
5.299394566411904e-04	4.844410e-01
5.299418723010089e-04	4.844908e-01
5.299448057694301e-04	4.845498e-01
5.299486539606801e-04	4.846251e-01
5.299524175856985e-04	4.846964e-01
5.299580866487722e-04	4.847994e-01
5.299635839556613e-04	4.848943e-01
5.299715374941157e-04	4.850231e-01
5.299793587914479e-04	4.851393e-01
5.299919080802542e-04	4.853060e-01
5.300032946062378e-04	4.854347e-01
5.300215474349936e-04	4.855948e-01
5.300406980896588e-04	4.857050e-01
5.300583057567957e-04	4.857364e-01
5.300744761495980e-04	4.856819e-01
5.300910285075594e-04	4.855390e-01
5.300978609169338e-04	4.854482e-01
5.301020343031908e-04	4.853789e-01
5.301038876504182e-04	4.853451e-01
5.301048665096815e-04	4.853264e-01
5.301057124675429e-04	4.853100e-01
5.301065921715912e-04	4.852927e-01
5.301081649008053e-04	4.852614e-01
5.301099226083714e-04	4.852262e-01
5.301118342474731e-04	4.851876e-01
5.301142277697923e-04	4.851391e-01
5.301170633351099e-04	4.850813e-01
5.301213247158369e-04	4.849941e-01
5.301269803994924e-04	4.848779e-01
5.301332572557616e-04	4.847486e-01
5.301414384850941e-04	4.845797e-01
5.301516891152771e-04	4.843677e-01
5.301636091016714e-04	4.841207e-01
5.301761812656749e-04	4.838599e-01
5.301904684827104e-04	4.835632e-01
5.302054569655305e-04	4.832518e-01
5.302224370209455e-04	4.828987e-01
5.302394724557172e-04	4.825445e-01
5.302614348552790e-04	4.820876e-01
5.302844636515655e-04	4.816085e-01
5.303072748624054e-04	4.811339e-01
5.303329859774361e-04	4.805990e-01
5.303708828874314e-04	4.798107e-01
5.304233812123586e-04	4.787188e-01
5.304946471599784e-04	4.772370e-01
5.305838128292879e-04	4.753839e-01
5.307246658465896e-04	4.724581e-01
5.308995317254404e-04	4.688287e-01
5.311555795332336e-04	4.635208e-01
5.315918857241826e-04	4.544946e-01
5.323872289724930e-04	4.381038e-01
5.339779154691141e-04	4.055224e-01
5.359310404691141e-04	3.658503e-01
5.378841654691141e-04	3.264837e-01
5.380478750000001e-04	3.232044e-01
5.383752940617722e-04	3.166750e-01
5.390301321853164e-04	3.036383e-01
5.390311321853163e-04	3.036184e-01
5.390331321853161e-04	3.035787e-01
5.390371321853158e-04	3.034993e-01
5.390424507949103e-04	3.033937e-01
5.390527764821089e-04	3.031886e-01
5.390734278565061e-04	3.027786e-01
5.391147306053007e-04	3.019587e-01
5.391973361028898e-04	3.003197e-01
5.393625470980680e-04	2.970448e-01
5.396929690884242e-04	2.905007e-01
5.396939690884241e-04	2.904809e-01
5.396959690884240e-04	2.904414e-01
5.396999690884236e-04	2.903622e-01
5.397046399450444e-04	2.902699e-01
5.397139816582862e-04	2.900851e-01
5.397326650847696e-04	2.897156e-01
5.397700319377364e-04	2.889768e-01
5.398447656436700e-04	2.874995e-01
5.398515325881329e-04	2.873658e-01
5.398650664770587e-04	2.870983e-01
5.398921342549103e-04	2.865636e-01
5.399462698106134e-04	2.854942e-01
5.399472698106133e-04	2.854744e-01
5.399492698106132e-04	2.854349e-01
5.399532698106128e-04	2.853559e-01
5.399581042249395e-04	2.852605e-01
5.399677730535931e-04	2.850695e-01
5.399816623426930e-04	2.847953e-01
5.399826623426929e-04	2.847755e-01
5.399846623426927e-04	2.847360e-01
5.399886623426923e-04	2.846570e-01
5.399936270266314e-04	2.845590e-01
5.399946270266313e-04	2.845393e-01
5.399966270266311e-04	2.844998e-01
5.399970000000005e-04	2.844924e-01
5.399977459467393e-04	2.844777e-01
5.399988470743501e-04	2.844560e-01
5.399999033475350e-04	2.844351e-01
5.400010000000001e-04	2.844135e-01
5.400010023938605e-04	2.844134e-01
5.400010071815813e-04	2.844133e-01
5.400010167570230e-04	2.844131e-01
5.400010287742100e-04	2.844129e-01
5.400010528085842e-04	2.844124e-01
5.400010995187195e-04	2.844115e-01
5.400011929389898e-04	2.844096e-01
5.400013130884641e-04	2.844073e-01
5.400014801637612e-04	2.844040e-01
5.400016775513536e-04	2.844001e-01
5.400017488512639e-04	2.843987e-01
5.400018574001794e-04	2.843965e-01
5.400020000000000e-04	2.843937e-01
5.400020427799463e-04	2.843929e-01
5.400020998198745e-04	2.843917e-01
5.400022138997310e-04	2.843895e-01
5.400024420594440e-04	2.843850e-01
5.400027522665982e-04	2.843789e-01
5.400030536090067e-04	2.843729e-01
5.400033738245684e-04	2.843666e-01
5.400037390337787e-04	2.843594e-01
5.400044082270462e-04	2.843462e-01
5.400049509695280e-04	2.843354e-01
5.400056573381497e-04	2.843215e-01
5.400061205096594e-04	2.843123e-01
5.400066945929034e-04	2.843010e-01
5.400074993667246e-04	2.842851e-01
5.400088450254922e-04	2.842585e-01
5.400104771108939e-04	2.842263e-01
5.400129079161104e-04	2.841783e-01
5.400144342160742e-04	2.841482e-01
5.400159143846665e-04	2.841189e-01
5.400175865069113e-04	2.840859e-01
5.400186482768187e-04	2.840649e-01
5.400193843989893e-04	2.840504e-01
5.400201418697282e-04	2.840354e-01
5.400209164520857e-04	2.840201e-01
5.400217742195403e-04	2.840032e-01
5.400225183181201e-04	2.839885e-01
5.400233067750258e-04	2.839729e-01
5.400241491552863e-04	2.839563e-01
5.400249558718044e-04	2.839403e-01
5.400259947657045e-04	2.839198e-01
5.400277379453332e-04	2.838854e-01
5.400312243045907e-04	2.838165e-01
5.400352320227422e-04	2.837373e-01
5.400396121640014e-04	2.836508e-01
5.400420688294747e-04	2.836024e-01
5.400447327736338e-04	2.835503e-01
5.400482862919741e-04	2.834816e-01
5.400521171513603e-04	2.834100e-01
5.400528719844769e-04	2.833978e-01
5.400535184534656e-04	2.833891e-01
5.400537068374756e-04	2.833867e-01
5.400538909673517e-04	2.833844e-01
5.400539941224172e-04	2.833831e-01
5.400540632559285e-04	2.833822e-01
5.400541111239073e-04	2.833816e-01
5.400541496493559e-04	2.833811e-01
5.400541856004247e-04	2.833807e-01
5.400542222082409e-04	2.833802e-01
5.400542624892592e-04	2.833797e-01
5.400543133361131e-04	2.833791e-01
5.400543818215069e-04	2.833782e-01
5.400544833357512e-04	2.833770e-01
5.400546423329951e-04	2.833751e-01
5.400549028029689e-04	2.833719e-01
5.400553431671395e-04	2.833667e-01
5.400561232376727e-04	2.833578e-01
5.400574981598109e-04	2.833431e-01
5.400601473927271e-04	2.833187e-01
5.400654458585597e-04	2.832826e-01
5.400737789138040e-04	2.832582e-01
5.400904450242926e-04	2.832857e-01
5.401068712479222e-04	2.833854e-01
5.401237446764189e-04	2.835586e-01
5.401428853459970e-04	2.838331e-01
5.401681600948160e-04	2.842897e-01
5.401809865887768e-04	2.845602e-01
5.401854527192981e-04	2.846635e-01
5.401910903372109e-04	2.847980e-01
5.401933904529643e-04	2.848532e-01
5.401964267573168e-04	2.849264e-01
5.401988635013023e-04	2.849853e-01
5.402015627156786e-04	2.850506e-01
5.402051779966388e-04	2.851382e-01
5.402084544663477e-04	2.852178e-01
5.402136995709039e-04	2.853452e-01
5.402187900561872e-04	2.854690e-01
5.402289710267538e-04	2.857170e-01
5.402401676509531e-04	2.859900e-01
5.402625608993518e-04	2.865365e-01
5.402918986625576e-04	2.872532e-01
5.403215363014500e-04	2.879775e-01
5.403570845963222e-04	2.888467e-01
5.403951157528883e-04	2.897768e-01
5.404466259037598e-04	2.910366e-01
5.405059180186890e-04	2.924866e-01
5.405852816971003e-04	2.944273e-01
5.406765922515754e-04	2.966596e-01
5.408122827884499e-04	2.999756e-01
5.409674415731220e-04	3.037653e-01
5.412147684048259e-04	3.098015e-01
5.415678922160396e-04	3.184091e-01
5.421947300917439e-04	3.336538e-01
5.434484058431524e-04	3.640228e-01
5.454015308431524e-04	4.110687e-01
5.473546558431524e-04	4.578483e-01
5.478488750000001e-04	4.696193e-01
5.488373133136955e-04	4.930753e-01
5.488383133136955e-04	4.930990e-01
5.488403133136955e-04	4.931464e-01
5.488443133136956e-04	4.932410e-01
5.488494559519580e-04	4.933627e-01
5.488597412284827e-04	4.936061e-01
5.488803117815322e-04	4.940929e-01
5.489214528876311e-04	4.950662e-01
5.490037350998290e-04	4.970122e-01
5.491682995242248e-04	5.009015e-01
5.494974283730164e-04	5.086752e-01
5.494984283730165e-04	5.086988e-01
5.495004283730165e-04	5.087459e-01
5.495044283730166e-04	5.088403e-01
5.495124283730167e-04	5.090291e-01
5.495284283730169e-04	5.094066e-01
5.495604283730174e-04	5.101615e-01
5.496244283730184e-04	5.116711e-01
5.496739999999980e-04	5.128400e-01
5.497028567460409e-04	5.135204e-01
5.497442865079144e-04	5.144970e-01
5.497452865079144e-04	5.145206e-01
5.497472865079145e-04	5.145678e-01
5.497512865079145e-04	5.146620e-01
5.497578736081964e-04	5.148173e-01
5.497710478087602e-04	5.151278e-01
5.497756515988726e-04	5.152363e-01
5.497848591790973e-04	5.154533e-01
5.497858591790973e-04	5.154769e-01
5.497878591790974e-04	5.155240e-01
5.497918591790974e-04	5.156183e-01
5.497971626932833e-04	5.157433e-01
5.497981626932833e-04	5.157668e-01
5.498001626932834e-04	5.158139e-01
5.498010000000000e-04	5.158337e-01
5.498020000000001e-04	5.158572e-01
5.498021000000001e-04	5.158596e-01
5.498023000000001e-04	5.158643e-01
5.498026000000000e-04	5.158713e-01
5.498030000000001e-04	5.158808e-01
5.498030400000000e-04	5.158817e-01
5.498031200000000e-04	5.158836e-01
5.498032800000000e-04	5.158874e-01
5.498036000000001e-04	5.158949e-01
5.498040875643884e-04	5.159065e-01
5.498047906919573e-04	5.159230e-01
5.498057103892358e-04	5.159447e-01
5.498060199720765e-04	5.159519e-01
5.498062060249086e-04	5.159563e-01
5.498064166775446e-04	5.159613e-01
5.498065752466983e-04	5.159650e-01
5.498067323649283e-04	5.159687e-01
5.498069424091791e-04	5.159737e-01
5.498071629068247e-04	5.159789e-01
5.498075134556785e-04	5.159872e-01
5.498078452313093e-04	5.159950e-01
5.498084380115599e-04	5.160089e-01
5.498090852092236e-04	5.160242e-01
5.498103033266271e-04	5.160529e-01
5.498113506116480e-04	5.160776e-01
5.498122350329268e-04	5.160984e-01
5.498133155028518e-04	5.161239e-01
5.498143083356805e-04	5.161473e-01
5.498152922836165e-04	5.161704e-01
5.498170559242011e-04	5.162120e-01
5.498200909301474e-04	5.162836e-01
5.498240562123740e-04	5.163770e-01
5.498282920049245e-04	5.164768e-01
5.498338592258528e-04	5.166080e-01
5.498394715583254e-04	5.167401e-01
5.498468312102401e-04	5.169134e-01
5.498545487327222e-04	5.170950e-01
5.498643438966148e-04	5.173253e-01
5.498733913616182e-04	5.175377e-01
5.498840938086726e-04	5.177886e-01
5.498950914368560e-04	5.180457e-01
5.499047185526275e-04	5.182697e-01
5.499156906176619e-04	5.185233e-01
5.499235011936294e-04	5.187019e-01
5.499298321373330e-04	5.188435e-01
5.499371618326486e-04	5.190031e-01
5.499400407903559e-04	5.190638e-01
5.499424266197690e-04	5.191128e-01
5.499451414101359e-04	5.191672e-01
5.499476248782297e-04	5.192158e-01
5.499522993660425e-04	5.193043e-01
5.499581858016913e-04	5.194113e-01
5.499637488313906e-04	5.195068e-01
5.499725491558249e-04	5.196480e-01
5.499805382122671e-04	5.197655e-01
5.499922117130556e-04	5.199186e-01
5.500037618613831e-04	5.200468e-01
5.500226721158829e-04	5.202082e-01
5.500424343001188e-04	5.203157e-01
5.500589266341601e-04	5.203381e-01
5.500750451017705e-04	5.202764e-01
5.500907552988526e-04	5.201349e-01
5.500973873478980e-04	5.200450e-01
5.501013008289493e-04	5.199795e-01
5.501029260003228e-04	5.199498e-01
5.501038196301457e-04	5.199327e-01
5.501046681747939e-04	5.199163e-01
5.501055414435472e-04	5.198992e-01
5.501071919229968e-04	5.198665e-01
5.501090021724404e-04	5.198304e-01
5.501109256692212e-04	5.197917e-01
5.501133809644729e-04	5.197420e-01
5.501162517052333e-04	5.196837e-01
5.501206055749205e-04	5.195949e-01
5.501261374135036e-04	5.194817e-01
5.501322980149436e-04	5.193553e-01
5.501407385595196e-04	5.191816e-01
5.501509624960611e-04	5.189708e-01
5.501627270777257e-04	5.187280e-01
5.501753369786289e-04	5.184672e-01
5.501896946546567e-04	5.181701e-01
5.502046826457950e-04	5.178598e-01
5.502217574246323e-04	5.175059e-01
5.502387473770790e-04	5.171539e-01
5.502608438593290e-04	5.166958e-01
5.502836879370804e-04	5.162222e-01
5.503063026932825e-04	5.157533e-01
5.503318934544086e-04	5.152228e-01
5.503694818429284e-04	5.144435e-01
5.504223599918677e-04	5.133476e-01
5.504927886314753e-04	5.118881e-01
5.505827528417354e-04	5.100247e-01
5.507224248006303e-04	5.071331e-01
5.508977712935571e-04	5.035058e-01
5.511524672152913e-04	4.982431e-01
5.515905099753199e-04	4.892094e-01
5.523900223277887e-04	4.727814e-01
5.539890470327264e-04	4.401163e-01
5.559421720327264e-04	4.005334e-01
5.578952970327264e-04	3.612397e-01
5.580478750000001e-04	3.581880e-01
5.583530309345474e-04	3.521096e-01
5.589633428036420e-04	3.399711e-01
5.589643428036420e-04	3.399512e-01
5.589663428036421e-04	3.399115e-01
5.589703428036421e-04	3.398321e-01
5.589756227623025e-04	3.397273e-01
5.589860310360303e-04	3.395208e-01
5.590068475834859e-04	3.391078e-01
5.590484806783972e-04	3.382819e-01
5.591317468682198e-04	3.366308e-01
5.592982792478649e-04	3.333317e-01
5.596313440071552e-04	3.267389e-01
5.596323440071552e-04	3.267191e-01
5.596343440071553e-04	3.266796e-01
5.596383440071553e-04	3.266005e-01
5.596430409005012e-04	3.265077e-01
5.596524346871927e-04	3.263220e-01
5.596712222605758e-04	3.259506e-01
5.597087974073421e-04	3.252080e-01
5.597839477008747e-04	3.237233e-01
5.598506994129350e-04	3.224049e-01
5.598674965758795e-04	3.220732e-01
5.599010909017686e-04	3.214100e-01
5.599338113482220e-04	3.207642e-01
5.599355591070932e-04	3.207297e-01
5.599390546248357e-04	3.206607e-01
5.599460456603205e-04	3.205227e-01
5.599572143837232e-04	3.203023e-01
5.599795518305284e-04	3.198616e-01
5.599805518305284e-04	3.198418e-01
5.599825518305284e-04	3.198024e-01
5.599865518305285e-04	3.197235e-01
5.599914716209280e-04	3.196264e-01
5.599924716209280e-04	3.196067e-01
5.599944716209280e-04	3.195672e-01
5.599970000000000e-04	3.195173e-01
5.599980000000000e-04	3.194976e-01
5.599990000000000e-04	3.194779e-01
5.600000000000001e-04	3.194581e-01
5.600010000000001e-04	3.194384e-01
5.600010021994014e-04	3.194384e-01
5.600010065982042e-04	3.194383e-01
5.600010153958097e-04	3.194381e-01
5.600010258324829e-04	3.194379e-01
5.600010434750211e-04	3.194375e-01
5.600010787600974e-04	3.194368e-01
5.600011493302498e-04	3.194354e-01
5.600012654965155e-04	3.194332e-01
5.600014097504758e-04	3.194303e-01
5.600015995566217e-04	3.194266e-01
5.600017746153193e-04	3.194231e-01
5.600020000000001e-04	3.194187e-01
5.600020225384681e-04	3.194182e-01
5.600020676154043e-04	3.194173e-01
5.600021577692766e-04	3.194156e-01
5.600023380770212e-04	3.194120e-01
5.600026534565382e-04	3.194058e-01
5.600029901461228e-04	3.193991e-01
5.600033102970361e-04	3.193928e-01
5.600036452216291e-04	3.193862e-01
5.600042189293133e-04	3.193749e-01
5.600048030209681e-04	3.193634e-01
5.600054033844979e-04	3.193515e-01
5.600059359407839e-04	3.193410e-01
5.600064975847679e-04	3.193299e-01
5.600071316918247e-04	3.193174e-01
5.600082550102680e-04	3.192953e-01
5.600095632261117e-04	3.192694e-01
5.600117375226651e-04	3.192265e-01
5.600133589421520e-04	3.191945e-01
5.600148653848293e-04	3.191648e-01
5.600166357485601e-04	3.191299e-01
5.600179803650794e-04	3.191033e-01
5.600189480133644e-04	3.190842e-01
5.600196432240051e-04	3.190705e-01
5.600204432721224e-04	3.190547e-01
5.600213663333280e-04	3.190365e-01
5.600221544348897e-04	3.190209e-01
5.600228568361213e-04	3.190071e-01
5.600237394569098e-04	3.189896e-01
5.600246854073258e-04	3.189710e-01
5.600257074252038e-04	3.189508e-01
5.600268867663326e-04	3.189275e-01
5.600292454485900e-04	3.188809e-01
5.600329862960034e-04	3.188071e-01
5.600389409557031e-04	3.186896e-01
5.600422147815774e-04	3.186252e-01
5.600449162050537e-04	3.185723e-01
5.600485657274324e-04	3.185018e-01
5.600523699951794e-04	3.184301e-01
5.600532289013312e-04	3.184153e-01
5.600533879562649e-04	3.184128e-01
5.600534708543948e-04	3.184117e-01
5.600535791995704e-04	3.184102e-01
5.600536758189982e-04	3.184090e-01
5.600537765480057e-04	3.184077e-01
5.600539078452606e-04	3.184060e-01
5.600540354687672e-04	3.184043e-01
5.600542241497435e-04	3.184019e-01
5.600544247747469e-04	3.183994e-01
5.600547331752712e-04	3.183956e-01
5.600550837492166e-04	3.183913e-01
5.600556586521598e-04	3.183844e-01
5.600563440245037e-04	3.183765e-01
5.600574968858834e-04	3.183640e-01
5.600590707020540e-04	3.183481e-01
5.600616754644113e-04	3.183254e-01
5.600657111006060e-04	3.182990e-01
5.600737823729953e-04	3.182718e-01
5.600849373879530e-04	3.182834e-01
5.601072474178686e-04	3.184091e-01
5.601253662427964e-04	3.185887e-01
5.601443173909468e-04	3.188609e-01
5.601684511317515e-04	3.192973e-01
5.601814001555864e-04	3.195707e-01
5.601879549685150e-04	3.197224e-01
5.601944369598188e-04	3.198774e-01
5.601984859301131e-04	3.199749e-01
5.602024140213580e-04	3.200700e-01
5.602074797402260e-04	3.201928e-01
5.602123779649622e-04	3.203118e-01
5.602201896211908e-04	3.205019e-01
5.602292381425652e-04	3.207224e-01
5.602473351853141e-04	3.211641e-01
5.602716961333398e-04	3.217595e-01
5.603141002768954e-04	3.227967e-01
5.603468086103462e-04	3.235973e-01
5.603866190973207e-04	3.245719e-01
5.604268145735108e-04	3.255561e-01
5.604953037946153e-04	3.272331e-01
5.605590467443781e-04	3.287937e-01
5.606590677163584e-04	3.312420e-01
5.607662826487807e-04	3.338655e-01
5.609377326638640e-04	3.380587e-01
5.611276607981386e-04	3.427001e-01
5.615075170666877e-04	3.519726e-01
5.619433776882204e-04	3.625932e-01
5.628150989312859e-04	3.837631e-01
5.645585414174170e-04	4.258897e-01
5.665116664174170e-04	4.727939e-01
5.678488750000001e-04	5.047352e-01
5.678498750000001e-04	5.047590e-01
5.678518750000002e-04	5.048065e-01
5.678558750000002e-04	5.049016e-01
5.678596652957404e-04	5.049917e-01
5.678672458872206e-04	5.051718e-01
5.678817322713345e-04	5.055161e-01
5.679103320683625e-04	5.061955e-01
5.679675316624186e-04	5.075542e-01
5.680819308505307e-04	5.102704e-01
5.683107292267548e-04	5.156972e-01
5.687683259792029e-04	5.265397e-01
5.688868064951038e-04	5.293437e-01
5.691237675269055e-04	5.349451e-01
5.693280779363967e-04	5.397711e-01
5.693933791810176e-04	5.413125e-01
5.695239816702594e-04	5.443937e-01
5.695407950215166e-04	5.447903e-01
5.695744217240311e-04	5.455831e-01
5.696416751290601e-04	5.471686e-01
5.696674931899421e-04	5.477772e-01
5.697191293117059e-04	5.489940e-01
5.697201293117059e-04	5.490176e-01
5.697221293117059e-04	5.490647e-01
5.697261293117060e-04	5.491589e-01
5.697301918564910e-04	5.492547e-01
5.697383169460612e-04	5.494461e-01
5.697545671252014e-04	5.498289e-01
5.697694996417196e-04	5.501807e-01
5.697721349669637e-04	5.502428e-01
5.697774056174518e-04	5.503669e-01
5.697879469184280e-04	5.506153e-01
5.697889469184280e-04	5.506388e-01
5.697909469184280e-04	5.506859e-01
5.697949469184281e-04	5.507801e-01
5.697977452365005e-04	5.508460e-01
5.697987452365005e-04	5.508696e-01
5.698000000000001e-04	5.508991e-01
5.698010000000001e-04	5.509227e-01
5.698020000000001e-04	5.509462e-01
5.698021000000001e-04	5.509486e-01
5.698023000000001e-04	5.509533e-01
5.698026000000001e-04	5.509604e-01
5.698030000000001e-04	5.509698e-01
5.698030400000001e-04	5.509707e-01
5.698031200000001e-04	5.509726e-01
5.698032800000001e-04	5.509764e-01
5.698036000000001e-04	5.509840e-01
5.698040875562286e-04	5.509954e-01
5.698047906899950e-04	5.510120e-01
5.698057103745510e-04	5.510337e-01
5.698060199588487e-04	5.510409e-01
5.698062060125235e-04	5.510453e-01
5.698064166662232e-04	5.510503e-01
5.698065752345415e-04	5.510540e-01
5.698067323511841e-04	5.510577e-01
5.698069423940647e-04	5.510626e-01
5.698071628833262e-04	5.510679e-01
5.698075134389247e-04	5.510761e-01
5.698078451985665e-04	5.510839e-01
5.698084379871139e-04	5.510979e-01
5.698090851450146e-04	5.511131e-01
5.698103032194968e-04	5.511418e-01
5.698113505182523e-04	5.511665e-01
5.698122349467874e-04	5.511873e-01
5.698133154644593e-04	5.512128e-01
5.698143083783412e-04	5.512362e-01
5.698152922648218e-04	5.512593e-01
5.698170558141009e-04	5.513009e-01
5.698200911838194e-04	5.513723e-01
5.698240566179135e-04	5.514658e-01
5.698282923984308e-04	5.515655e-01
5.698338596928147e-04	5.516967e-01
5.698394721142849e-04	5.518287e-01
5.698468320518811e-04	5.520019e-01
5.698545499872768e-04	5.521834e-01
5.698643464901871e-04	5.524135e-01
5.698733969764166e-04	5.526258e-01
5.698841301775932e-04	5.528772e-01
5.698951534409552e-04	5.531346e-01
5.699047097569598e-04	5.533567e-01
5.699156844979596e-04	5.536099e-01
5.699235709278121e-04	5.537897e-01
5.699300385119139e-04	5.539337e-01
5.699374621015040e-04	5.540944e-01
5.699400617173964e-04	5.541490e-01
5.699424556780082e-04	5.541977e-01
5.699446476364368e-04	5.542416e-01
5.699469898341141e-04	5.542873e-01
5.699516742294686e-04	5.543758e-01
5.699575035792069e-04	5.544817e-01
5.699629836117140e-04	5.545757e-01
5.699716646388228e-04	5.547150e-01
5.699795975348525e-04	5.548317e-01
5.699911556576996e-04	5.549834e-01
5.700025953034583e-04	5.551109e-01
5.700212405472346e-04	5.552711e-01
5.700406666619516e-04	5.553785e-01
5.700576108782739e-04	5.554037e-01
5.700735817804887e-04	5.553451e-01
5.700894556434703e-04	5.552044e-01
5.700960893027567e-04	5.551153e-01
5.701000609313946e-04	5.550492e-01
5.701017581834420e-04	5.550182e-01
5.701026754341327e-04	5.550008e-01
5.701034933835457e-04	5.549850e-01
5.701043431726641e-04	5.549684e-01
5.701058295461284e-04	5.549390e-01
5.701075628674995e-04	5.549044e-01
5.701094781120439e-04	5.548659e-01
5.701118016204374e-04	5.548189e-01
5.701146090643313e-04	5.547619e-01
5.701184169322531e-04	5.546842e-01
5.701242952082036e-04	5.545638e-01
5.701304781206582e-04	5.544369e-01
5.701380491254010e-04	5.542811e-01
5.701483944403692e-04	5.540676e-01
5.701610207519555e-04	5.538067e-01
5.701733479246511e-04	5.535517e-01
5.701875453127469e-04	5.532576e-01
5.702024829354106e-04	5.529481e-01
5.702193402855286e-04	5.525985e-01
5.702365261759830e-04	5.522420e-01
5.702575608122817e-04	5.518056e-01
5.702805375276589e-04	5.513288e-01
5.703033808221995e-04	5.508547e-01
5.703278491785365e-04	5.503470e-01
5.703636660351212e-04	5.496038e-01
5.704155677489346e-04	5.485269e-01
5.704838944545586e-04	5.471097e-01
5.705710465650277e-04	5.453027e-01
5.707066447024725e-04	5.424926e-01
5.708769789792163e-04	5.389649e-01
5.711216808655303e-04	5.339025e-01
5.715354351369411e-04	5.253575e-01
5.722881997833364e-04	5.098618e-01
5.737937290761270e-04	4.790353e-01
5.757468540761270e-04	4.393370e-01
5.776999790761270e-04	3.999185e-01
5.780478750000001e-04	3.929412e-01
5.787436668477463e-04	3.790409e-01
5.787446668477463e-04	3.790209e-01
5.787466668477461e-04	3.789811e-01
5.787506668477457e-04	3.789013e-01
5.787562115248012e-04	3.787908e-01
5.787667624672995e-04	3.785805e-01
5.787878643522959e-04	3.781601e-01
5.788300681222887e-04	3.773192e-01
5.789144756622745e-04	3.756383e-01
5.790832907422459e-04	3.722793e-01
5.794209209021888e-04	3.655668e-01
5.794219209021887e-04	3.655469e-01
5.794239209021885e-04	3.655072e-01
5.794279209021881e-04	3.654278e-01
5.794326608122984e-04	3.653336e-01
5.794421406325188e-04	3.651454e-01
5.794611002729596e-04	3.647690e-01
5.794990195538413e-04	3.640163e-01
5.795748581156047e-04	3.625114e-01
5.797265352391315e-04	3.595028e-01
5.797275352391314e-04	3.594830e-01
5.797295352391312e-04	3.594433e-01
5.797335352391308e-04	3.593640e-01
5.797384184988547e-04	3.592672e-01
5.797481850183025e-04	3.590736e-01
5.797677180571980e-04	3.586864e-01
5.798067841349890e-04	3.579123e-01
5.798849162905710e-04	3.563642e-01
5.798859162905709e-04	3.563444e-01
5.798879162905707e-04	3.563048e-01
5.798919162905704e-04	3.562256e-01
5.798969291743395e-04	3.561263e-01
5.799069549418777e-04	3.559277e-01
5.799270064769542e-04	3.555306e-01
5.799608969298471e-04	3.548595e-01
5.799618969298471e-04	3.548397e-01
5.799638969298469e-04	3.548001e-01
5.799678969298465e-04	3.547209e-01
