time	I(L1)
8.000465100727333e-04	4.855304e-01
8.000510559290296e-04	4.854329e-01
8.000541626135133e-04	4.853674e-01
8.000553914783618e-04	4.853426e-01
8.000557070649458e-04	4.853370e-01
8.000559328669025e-04	4.853335e-01
8.000560153634291e-04	4.853323e-01
8.000560690582119e-04	4.853315e-01
8.000561000059324e-04	4.853310e-01
8.000561238725000e-04	4.853307e-01
8.000561459961296e-04	4.853303e-01
8.000561687546351e-04	4.853300e-01
8.000561967984768e-04	4.853296e-01
8.000562379365250e-04	4.853290e-01
8.000563066673107e-04	4.853280e-01
8.000564367733071e-04	4.853262e-01
8.000566969852999e-04	4.853225e-01
8.000572084235285e-04	4.853154e-01
8.000582312999855e-04	4.853017e-01
8.000599953897221e-04	4.852797e-01
8.000635235691953e-04	4.852423e-01
8.000705799281418e-04	4.851906e-01
8.000846715950917e-04	4.851470e-01
8.000994217293916e-04	4.851665e-01
8.001153824962394e-04	4.852535e-01
8.001323615452579e-04	4.854102e-01
8.001542987640326e-04	4.857017e-01
8.001803103452442e-04	4.861396e-01
8.001880352022562e-04	4.862911e-01
8.001926795918916e-04	4.863898e-01
8.001971925570408e-04	4.864875e-01
8.002010353592975e-04	4.865713e-01
8.002052112494319e-04	4.866629e-01
8.002096137198807e-04	4.867598e-01
8.002148096958007e-04	4.868744e-01
8.002208825280297e-04	4.870088e-01
8.002278283691559e-04	4.871627e-01
8.002367107577055e-04	4.873600e-01
8.002464324399428e-04	4.875762e-01
8.002623442714511e-04	4.879305e-01
8.002774804648778e-04	4.882680e-01
8.003077528517310e-04	4.889438e-01
8.003409859017605e-04	4.896862e-01
8.003813715829629e-04	4.905888e-01
8.004224145009767e-04	4.915065e-01
8.004805719293898e-04	4.928070e-01
8.005461114913038e-04	4.942726e-01
8.006364661855197e-04	4.962927e-01
8.007423824550842e-04	4.986599e-01
8.008891521589514e-04	5.019386e-01
8.010882053340802e-04	5.063818e-01
8.013740362714587e-04	5.127546e-01
8.018331127874137e-04	5.229694e-01
8.027512658193236e-04	5.433199e-01
8.045875718831434e-04	5.837829e-01
8.065406968831434e-04	6.265185e-01
8.078488750000001e-04	6.549684e-01
8.078498750000001e-04	6.549901e-01
8.078518750000001e-04	6.550334e-01
8.078558750000002e-04	6.551199e-01
8.078595720950198e-04	6.551998e-01
8.078669662850589e-04	6.553597e-01
8.078778614339275e-04	6.555953e-01
8.078939555483151e-04	6.559433e-01
8.079246578333249e-04	6.566070e-01
8.079860249150827e-04	6.579334e-01
8.081087590785984e-04	6.605843e-01
8.083542274056295e-04	6.658802e-01
8.088451640596920e-04	6.764603e-01
8.088461640596920e-04	6.764818e-01
8.088481640596921e-04	6.765249e-01
8.088521640596921e-04	6.766109e-01
8.088569824396531e-04	6.767146e-01
8.088666191995750e-04	6.769220e-01
8.088826946384756e-04	6.772678e-01
8.089101378505815e-04	6.778581e-01
8.089650242747933e-04	6.790384e-01
8.090747971232168e-04	6.813979e-01
8.092943428200640e-04	6.861139e-01
8.093629086063057e-04	6.875857e-01
8.095000401787892e-04	6.905277e-01
8.095277368550331e-04	6.911216e-01
8.095831302075210e-04	6.923090e-01
8.096939169124967e-04	6.946833e-01
8.096949169124967e-04	6.947047e-01
8.096969169124967e-04	6.947476e-01
8.097009169124968e-04	6.948333e-01
8.097068970890902e-04	6.949614e-01
8.097188574422770e-04	6.952175e-01
8.097408420186142e-04	6.956885e-01
8.097580308473256e-04	6.960566e-01
8.097676223425773e-04	6.962620e-01
8.097828170094967e-04	6.965874e-01
8.097838170094967e-04	6.966088e-01
8.097858170094968e-04	6.966516e-01
8.097898170094968e-04	6.967373e-01
8.097949644759055e-04	6.968475e-01
8.097959644759055e-04	6.968689e-01
8.097979644759055e-04	6.969117e-01
8.097980000000000e-04	6.969125e-01
8.097980710481891e-04	6.969140e-01
8.097982131445671e-04	6.969171e-01
8.097984973373233e-04	6.969231e-01
8.097990657228355e-04	6.969353e-01
8.098002024938601e-04	6.969596e-01
8.098010000000001e-04	6.969767e-01
8.098020000000001e-04	6.969981e-01
8.098021000000001e-04	6.970003e-01
8.098023000000001e-04	6.970046e-01
8.098026000000001e-04	6.970110e-01
8.098030000000001e-04	6.970195e-01
8.098030400000001e-04	6.970204e-01
8.098031200000001e-04	6.970221e-01
8.098032800000001e-04	6.970255e-01
8.098036000000001e-04	6.970324e-01
8.098040876763517e-04	6.970428e-01
8.098047907794555e-04	6.970579e-01
8.098057105710273e-04	6.970776e-01
8.098060201277231e-04	6.970842e-01
8.098062061639076e-04	6.970882e-01
8.098064168026728e-04	6.970927e-01
8.098065753789902e-04	6.970961e-01
8.098067325137946e-04	6.970994e-01
8.098069425689261e-04	6.971040e-01
8.098071631669750e-04	6.971087e-01
8.098075136176651e-04	6.971162e-01
8.098078455794103e-04	6.971233e-01
8.098084382155761e-04	6.971360e-01
8.098090858578627e-04	6.971498e-01
8.098103043817866e-04	6.971759e-01
8.098113514979233e-04	6.971983e-01
8.098122358055763e-04	6.972173e-01
8.098133157455291e-04	6.972404e-01
8.098143077405059e-04	6.972616e-01
8.098152922790006e-04	6.972827e-01
8.098170567420450e-04	6.973205e-01
8.098200880241648e-04	6.973854e-01
8.098240514484528e-04	6.974703e-01
8.098282871188267e-04	6.975610e-01
8.098338529747213e-04	6.976801e-01
8.098394651556073e-04	6.978001e-01
8.098468235230233e-04	6.979574e-01
8.098545422737615e-04	6.981223e-01
8.098643419934827e-04	6.983313e-01
8.098734056988156e-04	6.985242e-01
8.098854237389064e-04	6.987794e-01
8.098962741880178e-04	6.990088e-01
8.099049915692671e-04	6.991919e-01
8.099163567237186e-04	6.994280e-01
8.099245752100833e-04	6.995955e-01
8.099317104552337e-04	6.997365e-01
8.099378045339435e-04	6.998526e-01
8.099402709148972e-04	6.998977e-01
8.099433914975275e-04	6.999530e-01
8.099457050964185e-04	6.999931e-01
8.099479466903807e-04	7.000307e-01
8.099524298783050e-04	7.001032e-01
8.099588623078004e-04	7.002020e-01
8.099651213648262e-04	7.002915e-01
8.099743967687063e-04	7.004125e-01
8.099832682781210e-04	7.005144e-01
8.099970815391296e-04	7.006480e-01
8.100102816812520e-04	7.007442e-01
8.100315224548575e-04	7.008282e-01
8.100555433271123e-04	7.008228e-01
8.100716609645534e-04	7.007289e-01
8.100863681958932e-04	7.005607e-01
8.100926237483514e-04	7.004613e-01
8.100962210993516e-04	7.003933e-01
8.100977682979210e-04	7.003617e-01
8.100986036447254e-04	7.003440e-01
8.100993833648709e-04	7.003273e-01
8.101001920194276e-04	7.003098e-01
8.101015656201544e-04	7.002798e-01
8.101033835232592e-04	7.002397e-01
8.101055439682525e-04	7.001917e-01
8.101076335042345e-04	7.001450e-01
8.101107515853160e-04	7.000750e-01
8.101140670628062e-04	7.000002e-01
8.101194774636723e-04	6.998779e-01
8.101251181935560e-04	6.997499e-01
8.101323785210485e-04	6.995849e-01
8.101426858282961e-04	6.993501e-01
8.101548944130416e-04	6.990716e-01
8.101675709687127e-04	6.987821e-01
8.101809511957205e-04	6.984761e-01
8.101964297258616e-04	6.981220e-01
8.102122526740010e-04	6.977598e-01
8.102304675928798e-04	6.973428e-01
8.102485027136584e-04	6.969297e-01
8.102720936883051e-04	6.963893e-01
8.102965047529070e-04	6.958302e-01
8.103199118750087e-04	6.952940e-01
8.103522653380225e-04	6.945529e-01
8.104007263326506e-04	6.934430e-01
8.104659319274294e-04	6.919499e-01
8.105483168438356e-04	6.900640e-01
8.106734393162086e-04	6.872008e-01
8.108307841097150e-04	6.836025e-01
8.110671892172093e-04	6.782006e-01
8.114263286587350e-04	6.700059e-01
8.121446075417862e-04	6.536589e-01
8.134677995022526e-04	6.236777e-01
8.154209245022526e-04	5.796992e-01
8.173740495022526e-04	5.360015e-01
8.180478750000001e-04	5.210134e-01
8.186533490045051e-04	5.075979e-01
8.187900519909901e-04	5.045751e-01
8.190634579639600e-04	4.985395e-01
8.194541880540602e-04	4.899223e-01
8.194551880540602e-04	4.899003e-01
8.194571880540603e-04	4.898562e-01
8.194611880540603e-04	4.897681e-01
8.194657924523924e-04	4.896667e-01
8.194750012490564e-04	4.894639e-01
8.194934188423844e-04	4.890583e-01
8.195302540290405e-04	4.882472e-01
8.196039244023526e-04	4.866257e-01
8.197512651489768e-04	4.833836e-01
8.197522651489769e-04	4.833616e-01
8.197542651489769e-04	4.833176e-01
8.197582651489770e-04	4.832297e-01
8.197629553095223e-04	4.831265e-01
8.197723356306128e-04	4.829202e-01
8.197910962727939e-04	4.825077e-01
8.198286175571561e-04	4.816827e-01
8.199036601258805e-04	4.800331e-01
8.199046601258805e-04	4.800112e-01
8.199066601258805e-04	4.799672e-01
8.199106601258806e-04	4.798793e-01
8.199154891598519e-04	4.797732e-01
8.199251472277945e-04	4.795609e-01
8.199444633636798e-04	4.791365e-01
8.199623677282296e-04	4.787431e-01
8.199651912709004e-04	4.786810e-01
8.199708383562418e-04	4.785570e-01
8.199821325269247e-04	4.783089e-01
8.199831325269247e-04	4.782869e-01
8.199851325269247e-04	4.782429e-01
8.199891325269248e-04	4.781551e-01
8.199941263486378e-04	4.780454e-01
8.199951263486378e-04	4.780234e-01
8.199971263486379e-04	4.779795e-01
8.199981263486379e-04	4.779575e-01
8.199990000000001e-04	4.779383e-01
8.199992526972757e-04	4.779328e-01
8.199997580918270e-04	4.779216e-01
8.200003349043910e-04	4.779090e-01
8.200004485383689e-04	4.779065e-01
8.200006758063246e-04	4.779015e-01
8.200007570364669e-04	4.778997e-01
8.200008375397155e-04	4.778979e-01
8.200008441658266e-04	4.778978e-01
8.200008574180489e-04	4.778975e-01
8.200008839224933e-04	4.778969e-01
8.200009102170224e-04	4.778963e-01
8.200009474109420e-04	4.778955e-01
8.200010000000001e-04	4.778944e-01
8.200010052589059e-04	4.778942e-01
8.200010157767176e-04	4.778940e-01
8.200010276928167e-04	4.778938e-01
8.200010414745487e-04	4.778934e-01
8.200010690380129e-04	4.778928e-01
8.200011241649413e-04	4.778917e-01
8.200012344187982e-04	4.778892e-01
8.200013647542904e-04	4.778863e-01
8.200015483622468e-04	4.778823e-01
8.200017585224522e-04	4.778777e-01
8.200020000000001e-04	4.778724e-01
8.200020241477549e-04	4.778719e-01
8.200020724432645e-04	4.778708e-01
8.200021690342837e-04	4.778687e-01
8.200023622163219e-04	4.778644e-01
8.200026692167624e-04	4.778577e-01
8.200030125243778e-04	4.778502e-01
8.200033277913493e-04	4.778432e-01
8.200036729049008e-04	4.778357e-01
8.200042594576578e-04	4.778228e-01
8.200048261369124e-04	4.778103e-01
8.200054434107683e-04	4.777968e-01
8.200059605712270e-04	4.777854e-01
8.200065172535854e-04	4.777732e-01
8.200071680056155e-04	4.777589e-01
8.200083107941565e-04	4.777338e-01
8.200096234254578e-04	4.777049e-01
8.200118173029376e-04	4.776567e-01
8.200134211107205e-04	4.776215e-01
8.200149255410880e-04	4.775884e-01
8.200166883416002e-04	4.775497e-01
8.200180180721218e-04	4.775205e-01
8.200189709893664e-04	4.774995e-01
8.200196635028704e-04	4.774843e-01
8.200204551570545e-04	4.774669e-01
8.200214001959042e-04	4.774461e-01
8.200221998964956e-04	4.774286e-01
8.200229109931510e-04	4.774129e-01
8.200237872095544e-04	4.773937e-01
8.200246841756319e-04	4.773740e-01
8.200257102301056e-04	4.773514e-01
8.200269056015253e-04	4.773251e-01
8.200292963443646e-04	4.772726e-01
8.200329890162341e-04	4.771914e-01
8.200390374040636e-04	4.770586e-01
8.200429895389678e-04	4.769721e-01
8.200463221875554e-04	4.768996e-01
8.200508646567716e-04	4.768020e-01
8.200546963073858e-04	4.767217e-01
8.200556440762448e-04	4.767033e-01
8.200558136553620e-04	4.767005e-01
8.200559050880427e-04	4.766991e-01
8.200560226265316e-04	4.766973e-01
8.200561558878139e-04	4.766953e-01
8.200563912171509e-04	4.766919e-01
8.200566363437403e-04	4.766884e-01
8.200571233114797e-04	4.766816e-01
8.200575923216841e-04	4.766751e-01
8.200585303420929e-04	4.766627e-01
8.200601210708964e-04	4.766430e-01
8.200633025285034e-04	4.766089e-01
8.200696654437175e-04	4.765598e-01
8.200823912741457e-04	4.765129e-01
8.200969300045662e-04	4.765224e-01
8.201124345583012e-04	4.765964e-01
8.201293150144756e-04	4.767405e-01
8.201501617345218e-04	4.770019e-01
8.201760294953138e-04	4.774182e-01
8.201846449109224e-04	4.775817e-01
8.201898255900309e-04	4.776898e-01
8.201955369235356e-04	4.778123e-01
8.201982880850997e-04	4.778719e-01
8.202024185768651e-04	4.779620e-01
8.202058114126124e-04	4.780362e-01
8.202098507607211e-04	4.781249e-01
8.202145593533227e-04	4.782285e-01
8.202196252824867e-04	4.783402e-01
8.202262668600376e-04	4.784869e-01
8.202334105123168e-04	4.786450e-01
8.202440770189846e-04	4.788814e-01
8.202541920128385e-04	4.791059e-01
8.202744220005463e-04	4.795554e-01
8.202945077606763e-04	4.800022e-01
8.203292789100032e-04	4.807763e-01
8.203664916926925e-04	4.816053e-01
8.204083434118307e-04	4.825380e-01
8.204570624445110e-04	4.836240e-01
8.205235493338502e-04	4.851061e-01
8.206003174127340e-04	4.868172e-01
8.207047461993086e-04	4.891441e-01
8.208321485061963e-04	4.919817e-01
8.210095077044213e-04	4.959295e-01
8.212630760910609e-04	5.015680e-01
8.216481366501735e-04	5.101166e-01
8.223412915326603e-04	5.254601e-01
8.237276012976340e-04	5.559971e-01
8.256807262976340e-04	5.987266e-01
8.276338512976340e-04	6.411818e-01
8.278488750000001e-04	6.458304e-01
8.282789224047325e-04	6.550903e-01
8.289419051905355e-04	6.693425e-01
8.289429051905355e-04	6.693640e-01
8.289449051905356e-04	6.694069e-01
8.289489051905356e-04	6.694927e-01
8.289528530997122e-04	6.695774e-01
8.289607489180654e-04	6.697467e-01
8.289726871989495e-04	6.700028e-01
8.289914398341913e-04	6.704049e-01
8.290289451046747e-04	6.712090e-01
8.291039556456416e-04	6.728168e-01
8.292539767275754e-04	6.760300e-01
8.295019578361326e-04	6.813384e-01
8.295029578361326e-04	6.813598e-01
8.295049578361327e-04	6.814026e-01
8.295089578361327e-04	6.814881e-01
8.295139292707802e-04	6.815944e-01
8.295238721400749e-04	6.818071e-01
8.295405667804382e-04	6.821641e-01
8.295729992048133e-04	6.828575e-01
8.296722703024998e-04	6.849794e-01
8.297331875021274e-04	6.862811e-01
8.297341875021274e-04	6.863025e-01
8.297361875021274e-04	6.863452e-01
8.297401875021275e-04	6.864306e-01
8.297461167914642e-04	6.865573e-01
8.297579753701377e-04	6.868106e-01
8.297794602563822e-04	6.872695e-01
8.297804602563822e-04	6.872908e-01
8.297824602563822e-04	6.873336e-01
8.297864602563823e-04	6.874190e-01
8.297931846912952e-04	6.875626e-01
8.297941846912953e-04	6.875840e-01
8.297961846912953e-04	6.876267e-01
8.297980000000001e-04	6.876655e-01
8.297983693825906e-04	6.876733e-01
8.297991081477715e-04	6.876891e-01
8.298005856781335e-04	6.877207e-01
8.298010000000001e-04	6.877295e-01
8.298011713562669e-04	6.877332e-01
8.298015140688004e-04	6.877405e-01
8.298020000000001e-04	6.877509e-01
8.298020485931201e-04	6.877519e-01
8.298021457793601e-04	6.877540e-01
8.298023401518400e-04	6.877581e-01
8.298026112550403e-04	6.877639e-01
8.298030000000002e-04	6.877723e-01
8.298030388744961e-04	6.877730e-01
8.298031166234880e-04	6.877747e-01
8.298032721214720e-04	6.877781e-01
8.298035831174399e-04	6.877847e-01
8.298040678778514e-04	6.877950e-01
8.298047601158165e-04	6.878098e-01
8.298056737362390e-04	6.878293e-01
8.298059892693027e-04	6.878361e-01
8.298061794700035e-04	6.878402e-01
8.298063937895594e-04	6.878447e-01
8.298065516625566e-04	6.878481e-01
8.298067057379185e-04	6.878514e-01
8.298069129315254e-04	6.878558e-01
8.298071170429658e-04	6.878602e-01
8.298074178352588e-04	6.878666e-01
8.298077364445850e-04	6.878734e-01
8.298082975242885e-04	6.878854e-01
8.298088709108635e-04	6.878976e-01
8.298099035711710e-04	6.879197e-01
8.298111875466528e-04	6.879471e-01
8.298121522741588e-04	6.879677e-01
8.298133152991984e-04	6.879925e-01
8.298142409378025e-04	6.880123e-01
8.298152228741336e-04	6.880333e-01
8.298167328886310e-04	6.880655e-01
8.298194869018916e-04	6.881244e-01
8.298233468948564e-04	6.882068e-01
8.298274480524783e-04	6.882944e-01
8.298328090038262e-04	6.884088e-01
8.298382944583889e-04	6.885259e-01
8.298454331926179e-04	6.886781e-01
8.298529519376454e-04	6.888382e-01
8.298625747659309e-04	6.890430e-01
8.298715921440782e-04	6.892346e-01
8.298846842475787e-04	6.895119e-01
8.298970272237895e-04	6.897722e-01
8.299063609829107e-04	6.899677e-01
8.299167342367115e-04	6.901825e-01
8.299246304452657e-04	6.903430e-01
8.299316271676482e-04	6.904806e-01
8.299392669240913e-04	6.906248e-01
8.299424931023245e-04	6.906829e-01
8.299457218801011e-04	6.907389e-01
8.299487225355722e-04	6.907893e-01
8.299515311278765e-04	6.908348e-01
8.299571483124850e-04	6.909216e-01
8.299641622465598e-04	6.910228e-01
8.299741590076151e-04	6.911526e-01
8.299866895205006e-04	6.912931e-01
8.300012967973535e-04	6.914226e-01
8.300216112471744e-04	6.915375e-01
8.300479500179008e-04	6.915858e-01
8.300636865776533e-04	6.915354e-01
8.300793550522070e-04	6.913997e-01
8.300882461176723e-04	6.912810e-01
8.300934433561278e-04	6.911926e-01
8.300962216546997e-04	6.911393e-01
8.300978757586222e-04	6.911054e-01
8.300986601414284e-04	6.910889e-01
8.300993825736359e-04	6.910734e-01
8.301001474852235e-04	6.910568e-01
8.301013576291206e-04	6.910304e-01
8.301030244485490e-04	6.909936e-01
8.301047919972671e-04	6.909543e-01
8.301071670225344e-04	6.909012e-01
8.301098594327087e-04	6.908407e-01
8.301131252857150e-04	6.907670e-01
8.301178169511716e-04	6.906607e-01
8.301233101655332e-04	6.905360e-01
8.301292404925465e-04	6.904009e-01
8.301411011465732e-04	6.901303e-01
8.301532203089539e-04	6.898533e-01
8.301659890191585e-04	6.895609e-01
8.301789826655731e-04	6.892632e-01
8.301941076995026e-04	6.889163e-01
8.302101068593697e-04	6.885493e-01
8.302283235347437e-04	6.881312e-01
8.302518575323452e-04	6.875909e-01
8.302806682778934e-04	6.869294e-01
8.303104437384271e-04	6.862457e-01
8.303437967863477e-04	6.854799e-01
8.303873965612946e-04	6.844789e-01
8.304426155945547e-04	6.832114e-01
8.305243805752659e-04	6.813351e-01
8.306271465967318e-04	6.789777e-01
8.307843502784798e-04	6.753736e-01
8.310210247731541e-04	6.699523e-01
8.314398560993106e-04	6.603741e-01
8.322775187516238e-04	6.412786e-01
8.339528440562501e-04	6.032806e-01
8.359059690562501e-04	5.592871e-01
8.378590940562501e-04	5.155744e-01
8.380478750000002e-04	5.113710e-01
8.384254368875002e-04	5.029964e-01
8.391805606625003e-04	4.862742e-01
8.391815606625002e-04	4.862520e-01
8.391835606625000e-04	4.862078e-01
8.391875606624996e-04	4.861195e-01
8.391930352897198e-04	4.859985e-01
8.392039845441601e-04	4.857566e-01
8.392258830530408e-04	4.852729e-01
8.392696800708021e-04	4.843056e-01
8.393572741063247e-04	4.823719e-01
8.395324621773699e-04	4.785064e-01
8.396506238579097e-04	4.759008e-01
8.397646766389205e-04	4.733871e-01
8.397728944379787e-04	4.732060e-01
8.397893300360951e-04	4.728440e-01
8.398222012323279e-04	4.721200e-01
8.398879436247936e-04	4.706723e-01
8.398889436247935e-04	4.706503e-01
8.398909436247934e-04	4.706062e-01
8.398949436247930e-04	4.705182e-01
8.398999147988199e-04	4.704087e-01
8.399098571468737e-04	4.701898e-01
8.399297418429814e-04	4.697521e-01
8.399612306077849e-04	4.690590e-01
8.399622306077848e-04	4.690370e-01
8.399642306077846e-04	4.689930e-01
8.399682306077842e-04	4.689050e-01
8.399732451950686e-04	4.687946e-01
8.399832743696372e-04	4.685739e-01
8.399842743696371e-04	4.685519e-01
8.399862743696370e-04	4.685079e-01
8.399902743696366e-04	4.684198e-01
8.399953250198659e-04	4.683087e-01
8.399963250198658e-04	4.682867e-01
8.399983250198656e-04	4.682427e-01
8.399993250198655e-04	4.682207e-01
8.400000000000003e-04	4.682058e-01
8.400010000000002e-04	4.681838e-01
8.400010022011869e-04	4.681838e-01
8.400010066035603e-04	4.681837e-01
8.400010154083072e-04	4.681835e-01
8.400010310277962e-04	4.681832e-01
8.400010458411340e-04	4.681828e-01
8.400010754678098e-04	4.681822e-01
8.400011347211613e-04	4.681809e-01
8.400012397104049e-04	4.681785e-01
8.400013779074476e-04	4.681755e-01
8.400015583216797e-04	4.681715e-01
8.400017761332193e-04	4.681667e-01
8.400020000000001e-04	4.681618e-01
8.400020223866782e-04	4.681613e-01
8.400020671600343e-04	4.681604e-01
8.400021567067466e-04	4.681584e-01
8.400023358001713e-04	4.681544e-01
8.400026526919751e-04	4.681475e-01
8.400029890949140e-04	4.681401e-01
8.400033107838761e-04	4.681330e-01
8.400036449384122e-04	4.681256e-01
8.400042174470474e-04	4.681130e-01
8.400048040735101e-04	4.681001e-01
8.400054026143791e-04	4.680870e-01
8.400059951518758e-04	4.680739e-01
8.400065301028627e-04	4.680621e-01
8.400071985232990e-04	4.680474e-01
8.400082996648853e-04	4.680232e-01
8.400096354775067e-04	4.679938e-01
8.400118112317792e-04	4.679459e-01
8.400134101837514e-04	4.679107e-01
8.400149158588432e-04	4.678776e-01
8.400166817952125e-04	4.678387e-01
8.400180182476457e-04	4.678093e-01
8.400189698647079e-04	4.677883e-01
8.400196623689848e-04	4.677731e-01
8.400204543474473e-04	4.677556e-01
8.400213987803068e-04	4.677349e-01
8.400221975980471e-04	4.677173e-01
8.400229082531820e-04	4.677016e-01
8.400237848014459e-04	4.676823e-01
8.400246841120262e-04	4.676625e-01
8.400257098414396e-04	4.676400e-01
8.400269043459071e-04	4.676137e-01
8.400292933548421e-04	4.675611e-01
8.400329882485906e-04	4.674797e-01
8.400390313047095e-04	4.673468e-01
8.400429456613502e-04	4.672609e-01
8.400462419932339e-04	4.671891e-01
8.400507577361273e-04	4.670919e-01
8.400546649098903e-04	4.670101e-01
8.400555819348797e-04	4.669925e-01
8.400557502306574e-04	4.669897e-01
8.400558333619742e-04	4.669884e-01
8.400559449337034e-04	4.669867e-01
8.400560361126794e-04	4.669854e-01
8.400561291698376e-04	4.669841e-01
8.400562376757646e-04	4.669825e-01
8.400563443383432e-04	4.669809e-01
8.400564814084589e-04	4.669790e-01
8.400566337045276e-04	4.669768e-01
8.400568326864752e-04	4.669740e-01
8.400570773314617e-04	4.669705e-01
8.400574105023544e-04	4.669659e-01
8.400578413928503e-04	4.669600e-01
8.400584585876018e-04	4.669518e-01
8.400593006512293e-04	4.669410e-01
8.400605481228544e-04	4.669258e-01
8.400623836460704e-04	4.669051e-01
8.400652794459293e-04	4.668767e-01
8.400697356154513e-04	4.668430e-01
8.400786337278954e-04	4.668054e-01
8.400919875260646e-04	4.668055e-01
8.401134190748927e-04	4.668990e-01
8.401319948702290e-04	4.670568e-01
8.401515278687467e-04	4.673105e-01
8.401799663349828e-04	4.677854e-01
8.401895228727018e-04	4.679723e-01
8.401963884454306e-04	4.681186e-01
8.402017565338357e-04	4.682351e-01
8.402071085022641e-04	4.683521e-01
8.402137883364276e-04	4.684988e-01
8.402271480047548e-04	4.687932e-01
8.402412663512295e-04	4.691053e-01
8.402690306760431e-04	4.697207e-01
8.402949361118975e-04	4.702958e-01
8.403273733849940e-04	4.710167e-01
8.403684443182853e-04	4.719301e-01
8.404060281585952e-04	4.727662e-01
8.404593207243660e-04	4.739521e-01
8.405194377840266e-04	4.752898e-01
8.406056452412457e-04	4.772080e-01
8.406991841152945e-04	4.792886e-01
8.408411828193551e-04	4.824459e-01
8.410057622122754e-04	4.861029e-01
8.412680426772527e-04	4.919250e-01
8.416595090559809e-04	5.006012e-01
8.423438356365492e-04	5.157243e-01
8.437124887976857e-04	5.458256e-01
8.456656137976857e-04	5.884941e-01
8.476187387976857e-04	6.308925e-01
8.478488750000001e-04	6.358611e-01
8.483091474046288e-04	6.457598e-01
8.488814551907427e-04	6.580487e-01
8.488824551907428e-04	6.580702e-01
8.488844551907428e-04	6.581131e-01
8.488884551907429e-04	6.581988e-01
8.488935060738121e-04	6.583070e-01
8.489036078399506e-04	6.585235e-01
8.489238113722277e-04	6.589563e-01
8.489642184367818e-04	6.598219e-01
8.490450325658900e-04	6.615524e-01
8.492066608241064e-04	6.650110e-01
8.494787434835673e-04	6.708294e-01
8.494797434835673e-04	6.708508e-01
8.494817434835674e-04	6.708935e-01
8.494857434835674e-04	6.709790e-01
8.494904950532147e-04	6.710805e-01
8.494999981925093e-04	6.712835e-01
8.495190044710985e-04	6.716895e-01
8.495570170282767e-04	6.725013e-01
8.496330421426333e-04	6.741248e-01
8.496499497712870e-04	6.744857e-01
8.496837650285944e-04	6.752075e-01
8.497343694853853e-04	6.762875e-01
8.497353694853853e-04	6.763088e-01
8.497373694853854e-04	6.763515e-01
8.497413694853854e-04	6.764368e-01
8.497459703752932e-04	6.765350e-01
8.497551721551089e-04	6.767313e-01
8.497735757147402e-04	6.771240e-01
8.497745757147402e-04	6.771453e-01
8.497765757147402e-04	6.771880e-01
8.497805757147403e-04	6.772733e-01
8.497851055503383e-04	6.773699e-01
8.497929403288040e-04	6.775370e-01
8.497939403288040e-04	6.775584e-01
8.497959403288041e-04	6.776010e-01
8.497980000000000e-04	6.776450e-01
8.497984932943045e-04	6.776555e-01
8.497994798829135e-04	6.776766e-01
8.498001812053137e-04	6.776915e-01
8.498005973551996e-04	6.777004e-01
8.498011677002282e-04	6.777126e-01
8.498020000000001e-04	6.777303e-01
8.498020832299773e-04	6.777321e-01
8.498022496899316e-04	6.777356e-01
8.498025826098403e-04	6.777427e-01
8.498030000000001e-04	6.777517e-01
8.498030417390161e-04	6.777525e-01
8.498031252170481e-04	6.777543e-01
8.498032921731120e-04	6.777579e-01
8.498036260852397e-04	6.777650e-01
8.498041177709001e-04	6.777755e-01
8.498048412301018e-04	6.777909e-01
8.498056712279248e-04	6.778086e-01
8.498059748149994e-04	6.778151e-01
8.498061614542257e-04	6.778191e-01
8.498063744843711e-04	6.778236e-01
8.498065321415459e-04	6.778270e-01
8.498066853120522e-04	6.778302e-01
8.498068850962914e-04	6.778345e-01
8.498070855892846e-04	6.778388e-01
8.498073776328693e-04	6.778450e-01
8.498076883601591e-04	6.778516e-01
8.498082309592560e-04	6.778632e-01
8.498087784050855e-04	6.778749e-01
8.498097982042985e-04	6.778966e-01
8.498112624903160e-04	6.779279e-01
8.498122582252794e-04	6.779491e-01
8.498134411906329e-04	6.779743e-01
8.498144130707521e-04	6.779951e-01
8.498154342026367e-04	6.780168e-01
8.498171795688114e-04	6.780541e-01
8.498200532774832e-04	6.781154e-01
8.498240002815505e-04	6.781996e-01
8.498281942438838e-04	6.782891e-01
8.498338265821844e-04	6.784091e-01
8.498393765533958e-04	6.785274e-01
8.498467859772419e-04	6.786852e-01
8.498544165123405e-04	6.788476e-01
8.498643231692479e-04	6.790581e-01
8.498732833183797e-04	6.792482e-01
8.498854084492215e-04	6.795046e-01
8.498979042423648e-04	6.797678e-01
8.499069342272134e-04	6.799566e-01
8.499171863648895e-04	6.801686e-01
8.499249818795622e-04	6.803268e-01
8.499319416055885e-04	6.804636e-01
8.499386446290788e-04	6.805903e-01
8.499416906121524e-04	6.806455e-01
8.499449406668359e-04	6.807022e-01
8.499480408038534e-04	6.807547e-01
8.499509857186032e-04	6.808027e-01
8.499568755481029e-04	6.808940e-01
8.499648845758608e-04	6.810095e-01
8.499741659113592e-04	6.811299e-01
8.499868049896689e-04	6.812716e-01
8.500006837605891e-04	6.813952e-01
8.500213667513222e-04	6.815149e-01
8.500464603837713e-04	6.815678e-01
8.500620381535790e-04	6.815252e-01
