time,ID1
1.715640851236709e-07,-6.458561e-04
1.727842089023577e-07,-3.583269e-04
1.736960985902299e-07,-2.625342e-04
1.748740989647061e-07,-1.858276e-04
1.762061495295799e-07,-1.372554e-04
1.780860926171248e-07,-9.189406e-05
1.797956601592460e-07,-6.870507e-05
1.820977451377984e-07,-4.748985e-05
1.845089984267774e-07,-3.561783e-05
1.875335050780138e-07,-2.477439e-05
1.908314598108148e-07,-1.932613e-05
1.957334600045861e-07,-1.260793e-05
2.005465790385321e-07,-1.008324e-05
2.095478747544258e-07,-5.725709e-06
2.189835591362094e-07,-4.351264e-06
2.373613386368496e-07,-2.093212e-06
2.596846420208274e-07,-1.414958e-06
2.960412261175341e-07,-6.666475e-07
3.282844885652076e-07,-4.115847e-07
3.645961624398152e-07,-2.164179e-07
4.039200871244748e-07,-2.277517e-07
4.643720627364947e-07,-6.902825e-08
5.262299206849021e-07,-7.635956e-08
6.168329284198198e-07,1.071026e-08
7.170152362729760e-07,-1.324869e-08
8.703120357870453e-07,3.533980e-08
1.045560420447519e-06,8.928427e-09
1.356200612710670e-06,3.931879e-08
1.768579029120876e-06,2.107117e-08
2.593335861941287e-06,3.680664e-08
4.242849527582110e-06,2.851930e-08
6.502972668718353e-06,-8.940103e-06
6.503972668718354e-06,-4.470445e-06
6.505972668718355e-06,2.255644e-06
6.509972668718357e-06,-9.778194e-07
6.517295561750172e-06,6.319412e-07
6.531941347813802e-06,-2.733820e-07
6.561232919941063e-06,1.787169e-07
6.619816064195583e-06,-4.726462e-08
6.736982352704624e-06,6.556123e-08
6.971314929722707e-06,8.886370e-09
7.439980083758872e-06,3.672903e-08
8.377310391831201e-06,8.788207e-06
8.378310391831202e-06,4.424869e-06
8.380310391831203e-06,-2.150230e-06
8.384310391831205e-06,1.109205e-06
8.392310391831209e-06,-5.135274e-07
8.408310391831217e-06,2.960830e-07
8.440310391831233e-06,-1.082662e-07
8.504310391831265e-06,9.375314e-08
8.632310391831329e-06,-7.372970e-09
8.888310391831456e-06,3.826817e-08
9.289999999999743e-06,8.571520e-06
9.290999999999744e-06,4.322113e-06
9.292999999999745e-06,-2.100035e-06
9.296999999999747e-06,1.082934e-06
9.304999999999751e-06,-5.015948e-07
9.320999999999759e-06,2.888846e-07
9.352999999999775e-06,-1.059185e-07
9.416999999999807e-06,9.130842e-08
9.544999999999870e-06,8.323719e-06
9.545999999999871e-06,4.219919e-06
9.547999999999872e-06,-2.049627e-06
9.551999999999874e-06,1.057439e-06
9.559999999999878e-06,-4.891578e-07
9.575999999999886e-06,2.824042e-07
9.607999999999902e-06,-1.030276e-07
9.671999999999934e-06,-3.941103e-06
9.673999999999935e-06,-2.025006e-06
9.677999999999937e-06,1.045002e-06
9.685999999999941e-06,-4.831430e-07
9.701999999999949e-06,2.792027e-07
9.733999999999965e-06,1.798099e-06
9.745999999999971e-06,-4.803296e-07
9.769999999999983e-06,-4.791655e-07
9.785999999999991e-06,-7.480335e-06
9.786999999999991e-06,-3.990097e-06
9.788999999999992e-06,2.011405e-06
9.792999999999994e-06,5.899265e-06
9.793999999999995e-06,3.955249e-06
9.795999999999996e-06,1.335866e-08
9.797999999999997e-06,-3.786156e-06
9.798999999999997e-06,-2.139132e-08
9.799999999999998e-06,7.118797e-08
9.800999999999998e-06,-2.016895e-08
9.801999999999999e-06,-1.282857e-03
9.802099999999999e-06,-4.399978e-04
9.802299999999999e-06,-7.445415e-07
9.802599999999998e-06,-3.166216e-07
9.802999999999999e-06,3.057641e-05
9.803039999999999e-06,1.069226e-05
9.803119999999999e-06,-2.380311e-07
9.803280000000000e-06,-2.375690e-07
9.803600000000000e-06,-1.950295e-07
9.804087675517579e-06,-4.854410e-07
9.804790791114542e-06,-1.318511e-06
9.805710622068600e-06,-4.967942e-06
9.806020179132901e-06,-8.960159e-06
9.806206216694553e-06,-1.071545e-05
9.806416861776838e-06,-9.219069e-06
9.806575435949827e-06,-7.028978e-06
9.806732570057923e-06,-5.019963e-06
9.806942588564151e-06,-2.853766e-06
9.807163187429891e-06,-1.268594e-06
9.807513607114234e-06,1.854949e-07
9.807845594321021e-06,8.351910e-07
9.808438209782441e-06,1.160642e-06
9.809085919587168e-06,1.174058e-06
9.810304596549730e-06,8.190956e-07
9.811351647660807e-06,-1.413824e-06
9.812235909122930e-06,-5.358921e-06
9.813315666634344e-06,-8.504269e-06
9.814307392385557e-06,-8.082489e-06
9.815292118912169e-06,-6.625856e-06
9.817056857644409e-06,-4.266561e-06
9.820087303251401e-06,-8.098020e-07
9.824049722577229e-06,2.429169e-06
9.828284878817167e-06,4.774533e-06
9.833849714401130e-06,7.047809e-06
9.839463475412558e-06,9.032786e-06
9.846815925896585e-06,1.163532e-05
9.854536650868904e-06,1.479045e-05
9.864315478244161e-06,1.994564e-05
9.873361379373214e-06,2.677783e-05
9.883967212792220e-06,3.953895e-05
9.894878955990863e-06,6.305357e-05
9.904751791940056e-06,1.083375e-04
9.915720925638449e-06,2.298300e-04
9.923261282439787e-06,4.422373e-04
9.929123323363063e-06,8.320000e-04
9.934396846945147e-06,1.322761e-03
9.940073064485856e-06,1.626789e-03
9.942888218945794e-06,1.625145e-03
9.946279829129592e-06,1.616806e-03
9.948668563689214e-06,1.618830e-03
9.951111063904528e-06,1.612766e-03
9.955996064335154e-06,1.620387e-03
9.960767975612822e-06,1.625293e-03
9.968380995854987e-06,1.640008e-03
9.975967967498783e-06,1.658913e-03
9.985699584329438e-06,1.692045e-03
9.996242139513685e-06,1.740997e-03
1.001058695458389e-05,1.848782e-03
1.002714126472505e-05,2.157562e-03
1.005217097916567e-05,3.487328e-03
1.006873672414280e-05,5.244819e-03
1.008592503063318e-05,8.040242e-03
1.009927951171701e-05,1.174006e-02
1.010510748615316e-05,2.555103e-02
1.010772073570582e-05,7.069151e-02
1.010900660283779e-05,1.268615e-01
1.011027327000201e-05,1.977279e-01
1.011155046476672e-05,2.616393e-01
1.011286597356101e-05,3.099490e-01
1.011493110573419e-05,3.531463e-01
1.011701828487017e-05,3.708262e-01
1.012019942871138e-05,3.770380e-01
1.012424774253115e-05,3.791800e-01
1.012991209520355e-05,3.809483e-01
1.013608529191877e-05,3.826344e-01
1.014479269983553e-05,3.846734e-01
1.015444946851916e-05,3.865975e-01
1.016757907325849e-05,3.887308e-01
1.017973148458133e-05,3.903068e-01
1.019422617762804e-05,3.917507e-01
1.020925834052387e-05,3.928820e-01
1.022594879512565e-05,3.937870e-01
1.024354091320577e-05,3.944428e-01
1.026404683435520e-05,3.949135e-01
1.028655114140024e-05,3.951927e-01
1.030899327704277e-05,3.953045e-01
1.033558045742167e-05,3.953178e-01
1.037336508296178e-05,3.952233e-01
1.043167267493422e-05,3.949915e-01
1.049430737424204e-05,3.946891e-01
1.061042071011086e-05,3.940902e-01
1.073804192996469e-05,3.934141e-01
1.093138416848825e-05,3.923805e-01
1.118457814567114e-05,3.910196e-01
1.162121316163404e-05,3.886663e-01
1.246387959611728e-05,3.841076e-01
1.400992775785963e-05,3.757012e-01
1.710202408134432e-05,3.589619e-01
1.710302408134432e-05,3.588834e-01
1.710502408134432e-05,3.587613e-01
1.710902408134431e-05,3.587813e-01
1.711389274824207e-05,3.587343e-01
1.712363008203757e-05,3.587017e-01
1.714310474962858e-05,3.585848e-01
1.717706820648942e-05,3.584031e-01
1.724499512021110e-05,3.580269e-01
1.738084894765445e-05,3.572815e-01
1.765255660254116e-05,3.557860e-01
1.819597191231457e-05,3.527936e-01
1.891416938045317e-05,3.489630e-01
1.891516938045317e-05,3.488943e-01
1.891716938045317e-05,3.487870e-01
1.892116938045317e-05,3.487998e-01
1.892576373252393e-05,3.487576e-01
1.893495243666545e-05,3.487260e-01
1.895332984494850e-05,3.486153e-01
1.898760203753689e-05,3.484307e-01
1.905614642271368e-05,3.480497e-01
1.919323519306725e-05,3.472938e-01
1.946741273377438e-05,3.458897e-01
1.946841273377438e-05,3.458297e-01
1.947041273377437e-05,3.457353e-01
1.947441273377437e-05,3.457442e-01
1.947916607105472e-05,3.457029e-01
1.948867274561542e-05,3.456664e-01
1.950768609473681e-05,3.455534e-01
1.954571279297960e-05,3.453471e-01
1.962176618946518e-05,3.449247e-01
1.977387298243634e-05,3.439882e-01
1.977487298243634e-05,3.440296e-01
1.977687298243633e-05,3.440908e-01
1.978087298243633e-05,3.440412e-01
1.978577061280366e-05,3.440274e-01
1.979556587353832e-05,3.439597e-01
1.981515639500765e-05,3.438580e-01
1.985433743794631e-05,3.436381e-01
1.992263791412269e-05,3.431787e-01
1.992363791412269e-05,3.432131e-01
1.992563791412269e-05,3.432647e-01
1.992963791412268e-05,3.432184e-01
1.993466720212612e-05,3.432023e-01
1.994472577813299e-05,3.431352e-01
1.996484293014673e-05,3.429584e-01
1.996584293014673e-05,3.429851e-01
1.996784293014672e-05,3.430285e-01
1.997184293014672e-05,3.429851e-01
1.997698990106017e-05,3.429669e-01
1.998728384288706e-05,3.429610e-01
1.998828384288706e-05,3.429303e-01
1.999028384288706e-05,3.428716e-01
1.999428384288705e-05,3.428400e-01
1.999574850947750e-05,3.428418e-01
1.999807066681910e-05,3.428141e-01
1.999907066681910e-05,3.428366e-01
2.000007066681910e-05,3.428308e-01
2.000100000000000e-05,3.441704e-01
2.000100204511050e-05,3.440280e-01
2.000100613533149e-05,3.437857e-01
2.000101431577348e-05,3.434390e-01
2.000102608153615e-05,3.431581e-01
2.000104961306149e-05,3.429416e-01
2.000109039152935e-05,3.428684e-01
2.000117194846508e-05,3.429298e-01
2.000128845274759e-05,3.431131e-01
2.000144510112781e-05,3.435018e-01
2.000163762658586e-05,3.441716e-01
2.000176103006022e-05,3.447386e-01
2.000200000000000e-05,3.460299e-01
2.000202389699398e-05,3.461728e-01
2.000207169098193e-05,3.464459e-01
2.000216727895784e-05,3.469267e-01
2.000235845490966e-05,3.476694e-01
2.000266974785481e-05,3.484623e-01
2.000301372091745e-05,3.489360e-01
2.000333418746174e-05,3.491260e-01
2.000367913861455e-05,3.491955e-01
2.000426572981018e-05,3.492722e-01
2.000483560015155e-05,3.497092e-01
2.000544848937979e-05,3.511532e-01
2.000596970582616e-05,3.533345e-01
2.000652751907083e-05,3.562619e-01
2.000717333452857e-05,3.596843e-01
2.000831052046333e-05,3.650327e-01
2.000962125808238e-05,3.697266e-01
2.001180846082048e-05,3.749877e-01
2.001341649519377e-05,3.774915e-01
2.001491972590998e-05,3.789779e-01
2.001668343336958e-05,3.801852e-01
2.001801529033422e-05,3.808143e-01
2.001897010065476e-05,3.810530e-01
2.001966287286296e-05,3.810414e-01
2.002045554488418e-05,3.808821e-01
2.002139726323521e-05,3.806286e-01
2.002219531300519e-05,3.803587e-01
2.002290516203336e-05,3.800401e-01
2.002378215499420e-05,3.795500e-01
2.002468567863527e-05,3.789936e-01
2.002571096889045e-05,3.783499e-01
2.002690365914196e-05,3.776102e-01
2.002928903964497e-05,3.761718e-01
2.003298625285217e-05,3.615091e-01
2.003902224593932e-05,1.940838e-01
2.004240186587504e-05,-1.390038e-01
2.004520836936342e-05,-6.533354e-01
2.004932536396197e-05,-1.504426e+00
2.005315587733312e-05,-7.009432e-01
2.005391813638308e-05,-1.645265e-01
2.005449392680072e-05,-2.170941e-02
2.005469315262619e-05,1.672000e-03
2.005486763514859e-05,-5.137102e-02
2.005495369316118e-05,1.919603e-02
2.005500980672115e-05,-3.091251e-02
2.005504689783302e-05,-1.677589e-02
2.005507683202724e-05,9.472687e-03
2.005510815922951e-05,-1.716263e-02
2.005513694835766e-05,-2.938000e-03
2.005517368416284e-05,-1.388714e-02
2.005522118555846e-05,-9.544184e-03
2.005529049248364e-05,-1.226699e-02
2.005540642293965e-05,-1.134789e-02
2.005559789763011e-05,-1.223721e-02
2.005595570740230e-05,-1.203848e-02
2.005656506887207e-05,-1.207027e-02
2.005778379181161e-05,-1.150311e-02
2.005985494263994e-05,-1.078524e-02
2.006399724429660e-05,-9.468780e-03
2.007228184760992e-05,-7.356376e-03
2.008393121785095e-05,-5.044313e-03
2.009989786385545e-05,-3.205527e-03
2.011745285459836e-05,-2.458213e-03
2.013408132101798e-05,-2.226547e-03
2.015665515094807e-05,-1.984593e-03
2.018643319533464e-05,-7.562009e-04
2.019364036037939e-05,-3.403897e-04
2.020065254637762e-05,-1.764621e-04
2.020402620053460e-05,-1.234880e-04
2.020713760283014e-05,-9.897909e-05
2.020934887816426e-05,-8.785672e-05
2.021136175263913e-05,-6.891252e-05
2.021340928362970e-05,-6.933203e-05
2.021527242149039e-05,-5.759636e-05
2.021736368139616e-05,-5.471042e-05
2.021958935791445e-05,-4.871474e-05
2.022219529689731e-05,-4.166593e-05
2.022532363617405e-05,-3.909460e-05
2.022927036045672e-05,-3.065346e-05
2.023418336765857e-05,-2.865013e-05
2.024112556722785e-05,-2.048336e-05
2.024958457172882e-05,-1.877806e-05
2.026633157857687e-05,-1.062431e-05
2.028824312929664e-05,-7.706880e-06
2.032186971611908e-05,-3.919904e-06
2.036018832245887e-05,-2.347489e-06
2.039899889666132e-05,-1.253005e-06
2.044750174276573e-05,-1.072257e-06
2.050995839840081e-05,-3.633877e-07
2.058654752303939e-05,-3.610078e-07
2.068414130616579e-05,-3.567162e-10
2.081013441415905e-05,-9.923219e-08
2.097505607860254e-05,9.496503e-08
2.121731888180578e-05,-3.663043e-08
2.157756696759866e-05,7.357831e-08
2.220682316833068e-05,-1.164153e-08
2.346533556979472e-05,3.787379e-08
2.598236037272281e-05,4.227270e-05
2.598336037272281e-05,2.123144e-05
2.598536037272281e-05,-1.045153e-05
2.598936037272280e-05,4.337242e-06
2.599619573309318e-05,-3.016399e-06
2.600986645383394e-05,1.533267e-06
2.603720789531547e-05,-7.382284e-07
2.609189077827851e-05,3.966658e-07
2.620125654420460e-05,-1.707425e-07
2.641998807605678e-05,1.126124e-07
2.685745113976115e-05,-2.956949e-08
2.773237726716987e-05,-6.526523e-08
2.805214774518255e-05,-4.811833e-08
2.869168870120789e-05,-4.100243e-05
2.869268870120789e-05,-2.059426e-05
2.869468870120789e-05,1.019992e-05
2.869868870120788e-05,-4.319939e-06
2.870568205561860e-05,2.903243e-06
2.871966876444003e-05,-1.425467e-06
2.874764218208288e-05,7.359777e-07
2.880358901736860e-05,-3.440461e-07
2.891548268794002e-05,1.955777e-07
2.913927002908288e-05,2.258146e-08
2.935442531771429e-05,-2.128907e-06
2.937168942273717e-05,-1.150649e-06
2.940621763278295e-05,5.975987e-07
2.947527405287449e-05,-2.760595e-07
2.961338689305757e-05,-3.964561e-05
2.961438689305757e-05,-2.002305e-05
2.961638689305757e-05,9.923165e-06
2.962038689305756e-05,-4.198595e-06
2.962737267976120e-05,2.828427e-06
2.964134425316849e-05,-1.389611e-06
2.966928739998305e-05,7.165751e-07
2.972517369361217e-05,3.827497e-05
2.972617369361217e-05,1.955257e-05
2.972817369361217e-05,-9.650442e-06
2.973217369361216e-05,4.100715e-06
2.973912788651712e-05,-2.742667e-06
2.975303627232703e-05,9.576279e-07
2.977418322838017e-05,3.623834e-05
2.977518322838017e-05,1.908226e-05
2.977718322838017e-05,-9.420095e-06
2.978118322838016e-05,4.019872e-06
2.978815872154147e-05,3.185890e-05
2.978915872154147e-05,1.865843e-05
2.979115872154147e-05,-9.211789e-06
2.979515872154147e-05,-2.729041e-05
2.979615872154146e-05,-1.825043e-05
2.979815872154146e-05,-1.783071e-05
2.979915872154146e-05,6.477369e-06
2.980000000000000e-05,-6.733025e-05
2.980031744308292e-05,-5.477690e-05
2.980095232924876e-05,2.100949e-05
2.980200000000000e-05,5.996337e-03
2.980210000000000e-05,2.053356e-03
2.980230000000000e-05,1.145685e-06
2.980259999999999e-05,-1.221464e-06
2.980300000000000e-05,-1.419573e-04
2.980304000000000e-05,-5.089812e-05
2.980311999999999e-05,-6.419046e-07
2.980327999999999e-05,-4.029183e-08
2.980360000000000e-05,-2.335786e-07
2.980408767479632e-05,-4.224413e-07
2.980479078544940e-05,-1.270344e-06
2.980571061411969e-05,-4.913076e-06
2.980602017182136e-05,-8.639069e-06
2.980620620982222e-05,-1.037013e-05
2.980641685491327e-05,-8.729462e-06
2.980657542903448e-05,-6.512095e-06
2.980673256262671e-05,-4.522221e-06
2.980694258283709e-05,-2.230716e-06
2.980716317634955e-05,-6.836916e-07
2.980751359917838e-05,8.452431e-07
2.980784557244488e-05,1.463147e-06
2.980843818525297e-05,1.827758e-06
2.980908585536725e-05,1.806260e-06
2.981030448316427e-05,1.458255e-06
2.981135153429769e-05,-7.243897e-07
2.981223578587070e-05,-4.488016e-06
2.981331557456926e-05,-7.197244e-06
2.981430737888948e-05,-6.282982e-06
2.981529202369277e-05,-4.363167e-06
2.981705660036326e-05,-1.238909e-06
2.982008707599360e-05,3.278620e-06
2.982405003616782e-05,7.664984e-06
2.982828562108989e-05,1.104909e-05
2.983385106360377e-05,1.460447e-05
2.983946319079537e-05,1.793062e-05
2.984682105930014e-05,2.253143e-05
2.985453984262809e-05,2.827714e-05
2.986433945881725e-05,3.785262e-05
2.987340454307457e-05,5.082793e-05
2.988542373746405e-05,7.906427e-05
2.989628423099462e-05,1.251456e-04
2.990497921155883e-05,2.017268e-04
2.991634263079324e-05,4.327158e-04
2.992459041024533e-05,8.387523e-04
2.993179466510423e-05,1.400167e-03
2.993758113876328e-05,1.694372e-03
2.994003804169537e-05,1.693779e-03
2.994323819370185e-05,1.685633e-03
2.994565313164851e-05,1.687459e-03
2.994799888458646e-05,1.681678e-03
2.995269039046235e-05,1.693551e-03
2.995925638371030e-05,1.703219e-03
2.996571310811501e-05,1.718995e-03
2.997494495397525e-05,1.746946e-03
2.998398789507287e-05,1.784764e-03
2.999788700000611e-05,1.867432e-03
3.001139116867469e-05,2.023632e-03
3.003304553606899e-05,2.799547e-03
3.005785316712339e-05,5.066974e-03
3.007413173835523e-05,7.683652e-03
3.008839706731895e-05,1.146276e-02
3.009433951238922e-05,1.826499e-02
3.009731656256664e-05,5.483520e-02
3.009850093570042e-05,1.089976e-01
3.009937040439180e-05,1.754772e-01
3.010028923223626e-05,2.545927e-01
3.010190234567985e-05,3.905354e-01
3.010371628992529e-05,5.191492e-01
3.010572233394768e-05,6.136339e-01
3.010844104677082e-05,6.738111e-01
3.011133637201722e-05,6.927315e-01
3.011553049232096e-05,6.969426e-01
3.012089124873989e-05,6.988057e-01
3.012664470741434e-05,7.004091e-01
3.013512000536672e-05,7.024713e-01
3.014581242029907e-05,7.046539e-01
3.015762080504538e-05,7.066302e-01
3.017023748745217e-05,7.083001e-01
3.018459055957181e-05,7.097675e-01
3.019963523811144e-05,7.109102e-01
3.021684264251943e-05,7.118464e-01
3.023387798386409e-05,7.124640e-01
3.025582584924369e-05,7.129371e-01
3.027842234918704e-05,7.131711e-01
3.030085389014305e-05,7.132311e-01
3.032556704683561e-05,7.131795e-01
3.036185066546451e-05,7.130073e-01
3.041254333944255e-05,7.126799e-01
3.048572937477481e-05,7.121478e-01
3.057358872657915e-05,7.114741e-01
3.071312315470754e-05,7.103844e-01
3.088392849722839e-05,7.090391e-01
3.113649969340998e-05,7.070419e-01
3.155091660764958e-05,7.037523e-01
3.229965965240653e-05,6.977814e-01
3.379714574192044e-05,6.857451e-01
3.673027722171152e-05,6.618989e-01
3.673127722171153e-05,6.619436e-01
3.673327722171153e-05,6.620076e-01
3.673727722171154e-05,6.619425e-01
3.674265318100803e-05,6.619138e-01
3.675285982009385e-05,6.618170e-01
3.677327309826550e-05,6.616573e-01
3.681409965460879e-05,6.613201e-01
3.689549940151117e-05,6.606563e-01
3.705829889531592e-05,6.593233e-01
3.738389788292541e-05,6.566558e-01
3.803509585814440e-05,6.513083e-01
3.869860404956202e-05,6.457561e-01
3.869960404956202e-05,6.457937e-01
3.870160404956203e-05,6.458472e-01
3.870560404956203e-05,6.457887e-01
3.871024351270478e-05,6.457627e-01
3.871952243899026e-05,6.456724e-01
3.873808029156124e-05,6.455262e-01
3.877519599670318e-05,6.452167e-01
3.884942740698705e-05,6.446059e-01
3.899789022755482e-05,6.433793e-01
3.929481586869034e-05,6.409259e-01
3.940714871772895e-05,6.399970e-01
3.963181441580615e-05,6.380578e-01
3.963281441580615e-05,6.380889e-01
3.963481441580616e-05,6.381328e-01
3.963881441580617e-05,6.380771e-01
3.964360966457072e-05,6.380484e-01
3.965320016209983e-05,6.379574e-01
3.967238115715804e-05,6.378043e-01
3.971074314727446e-05,6.374837e-01
3.978746712750729e-05,6.368487e-01
3.984755203953432e-05,6.363521e-01
3.988083017594594e-05,6.360761e-01
3.993444372717677e-05,6.356993e-01
3.993544372717678e-05,6.356580e-01
3.993744372717678e-05,6.355892e-01
3.994144372717679e-05,6.355760e-01
3.994638266004352e-05,6.355253e-01
3.995626052577699e-05,6.354531e-01
3.997601625724391e-05,6.353438e-01
3.997701625724391e-05,6.353087e-01
3.997901625724391e-05,6.352466e-01
3.998301625724392e-05,6.352311e-01
3.998808018516076e-05,6.351947e-01
3.999087214416632e-05,6.351705e-01
3.999541608198888e-05,6.351652e-01
3.999641608198888e-05,6.351430e-01
3.999841608198888e-05,6.351233e-01
3.999941608198889e-05,6.350631e-01
4.000000000000000e-05,6.350554e-01
4.000100000000000e-05,6.339410e-01
4.000100219943853e-05,6.340694e-01
4.000100659831559e-05,6.342857e-01
4.000101539606971e-05,6.345951e-01
4.000102585462980e-05,6.348116e-01
4.000104364595502e-05,6.349729e-01
4.000107922860546e-05,6.350776e-01
4.000115039390634e-05,6.351584e-01
4.000126663687289e-05,6.353228e-01
4.000141149974559e-05,6.356546e-01
4.000160145416257e-05,6.362891e-01
4.000177399732898e-05,6.370661e-01
4.000200000000000e-05,6.382796e-01
4.000202260026710e-05,6.384149e-01
4.000206780080131e-05,6.386743e-01
4.000215820186972e-05,6.391345e-01
4.000233900400654e-05,6.398504e-01
4.000265773874723e-05,6.406850e-01
4.000299666479001e-05,6.411686e-01
4.000332204315507e-05,6.413679e-01
4.000365890285288e-05,6.414384e-01
4.000423480180374e-05,6.415094e-01
4.000481957218340e-05,6.419256e-01
4.000541858002765e-05,6.433142e-01
4.000601095919636e-05,6.457901e-01
4.000654603242991e-05,6.485931e-01
4.000721402366933e-05,6.521336e-01
4.000831550697346e-05,6.572902e-01
4.000965198976699e-05,6.620461e-01
4.001182632860941e-05,6.672494e-01
4.001342307054299e-05,6.697193e-01
4.001492690593251e-05,6.711980e-01
4.001669171437218e-05,6.723983e-01
4.001802602183372e-05,6.730226e-01
4.001897531907427e-05,6.732550e-01
4.001966733116896e-05,6.732399e-01
4.002045792914348e-05,6.730776e-01
4.002140577899308e-05,6.728187e-01
4.002220613298617e-05,6.725444e-01
4.002291815109008e-05,6.722212e-01
4.002379365860270e-05,6.717278e-01
4.002468550719454e-05,6.711752e-01
4.002571192222726e-05,6.705272e-01
4.002690939384183e-05,6.697804e-01
4.002930433707096e-05,6.683282e-01
4.003299426860785e-05,6.532607e-01
4.003904911247474e-05,4.402607e-01
4.004356315521394e-05,-9.299999e-02
4.004744703048434e-05,-9.088372e-01
4.005240128627798e-05,-2.169424e+00
4.005568080299563e-05,-2.919007e+00
4.005702069276843e-05,-1.817670e+00
4.005743755836884e-05,-3.782400e-01
4.005753264686058e-05,-1.625333e-01
4.005758162581286e-05,-1.137009e-01
4.005763098615042e-05,-7.894721e-02
4.005767309712353e-05,-7.312682e-02
4.005771642135860e-05,-5.083697e-02
4.005776737551770e-05,-4.843000e-02
4.005782484662290e-05,-3.549174e-02
4.005790923215394e-05,-3.025337e-02
4.005801518107952e-05,-2.199342e-02
4.005821347014341e-05,-1.669586e-02
4.005842405859935e-05,-1.333795e-02
4.005884523551122e-05,-1.209831e-02
4.005928487274485e-05,-1.141893e-02
4.006016414721210e-05,-1.127910e-02
4.006143172958749e-05,-1.071419e-02
4.006396689433827e-05,-9.959240e-03
4.006852756981216e-05,-8.648456e-03
4.007764892075994e-05,-6.543481e-03
4.009000627963242e-05,-4.380418e-03
4.010466707701805e-05,-2.987623e-03
4.012217382254352e-05,-2.384593e-03
4.013984616697505e-05,-2.168544e-03
4.016507549853201e-05,-1.862539e-03
4.019607264763076e-05,-6.699672e-04
4.020455585823784e-05,-3.003415e-04
4.021285166629321e-05,-1.612198e-04
4.021874460280312e-05,-1.142838e-04
4.022447537688076e-05,-8.284350e-05
4.023040819309658e-05,-6.619801e-05
4.023593181979564e-05,-5.157474e-05
4.024211320001348e-05,-4.286262e-05
4.024835783715636e-05,-3.439237e-05
