time,IL1
1.134894869177383e-03,-6.419270e-03
1.134907321301309e-03,-6.233604e-03
1.134915218621150e-03,-6.115662e-03
1.134922966838238e-03,-5.999947e-03
1.134932641279983e-03,-5.855459e-03
1.134945230237043e-03,-5.667442e-03
1.134964910406536e-03,-5.373533e-03
1.134983867945268e-03,-5.090479e-03
1.135021783022733e-03,-4.524633e-03
1.135066271267468e-03,-3.861292e-03
1.135124937107448e-03,-2.987840e-03
1.135180176944136e-03,-2.167413e-03
1.135252789149063e-03,-1.093842e-03
1.135334702791700e-03,1.083322e-04
1.135385913302540e-03,8.495515e-04
1.135435074849797e-03,1.541975e-03
1.135496367293021e-03,2.363846e-03
1.135560902379976e-03,3.161355e-03
1.135618344699743e-03,3.784511e-03
1.135676432815994e-03,4.312483e-03
1.135717861574069e-03,4.623064e-03
1.135731648693965e-03,4.707562e-03
1.135753092547557e-03,4.820748e-03
1.135759619808036e-03,4.852104e-03
1.135769633509442e-03,4.895624e-03
1.135786030589331e-03,4.961042e-03
1.135798970126311e-03,5.007583e-03
1.135810995915264e-03,5.045935e-03
1.135822994479125e-03,5.079476e-03
1.135836914991912e-03,5.112440e-03
1.135853012418398e-03,5.142333e-03
1.135873882935690e-03,5.167710e-03
1.135899591137170e-03,5.176331e-03
1.135938655350197e-03,5.138363e-03
1.135999397632470e-03,4.944331e-03
1.136120882197016e-03,4.171405e-03
1.136274707311011e-03,2.685659e-03
1.136390763958960e-03,1.263538e-03
1.136461282295738e-03,3.067632e-04
1.136534280019022e-03,-6.933319e-04
1.136592768015008e-03,-1.459977e-03
1.136648273309161e-03,-2.128844e-03
1.136699137609165e-03,-2.666214e-03
1.136756226197305e-03,-3.162136e-03
1.136814076143846e-03,-3.557633e-03
1.136839198186742e-03,-3.688870e-03
1.136852973930990e-03,-3.744829e-03
1.136862518631971e-03,-3.777120e-03
1.136875374795497e-03,-3.814142e-03
1.136886065343284e-03,-3.840245e-03
1.136896184914447e-03,-3.860672e-03
1.136907008490082e-03,-3.878250e-03
1.136920244628413e-03,-3.894640e-03
1.136932989933235e-03,-3.905677e-03
1.136943985424401e-03,-3.911333e-03
1.136953976057097e-03,-3.913214e-03
1.136965040651038e-03,-3.911846e-03
1.136976477914191e-03,-3.906826e-03
1.136988212400928e-03,-3.897652e-03
1.137002238644624e-03,-3.881442e-03
1.137017875424267e-03,-3.856565e-03
1.137038366964538e-03,-3.813097e-03
1.137064583124901e-03,-3.739220e-03
1.137105395749225e-03,-3.581573e-03
1.137183429391679e-03,-3.155971e-03
1.137339496676588e-03,-2.033656e-03
1.137485285894138e-03,-7.904877e-04
1.137568440874509e-03,-2.639506e-05
1.137665193272072e-03,8.509721e-04
1.137749880881316e-03,1.556975e-03
1.137830667256095e-03,2.129647e-03
1.137910192814138e-03,2.555994e-03
1.137991492843705e-03,2.834503e-03
1.138045863886082e-03,2.924284e-03
1.138071060799189e-03,2.930832e-03
1.138089548922243e-03,2.920590e-03
1.138098419687112e-03,2.911878e-03
1.138109295540487e-03,2.897975e-03
1.138120574559401e-03,2.880540e-03
1.138139288170157e-03,2.846408e-03
1.138152335352389e-03,2.818927e-03
1.138165747592615e-03,2.786730e-03
1.138180304842109e-03,2.747862e-03
1.138194534398910e-03,2.705407e-03
1.138217072439860e-03,2.630271e-03
1.138238666284840e-03,2.548019e-03
1.138281853974800e-03,2.356835e-03
1.138331944297136e-03,2.092362e-03
1.138432124941808e-03,1.465458e-03
1.138534431250817e-03,7.444671e-04
1.138609607449447e-03,1.794399e-04
1.138685566284252e-03,-3.909249e-04
1.138759851424650e-03,-9.103587e-04
1.138850913193114e-03,-1.462951e-03
1.138921437367414e-03,-1.796933e-03
1.138995791494106e-03,-2.026499e-03
1.139072355147619e-03,-2.118278e-03
1.139169707270028e-03,-2.073404e-03
1.139195983276071e-03,-2.025897e-03
1.139230750605936e-03,-1.931689e-03
1.139243540923398e-03,-1.892525e-03
1.139255575619513e-03,-1.852132e-03
1.139279645011745e-03,-1.766619e-03
1.139294966402360e-03,-1.709278e-03
1.139309563937536e-03,-1.651787e-03
1.139326948800022e-03,-1.580464e-03
1.139342720062967e-03,-1.512898e-03
1.139368686513058e-03,-1.396589e-03
1.139393407386711e-03,-1.279948e-03
1.139442849134019e-03,-1.032716e-03
1.139503071243973e-03,-7.147872e-04
1.139602635322350e-03,-1.703655e-04
1.139688085544181e-03,2.935318e-04
1.139771902488463e-03,7.127346e-04
1.139892043388391e-03,1.250177e-03
1.139892687846196e-03,1.252732e-03
1.139893976761808e-03,1.257411e-03
1.139896554593031e-03,1.266683e-03
1.139901710255476e-03,1.284881e-03
1.139912021580367e-03,1.319851e-03
1.139932644230150e-03,1.384962e-03
1.139959754700435e-03,1.464492e-03
1.139960754700435e-03,1.467228e-03
1.139962754700435e-03,1.472432e-03
1.139966754700435e-03,1.482595e-03
1.139974754700434e-03,1.502118e-03
1.139985000000002e-03,1.526131e-03
1.139986000000001e-03,1.528385e-03
1.139988000000001e-03,1.532749e-03
1.139992000000001e-03,1.541340e-03
1.139995000000001e-03,1.547590e-03
1.139997000000000e-03,1.551680e-03
1.139998000000000e-03,1.553699e-03
1.139999000000000e-03,1.555696e-03
1.140000000000000e-03,1.557676e-03
1.140001000000000e-03,1.559643e-03
1.140001013485791e-03,1.559669e-03
1.140001040457374e-03,1.559722e-03
1.140001094400540e-03,1.559827e-03
1.140001175121623e-03,1.559984e-03
1.140001336563791e-03,1.560299e-03
1.140001535111623e-03,1.560685e-03
1.140001779552082e-03,1.561158e-03
1.140002000000000e-03,1.561584e-03
1.140002022044792e-03,1.561626e-03
1.140002066134375e-03,1.561711e-03
1.140002154313542e-03,1.561879e-03
1.140002330671877e-03,1.562214e-03
1.140002683388546e-03,1.562876e-03
1.140003071294062e-03,1.563593e-03
1.140003488588881e-03,1.564347e-03
1.140003938169893e-03,1.565139e-03
1.140004390650560e-03,1.565910e-03
1.140004851407620e-03,1.566660e-03
1.140005466576987e-03,1.567582e-03
1.140006493087574e-03,1.568870e-03
1.140008098721412e-03,1.570223e-03
1.140009930734251e-03,1.570650e-03
1.140011812316574e-03,1.569667e-03
1.140013456099346e-03,1.567455e-03
1.140015045736309e-03,1.564025e-03
1.140016397128250e-03,1.560155e-03
1.140017248125148e-03,1.557218e-03
1.140017872600865e-03,1.554765e-03
1.140018601207092e-03,1.551608e-03
1.140019397316267e-03,1.547858e-03
1.140020049091198e-03,1.544546e-03
1.140020646553117e-03,1.541284e-03
1.140021456502654e-03,1.536554e-03
1.140022267095040e-03,1.531481e-03
1.140023269759667e-03,1.524752e-03
1.140024179997566e-03,1.518127e-03
1.140026000473363e-03,1.503300e-03
1.140029641424958e-03,1.470401e-03
1.140032454381222e-03,1.443803e-03
1.140035844779636e-03,1.412737e-03
1.140037899934689e-03,1.395809e-03
1.140040940063976e-03,1.374528e-03
1.140047020322551e-03,1.341551e-03
1.140057339856067e-03,1.309643e-03
1.140074474370767e-03,1.307850e-03
1.140092541933810e-03,1.374280e-03
1.140116635897672e-03,1.549711e-03
1.140125304125045e-03,1.637391e-03
1.140129042674991e-03,1.682142e-03
1.140130268714414e-03,1.697467e-03
1.140131113743931e-03,1.708131e-03
1.140132218062964e-03,1.722098e-03
1.140133798098342e-03,1.742117e-03
1.140135530050317e-03,1.764093e-03
1.140137482944076e-03,1.788904e-03
1.140139772586280e-03,1.818023e-03
1.140142554459318e-03,1.853433e-03
1.140145751724055e-03,1.894159e-03
1.140149531679593e-03,1.942337e-03
1.140154030628683e-03,1.999707e-03
1.140159263730982e-03,2.066466e-03
1.140165613070698e-03,2.147494e-03
1.140172828434816e-03,2.239600e-03
1.140181820222778e-03,2.354409e-03
1.140191706364317e-03,2.480661e-03
1.140204486666139e-03,2.643897e-03
1.140217903548636e-03,2.815282e-03
1.140236188024934e-03,3.048863e-03
1.140254159280406e-03,3.278452e-03
1.140277840869660e-03,3.580996e-03
1.140302539090938e-03,3.896520e-03
1.140341236273091e-03,4.390856e-03
1.140379334250324e-03,4.877483e-03
1.140446327399701e-03,5.733047e-03
1.140513639206062e-03,6.592471e-03
1.140614800693144e-03,7.883654e-03
1.140723886629338e-03,9.275352e-03
1.140897134365977e-03,1.148428e-02
1.141098880013245e-03,1.405428e-02
1.141463867434007e-03,1.869763e-02
1.141974964639456e-03,2.518515e-02
1.142997159050354e-03,3.810397e-02
1.145041547872151e-03,6.381328e-02
1.145895750000000e-03,7.448537e-02
1.147604154255698e-03,9.571344e-02
1.147605154255698e-03,9.572583e-02
1.147607154255698e-03,9.575056e-02
1.147611154255698e-03,9.580000e-02
1.147619154255697e-03,9.589889e-02
1.147635154255695e-03,9.609663e-02
1.147667154255692e-03,9.649208e-02
1.147731154255686e-03,9.728273e-02
1.147859154255675e-03,9.886308e-02
1.148115154255651e-03,1.020200e-01
1.149198617022035e-03,1.153436e-01
1.149436468087949e-03,1.182587e-01
1.149437468087949e-03,1.182709e-01
1.149439468087948e-03,1.182954e-01
1.149443468087948e-03,1.183444e-01
1.149451468087947e-03,1.184424e-01
1.149467468087946e-03,1.186383e-01
1.149499468087943e-03,1.190301e-01
1.149563468087937e-03,1.198134e-01
1.149674000000012e-03,1.211659e-01
1.149675000000012e-03,1.211781e-01
1.149677000000011e-03,1.212026e-01
1.149681000000011e-03,1.212515e-01
1.149689000000010e-03,1.213493e-01
1.149705000000009e-03,1.215450e-01
1.149737000000006e-03,1.219363e-01
1.149738000000006e-03,1.219486e-01
1.149740000000006e-03,1.219730e-01
1.149744000000005e-03,1.220219e-01
1.149752000000005e-03,1.221197e-01
1.149768000000003e-03,1.223154e-01
1.149774000000002e-03,1.223887e-01
1.149786000000001e-03,1.225354e-01
1.149794000000001e-03,1.226332e-01
1.149795000000001e-03,1.226454e-01
1.149797000000000e-03,1.226699e-01
1.149798000000000e-03,1.226821e-01
1.149800000000000e-03,1.227065e-01
1.149801000000000e-03,1.227188e-01
1.149802000000000e-03,1.227310e-01
1.149802100000000e-03,1.227322e-01
1.149802300000000e-03,1.227347e-01
1.149802600000000e-03,1.227383e-01
1.149803000000000e-03,1.227432e-01
1.149803040000000e-03,1.227437e-01
1.149803120000000e-03,1.227447e-01
1.149803280000000e-03,1.227466e-01
1.149803600000000e-03,1.227505e-01
1.149804087656778e-03,1.227565e-01
1.149804790777969e-03,1.227651e-01
1.149805710509436e-03,1.227763e-01
1.149806020068515e-03,1.227801e-01
1.149806206104879e-03,1.227824e-01
1.149806416740729e-03,1.227850e-01
1.149806575316586e-03,1.227869e-01
1.149806732448793e-03,1.227888e-01
1.149806942531536e-03,1.227914e-01
1.149807163119461e-03,1.227941e-01
1.149807513613968e-03,1.227984e-01
1.149807845546198e-03,1.228024e-01
1.149808438243602e-03,1.228097e-01
1.149809085827141e-03,1.228176e-01
1.149810304253060e-03,1.228325e-01
1.149811351462906e-03,1.228453e-01
1.149812235861123e-03,1.228561e-01
1.149813315997956e-03,1.228693e-01
1.149814308212629e-03,1.228814e-01
1.149815292664384e-03,1.228935e-01
1.149817057109412e-03,1.229151e-01
1.149820089641342e-03,1.229521e-01
1.149824053337984e-03,1.230006e-01
1.149828288771547e-03,1.230524e-01
1.149833854839052e-03,1.231205e-01
1.149839468418268e-03,1.231891e-01
1.149846821331349e-03,1.232790e-01
1.149854539641112e-03,1.233734e-01
1.149864310586408e-03,1.234928e-01
1.149873334192825e-03,1.236031e-01
1.149883718615884e-03,1.237298e-01
1.149894447433173e-03,1.238607e-01
1.149904762554800e-03,1.239862e-01
1.149915766419752e-03,1.241198e-01
1.149922753534798e-03,1.242043e-01
1.149927750965035e-03,1.242644e-01
1.149931613299669e-03,1.243105e-01
1.149934807545820e-03,1.243481e-01
1.149937694580970e-03,1.243813e-01
1.149940818143192e-03,1.244163e-01
1.149943226075888e-03,1.244423e-01
1.149945818792059e-03,1.244692e-01
1.149948682964090e-03,1.244974e-01
1.149954411308152e-03,1.245503e-01
1.149958841277180e-03,1.245883e-01
1.149963241692150e-03,1.246228e-01
1.149968218047077e-03,1.246578e-01
1.149975536914399e-03,1.247028e-01
1.149982953576139e-03,1.247404e-01
1.149992246592133e-03,1.247756e-01
1.150002974064738e-03,1.248002e-01
1.150016022483373e-03,1.248057e-01
1.150033115039530e-03,1.247706e-01
1.150055515901757e-03,1.246537e-01
1.150074636501418e-03,1.244708e-01
1.150093511184146e-03,1.241825e-01
1.150110774014919e-03,1.238224e-01
1.150117183161064e-03,1.236581e-01
1.150121369675454e-03,1.235375e-01
1.150123263743088e-03,1.234803e-01
1.150124987277647e-03,1.234271e-01
1.150126469841207e-03,1.233810e-01
1.150128052799189e-03,1.233317e-01
1.150129693601310e-03,1.232803e-01
1.150132657841336e-03,1.231873e-01
1.150135822375375e-03,1.230878e-01
1.150142151443453e-03,1.228882e-01
1.150149133682620e-03,1.226677e-01
1.150156700022779e-03,1.224282e-01
1.150166225924404e-03,1.221264e-01
1.150178007664903e-03,1.217526e-01
1.150191336443515e-03,1.213293e-01
1.150204152746470e-03,1.209220e-01
1.150220208746093e-03,1.204116e-01
1.150235012159958e-03,1.199407e-01
1.150254025256138e-03,1.193359e-01
1.150272825633873e-03,1.187377e-01
1.150297456966242e-03,1.179539e-01
1.150322175910845e-03,1.171673e-01
1.150350151933853e-03,1.162771e-01
1.150390809118885e-03,1.149837e-01
1.150442361252632e-03,1.133440e-01
1.150517160217531e-03,1.109658e-01
1.150605767786528e-03,1.081500e-01
1.150760864943678e-03,1.032251e-01
1.150926905655383e-03,9.795845e-02
1.151218325834237e-03,8.873034e-02
1.151639395514516e-03,7.543714e-02
1.152481534875073e-03,4.907172e-02
1.154011368593018e-03,2.035947e-03
1.154247556332103e-03,-4.228184e-03
1.154431985448373e-03,-7.733706e-03
1.154489641850311e-03,-8.385833e-03
1.154546184976155e-03,-8.698434e-03
1.154587494915807e-03,-8.786790e-03
1.154625317425538e-03,-8.738212e-03
1.154692735910741e-03,-8.398696e-03
1.154796423194847e-03,-7.480239e-03
1.154889716598066e-03,-6.364829e-03
1.154917364669922e-03,-5.978949e-03
1.154941060353642e-03,-5.628306e-03
1.154962384424286e-03,-5.310556e-03
1.154984286130569e-03,-4.984005e-03
1.155005289717046e-03,-4.670912e-03
1.155044661857912e-03,-4.084253e-03
1.155086378442754e-03,-3.463211e-03
1.155137917697264e-03,-2.697093e-03
1.155193814245887e-03,-1.868327e-03
1.155262862815439e-03,-8.497426e-04
1.155343667814940e-03,3.305299e-04
1.155406780261807e-03,1.233367e-03
1.155466042446080e-03,2.048139e-03
1.155524898573059e-03,2.798168e-03
1.155601835991038e-03,3.666528e-03
1.155663039391319e-03,4.245052e-03
1.155709536732271e-03,4.596345e-03
1.155736183384409e-03,4.755212e-03
1.155761587787435e-03,4.878965e-03
1.155774537359534e-03,4.933440e-03
1.155786269204650e-03,4.976430e-03
1.155804863690677e-03,5.034806e-03
1.155830054611745e-03,5.098342e-03
1.155853501684814e-03,5.135602e-03
1.155900395830951e-03,5.152695e-03
1.155948495840783e-03,5.078239e-03
1.156044695860445e-03,4.615662e-03
1.156233676600187e-03,3.026762e-03
1.156368852071885e-03,1.477267e-03
1.156444050771803e-03,4.727123e-04
1.156507275205763e-03,-3.954085e-04
1.156572575347194e-03,-1.259862e-03
1.156638093966765e-03,-2.055963e-03
1.156701239065289e-03,-2.715080e-03
1.156769250744976e-03,-3.265970e-03
1.156844074019881e-03,-3.697388e-03
1.156873925449524e-03,-3.806263e-03
1.156903683283869e-03,-3.870594e-03
1.156913833686153e-03,-3.885110e-03
1.156924427135451e-03,-3.894613e-03
1.156938721960065e-03,-3.902172e-03
1.156952836333413e-03,-3.903622e-03
1.156972540828629e-03,-3.896128e-03
1.156992059085164e-03,-3.877191e-03
1.157022237997280e-03,-3.826224e-03
1.157055701127181e-03,-3.736297e-03
1.157120931966745e-03,-3.466412e-03
1.157227989019287e-03,-2.833955e-03
1.157368131176382e-03,-1.767633e-03
1.157490232590388e-03,-6.961396e-04
1.157567001505444e-03,1.073605e-05
1.157675204072751e-03,9.762142e-04
1.157773911006772e-03,1.755827e-03
1.157879641215298e-03,2.385124e-03
1.158003334224777e-03,2.840329e-03
1.158054041984768e-03,2.915274e-03
1.158084375039602e-03,2.908190e-03
1.158110022739589e-03,2.880204e-03
1.158128105882842e-03,2.851003e-03
1.158144649738114e-03,2.817242e-03
1.158167227156235e-03,2.761383e-03
1.158198583483463e-03,2.668750e-03
1.158227646005497e-03,2.563644e-03
1.158285771049564e-03,2.305130e-03
1.158353798732108e-03,1.929221e-03
1.158489854097194e-03,1.032313e-03
1.158591512690163e-03,2.921338e-04
1.158665303120131e-03,-2.627287e-04
1.158733495538008e-03,-7.491858e-04
1.158828264678415e-03,-1.339101e-03
1.158921650971161e-03,-1.782431e-03
1.159017545227751e-03,-2.040322e-03
1.159124318661053e-03,-2.102089e-03
1.159188709689700e-03,-2.023097e-03
1.159229678194492e-03,-1.920033e-03
1.159259645154637e-03,-1.823915e-03
1.159287748696354e-03,-1.721283e-03
1.159326797727443e-03,-1.564394e-03
1.159364179644975e-03,-1.398704e-03
1.159438943480039e-03,-1.034152e-03
1.159521051555173e-03,-6.037349e-04
1.159599258213501e-03,-1.762163e-04
1.159679612589840e-03,2.614951e-04
1.159756072408330e-03,6.475259e-04
1.159878121925767e-03,1.203850e-03
1.159881741079088e-03,1.218538e-03
1.159888979385729e-03,1.245126e-03
1.159900869353941e-03,1.287424e-03
1.159912006034455e-03,1.324967e-03
1.159934279395485e-03,1.394520e-03
1.159956453277941e-03,1.459080e-03
1.159956652235088e-03,1.459624e-03
1.159957050149382e-03,1.460676e-03
1.159957845977970e-03,1.462771e-03
1.159959437635146e-03,1.466923e-03
1.159962620949497e-03,1.475072e-03
1.159968987578201e-03,1.490744e-03
1.159981720835608e-03,1.520860e-03
1.159982720835607e-03,1.523133e-03
1.159984720835607e-03,1.527513e-03
1.159988720835605e-03,1.536082e-03
1.159993000000003e-03,1.545042e-03
1.159994000000002e-03,1.547087e-03
1.159999000000001e-03,1.557007e-03
1.160000000000000e-03,1.558944e-03
1.160001000000000e-03,1.560863e-03
1.160001013521046e-03,1.560888e-03
1.160001040563139e-03,1.560940e-03
1.160001094647324e-03,1.561043e-03
1.160001179306191e-03,1.561204e-03
1.160001348623926e-03,1.561526e-03
1.160001547540244e-03,1.561903e-03
1.160001751272493e-03,1.562287e-03
1.160002000000000e-03,1.562756e-03
1.160002024872750e-03,1.562802e-03
1.160002074618252e-03,1.562895e-03
1.160002174109254e-03,1.563080e-03
1.160002373091260e-03,1.563448e-03
1.160002771055270e-03,1.564174e-03
1.160003155861266e-03,1.564864e-03
1.160003568301956e-03,1.565586e-03
1.160004013545312e-03,1.566345e-03
1.160004477837888e-03,1.567108e-03
1.160004945805120e-03,1.567837e-03
1.160005689728968e-03,1.568889e-03
1.160006741702103e-03,1.570087e-03
1.160008470829055e-03,1.571268e-03
1.160010353298024e-03,1.571375e-03
1.160012044559557e-03,1.570170e-03
1.160013710618710e-03,1.567630e-03
1.160015238425704e-03,1.564108e-03
1.160016523843066e-03,1.560259e-03
1.160017335272816e-03,1.557371e-03
1.160017950625433e-03,1.554899e-03
1.160018647206578e-03,1.551817e-03
1.160019536912382e-03,1.547536e-03
1.160020229471688e-03,1.543933e-03
1.160020857256086e-03,1.540419e-03
1.160021631631703e-03,1.535794e-03
1.160022395303751e-03,1.530929e-03
1.160023297120639e-03,1.524780e-03
1.160024359799143e-03,1.516894e-03
1.160026485156151e-03,1.499264e-03
1.160029946145479e-03,1.467541e-03
1.160032723707648e-03,1.441126e-03
1.160036042313387e-03,1.410851e-03
1.160038108113072e-03,1.393941e-03
1.160041063677109e-03,1.373322e-03
1.160046974805183e-03,1.341817e-03
1.160058797061332e-03,1.307680e-03
1.160076745651659e-03,1.311462e-03
1.160094923526355e-03,1.384022e-03
1.160116671302875e-03,1.546937e-03
1.160124870092251e-03,1.630559e-03
1.160128951042365e-03,1.679252e-03
1.160130179121409e-03,1.694562e-03
1.160131232532494e-03,1.707846e-03
1.160132242864942e-03,1.720615e-03
1.160133378502860e-03,1.734993e-03
1.160135209765248e-03,1.758212e-03
1.160137114078743e-03,1.782387e-03
1.160139402341525e-03,1.811468e-03
1.160141962720309e-03,1.844037e-03
1.160145173470931e-03,1.884909e-03
1.160148785777521e-03,1.930920e-03
1.160153133774302e-03,1.986332e-03
1.160158286124188e-03,2.052022e-03
1.160164231194204e-03,2.127847e-03
1.160171607650226e-03,2.221955e-03
1.160179677441163e-03,2.324935e-03
1.160190316082492e-03,2.460722e-03
1.160201150917810e-03,2.599035e-03
1.160216682006105e-03,2.797320e-03
1.160231003642012e-03,2.980180e-03
1.160254184232024e-03,3.276166e-03
1.160278824870665e-03,3.590797e-03
1.160317702045390e-03,4.087196e-03
1.160358622285287e-03,4.609636e-03
1.160414514310054e-03,5.323126e-03
1.160476215912996e-03,6.110615e-03
1.160563174233283e-03,7.220139e-03
1.160662619946854e-03,8.488500e-03
1.160807349187396e-03,1.033347e-02
1.160982807525296e-03,1.256854e-02
1.161264901137782e-03,1.615820e-02
1.161662061766967e-03,2.120323e-02
1.162456383025336e-03,3.125975e-02
1.164045025542075e-03,5.125215e-02
1.166624714966523e-03,8.353244e-02
1.166625714966523e-03,8.354489e-02
1.166627714966523e-03,8.356971e-02
1.166631714966522e-03,8.361937e-02
1.166639714966521e-03,8.371868e-02
1.166655714966520e-03,8.391728e-02
1.166687714966517e-03,8.431444e-02
1.166751714966511e-03,8.510850e-02
1.166879714966499e-03,8.669571e-02
1.167135714966475e-03,8.986638e-02
1.167647714966428e-03,9.619262e-02
1.168671714966333e-03,1.088168e-01
1.168672714966333e-03,1.088291e-01
1.168674714966333e-03,1.088537e-01
1.168678714966332e-03,1.089028e-01
1.168686714966332e-03,1.090011e-01
1.168702714966330e-03,1.091977e-01
1.168734714966327e-03,1.095908e-01
1.168798714966321e-03,1.103768e-01
1.168926714966309e-03,1.119479e-01
1.169290000000047e-03,1.164023e-01
1.169504570067570e-03,1.190296e-01
1.169505570067570e-03,1.190418e-01
1.169507570067570e-03,1.190663e-01
1.169511570067569e-03,1.191153e-01
1.169519570067569e-03,1.192131e-01
1.169535570067567e-03,1.194089e-01
1.169567570067564e-03,1.198003e-01
1.169674000000012e-03,1.211018e-01
1.169717140135093e-03,1.216292e-01
1.169718140135093e-03,1.216414e-01
1.169720140135093e-03,1.216658e-01
1.169724140135092e-03,1.217147e-01
1.169732140135092e-03,1.218125e-01
1.169748140135090e-03,1.220080e-01
1.169770000000003e-03,1.222752e-01
1.169771000000003e-03,1.222874e-01
1.169773000000002e-03,1.223118e-01
1.169777000000002e-03,1.223607e-01
1.169785000000001e-03,1.224584e-01
1.169788000000001e-03,1.224951e-01
1.169794000000000e-03,1.225684e-01
1.169798000000000e-03,1.226173e-01
1.169799000000000e-03,1.226295e-01
1.169800000000000e-03,1.226417e-01
1.169801000000000e-03,1.226539e-01
1.169802000000000e-03,1.226661e-01
1.169802100000000e-03,1.226674e-01
1.169802300000000e-03,1.226698e-01
1.169802600000000e-03,1.226735e-01
1.169803000000000e-03,1.226784e-01
1.169803040000000e-03,1.226789e-01
1.169803120000000e-03,1.226798e-01
1.169803280000000e-03,1.226818e-01
1.169803600000000e-03,1.226857e-01
1.169804087679540e-03,1.226917e-01
1.169804790774786e-03,1.227002e-01
1.169805710543443e-03,1.227115e-01
1.169806020099320e-03,1.227153e-01
1.169806206134607e-03,1.227175e-01
1.169806416768269e-03,1.227201e-01
1.169806575345680e-03,1.227220e-01
1.169806732480936e-03,1.227240e-01
1.169806942568775e-03,1.227265e-01
1.169807163171087e-03,1.227292e-01
1.169807513658120e-03,1.227335e-01
1.169807845618364e-03,1.227376e-01
1.169808438311762e-03,1.227448e-01
1.169809085968103e-03,1.227527e-01
1.169810304497068e-03,1.227676e-01
1.169811351668496e-03,1.227804e-01
1.169812236043549e-03,1.227912e-01
1.169813316062857e-03,1.228044e-01
1.169814308087944e-03,1.228165e-01
1.169815292676423e-03,1.228286e-01
1.169817057312015e-03,1.228501e-01
1.169820089013680e-03,1.228872e-01
1.169824052311422e-03,1.229356e-01
1.169828287733241e-03,1.229874e-01
1.169833853540574e-03,1.230554e-01
1.169839467036133e-03,1.231241e-01
1.169846819522315e-03,1.232139e-01
1.169854537718868e-03,1.233082e-01
1.169864308269607e-03,1.234276e-01
1.169873332038577e-03,1.235377e-01
1.169883715776724e-03,1.236644e-01
1.169894443496432e-03,1.237952e-01
1.169904759954178e-03,1.239207e-01
1.169915763397294e-03,1.240543e-01
1.169922750854817e-03,1.241387e-01
1.169927748529965e-03,1.241988e-01
1.169931611034262e-03,1.242448e-01
1.169934805345666e-03,1.242824e-01
1.169937691227935e-03,1.243156e-01
1.169940815256838e-03,1.243506e-01
1.169943224467858e-03,1.243766e-01
1.169945815689209e-03,1.244034e-01
1.169948678746255e-03,1.244316e-01
1.169954404860348e-03,1.244845e-01
1.169958834007571e-03,1.245224e-01
1.169963233560130e-03,1.245569e-01
1.169968204755282e-03,1.245919e-01
1.169975522391257e-03,1.246368e-01
1.169982931484688e-03,1.246744e-01
1.169992219471746e-03,1.247095e-01
1.170002939593987e-03,1.247341e-01
1.170015975678697e-03,1.247396e-01
1.170033044640747e-03,1.247046e-01
1.170055409276993e-03,1.245881e-01
1.170074579426447e-03,1.244050e-01
1.170093450277701e-03,1.241171e-01
1.170110729516288e-03,1.237569e-01
1.170117156309308e-03,1.235923e-01
1.170121351704760e-03,1.234714e-01
1.170123247348878e-03,1.234142e-01
1.170124976230323e-03,1.233608e-01
1.170126482050331e-03,1.233140e-01
1.170128072835537e-03,1.232644e-01
1.170129688448283e-03,1.232138e-01
1.170132683212054e-03,1.231198e-01
1.170135841651916e-03,1.230205e-01
1.170142158531641e-03,1.228213e-01
1.170149147492476e-03,1.226005e-01
1.170156715457852e-03,1.223609e-01
1.170166242398729e-03,1.220590e-01
1.170178026963309e-03,1.216850e-01
1.170191353058022e-03,1.212617e-01
1.170204173488231e-03,1.208543e-01
1.170220226901812e-03,1.203438e-01
1.170235034366149e-03,1.198727e-01
1.170254043371105e-03,1.192679e-01
1.170272840443687e-03,1.186697e-01
1.170297449562443e-03,1.178864e-01
1.170322145543448e-03,1.171004e-01
1.170350101777472e-03,1.162107e-01
1.170390711622355e-03,1.149185e-01
1.170442364505114e-03,1.132753e-01
1.170516858260440e-03,1.109063e-01
1.170605775831436e-03,1.080802e-01
1.170760360489970e-03,1.031706e-01
1.170926678665423e-03,9.789411e-02
1.171217236481252e-03,8.869148e-02
1.171637377327719e-03,7.542492e-02
1.172477659020654e-03,4.910997e-02
1.174001964745591e-03,2.202300e-03
1.174236986347350e-03,-4.033481e-03
1.174434235283691e-03,-7.785729e-03
1.174492343505661e-03,-8.429115e-03
1.174553830140283e-03,-8.736250e-03
1.174594861030654e-03,-8.798496e-03
1.174633158207281e-03,-8.718519e-03
1.174709752560535e-03,-8.263580e-03
1.174820096836304e-03,-7.212680e-03
1.174885341529222e-03,-6.404816e-03
1.174910406306313e-03,-6.050088e-03
1.174930897745991e-03,-5.747359e-03
1.174954637669938e-03,-5.393854e-03
1.174976172338319e-03,-5.072904e-03
1.174995831473941e-03,-4.779953e-03
1.175035149745187e-03,-4.194271e-03
1.175077378466451e-03,-3.565756e-03
1.175128726680869e-03,-2.802599e-03
1.175183650128285e-03,-1.988248e-03
1.175250731600257e-03,-9.981180e-04
1.175329244201753e-03,1.509006e-04
1.175391825679680e-03,1.051345e-03
1.175446200750722e-03,1.807797e-03
1.175506889862441e-03,2.599682e-03
1.175580244818320e-03,3.457574e-03
1.175648724473460e-03,4.131963e-03
1.175705151661894e-03,4.576551e-03
1.175733259734145e-03,4.749283e-03
1.175756845341854e-03,4.866252e-03
1.175768975504050e-03,4.918405e-03
